字號,字,頻次
10755,距,185
10756,𧣒,141
10757,炬,4
10763,苣,5
10770,所,238
10771,𠩄,175
10774,疋,1
10777,楚,241
10778,礎,158
10783,憷,2
10785,阻,210
10786,俎,3
10787,齟,1
10797,舉,234
10807,敘,180
10808,緒,236
10810,序,221
10813,嶼,19
10818,去,26
10824,抒,3
10826,野,1
10827,墅,3
10830,咀,2
10835,羽,201
10836,禹,157
10837,雨,384
10838,宇,161
10839,㝢,132
10842,栩,1
10850,聚,218
10852,甫,197
10853,脯,176
10854,斧,375
10855,頫,135
10856,俯,174
10857,府,216
10858,腑,169
10862,莆,13
10864,俌,7
10872,武,273
10873,舞,256
10874,儛,203
10875,嫵,1
10876,侮,156
10882,廡,1
10883,𢋑,1
10886,鵡,157
10887,䳇,132
10896,父,232
10897,輔,225
10900,腐,231
10908,鬴,118
10909,釜,132
10911,撫,182
10912,𢻬,1
10915,拊,1
10916,殕,66
10919,剖,1
10924,柱,395
10927,詡,2
10931,栩,2
10938,煦,8
10939,豎,314
10940,竪,276
10941,樹,18
10943,庾,1
10949,愈,168
10955,主,380
10959,炷,1
10961,噢,1
10963,齲,2
10966,拄,170
10967,柱,1
10970,乳,251
10971,擩,30
10975,數,235
10977,矩,189
10978,榘,160
10986,蒟,1
10988,取,245
10989,縷,163
10992,褸,1
11006,姥,19
11009,媽,57
11012,土,382
11013,吐,136
11016,杜,240
11021,肚,282
11025,魯,250
11026,櫓,219
11027,滷,220
11028,虜,175
11029,擄,7
11031,𢲸,3
11037,鹵,71
11044,覩,1
11045,睹,15
11047,賭,255
11048,堵,200
11049,肚,274
11055,古,277
11056,鼓,268
11057,鼔,6
11058,瞽,1
11059,股,184
11060,𦙶,136
11062,蠱,2
11063,估,185
11064,盬,7
11065,鈷,1
11068,詁,1
11069,牯,152
11070,賈,3
11075,𥂩,57
11076,五,362
11077,午,270
11079,伍,188
11080,仵,2
11081,簿,283
11082,部,299
11083,粗,1
11088,祖,306
11090,組,204
11094,虎,324
11095,琥,2
11096,戽,3
11097,滸,158
11101,隖,124
11102,塢,142
11111,苦,376
11113,怒,15
11114,弩,2
11116,努,206
11118,戶,355
11120,扈,2
11121,怙,6
11139,滬,146
11141,普,217
11144,浦,175
11146,補,309
11147,譜,191
11148,圃,11
11149,薺,125
11154,禮,285
11155,礼,227
11157,蠡,2
11161,鱧,4
11162,鱺,4
11170,體,311
11171,軆,241
11178,䫌,10
11179,濟,2
11181,䍤,5
11185,底,276
11189,抵,193
11190,牴,17
11197,弟,423
11198,娣,2
11199,悌,20
11201,遞,1
11211,坭,2
11217,洗,399
11218,洒,292
11225,啟,262
11226,棨,4
11230,稽,1
11233,启,189
11245,米,323
11246,眯,14
11252,陛,133
11270,蟹,340
11271,䲒,287
11272,解,215
11274,澥,1
11277,買,377
11288,嬭,367
11289,㚷,301
11290,罷,232
11296,矮,418
11297,㢊,1
11298,躷,1
11299,擺,284
11300,捭,233
11301,解,421
11304,灑,203
11309,枴,232
11311,夥,3
11314,拐,92
11317,駭,142
11321,楷,246
11329,挨,6
11331,賄,180
11332,𧶅,135
11335,悔,182
11338,猥,12
11348,磥,1
11349,磊,2
11350,癗,1
11358,蕾,4
11359,儡,209
11371,辠,274
11372,罪,343
11373,㠑,1
11376,每,305
11377,挴,1
11380,骽,312
11381,腿,356
11392,匯,270
11399,傀,183
11408,餒,43
11427,璀,2
11432,痱,7
11437,海,368
11440,愷,180
11441,凱,198
11442,颽,1
11445,鎧,1
11449,宰,217
11452,載,157
11454,殆,133
11455,待,324
11456,怠,172
11464,乃,214
11465,迺,6
11467,改,422
11470,亥,210
11474,啡,10
11475,采,174
11476,採,158
11479,彩,245
11483,等,1
11486,在,329
11492,挨,8
11500,倍,103
11503,軫,1
11504,縝,1
11505,胗,135
11506,疹,174
11507,畛,1
11508,賑,2
11512,紾,1
11513,縝,1
11515,診,191
11524,稹,1
11527,腎,283
11533,忍,321
11551,緊,304
11555,盡,323
11558,盡,123
11559,牝,2
11561,臏,1
11568,笉,1
11569,窘,118
11570,僒,106
11575,菌,279
11579,囷,1
11580,引,266
11581,𢎢,205
11582,蚓,13
11583,螾,1
11596,憫,169
11597,閔,6
11598,敏,279
11608,泯,1
11612,黽,7
11613,澠,7
11618,殞,5
11621,隕,9
11625,準,266
11626,准,296
11629,尹,158
11631,允,327
11637,筍,238
11638,笋,201
11640,鵻,1
11641,隼,2
11648,蠢,219
11649,𢧨,158
11657,盾,142
11659,吮,18
11674,吻,159
11675,𦝮,69
11676,刎,135
11677,抆,51
11678,伆,1
11681,粉,251
11683,扮,1
11684,憤,181
11685,𢤬,139
11698,忿,141
11700,惲,1
11701,薀,2
11702,蘊,11
11703,韞,1
11721,隱,221
11723,𤻘,17
11732,謹,192
11735,槿,2
11747,近,384
11751,䘆,8
11752,阮,170
11755,遠,375
11757,偃,1
11773,蹇,2
11775,楗,150
11776,鍵,176
11785,䘆,5
11787,晚,237
11788,娩,1
11789,挽,181
11790,輓,137
11794,反,387
11796,阪,1
11797,坂,2
11798,返,35
11801,圈,8
11802,菌,1
11804,婉,34
11805,菀,15
11806,苑,17
11810,畹,1
11812,宛,145
11813,惌,122
11817,䘼,23
11839,飯,15
11843,混,297
11845,渾,16
11847,焜,1
11849,棍,194
11860,忖,81
11863,本,339
11864,畚,15
11865,𤲙,2
11867,㡷,1
11868,苯,1
11869,損,227
11874,撙,17
11879,穩,223
11882,囤,160
11884,盾,205
11885,沌,111
11886,坉,104
11888,遁,12
11889,遯,2
11891,鱒,1
11894,袞,3
11897,輥,1
11906,吨,5
11908,閫,1
11911,稛,17
11921,碖,1
11922,獖,1
11923,笨,294
11930,很,208
11932,墾,244
11933,懇,176
11934,齦,98
11938,旱,308
11947,疸,4
11950,担,7
11951,坦,226
11953,散,187
11954,𢽳,144
11955,𢿱,144
11961,傘,298
11964,但,21
11966,袒,9
11967,襢,1
11968,誕,187
11972,膻,2
11978,笴,170
11979,簳,183
11983,稈,176
11984,秆,130
11990,嬾,230
11991,懶,295
11995,侃,20
11997,䍐,171
12002,焊,31
12003,熯,5
12005,緩,202
12013,棵,1
12017,晥,11
12019,短,354
12020,𢭃,282
12021,斷,2
12023,椀,304
12024,盌,321
12026,疃,4
12027,𤲫,4
12028,瘓,3
12030,算,46
12034,管,329
12035,筦,245
12046,卵,303
12047,款,228
12048,歀,166
12049,欵,166
12053,棵,81
12055,煗,276
12056,㬉,276
12057,暖,349
12058,煖,275
12062,纂,139
12065,儹,116
12070,伴,299
12072,拌,177
12073,滿,392
12077,鏋,2
12084,斷,337
12085,𩏇,5
12086,緞,228
12091,綰,1
12092,版,217
12093,板,325
12101,赧,6
12115,皖,129
12117,阪,23
12127,撰,149
12128,饌,9
12129,產,355
12139,限,327
12145,簡,223
12148,𧟉,16
12149,柬,169
12150,暕,2
12151,揀,321
12152,剗,1
12153,鏟,272
12155,羼,2
12166,眼,412
12168,琖,193
12169,盞,284
12170,𧣴,200
12174,銑,5
12175,洗,3
12176,跣,7
12180,箲,4
12181,筅,35
12185,腆,124
12192,靦,1
12200,典,267
12205,蝘,1
12213,繭,241
12214,絸,6
12215,蠒,6
12216,𥀹,52
12217,趼,42
12221,筧,77
12231,蜆,6
12239,顯,224
12241,蜆,3
12247,眄,1
12248,撚,122
12250,蹨,83
12252,編,1
12253,匾,180
12261,扁,360
12263,泫,1
12284,汱,1
12285,辮,353
12292,犬,234
12303,鮮,119
12306,癬,297
12312,蘚,1
12313,演,265
12314,衍,19
12321,踐,206
12323,餞,1
12328,展,342
12329,㞡,278
12332,輾,21
12358,淺,306
12359,闡,5
12368,遣,174
12369,繾,1
12376,蹇,2
12377,謇,1
12387,善,339
12388,譱,276
12390,鱓,34
12392,單,116
12394,鄯,2
12398,翦,20
12399,剪,303
12401,戩,3
12418,輦,122
12421,璉,1
12423,僆,2
12434,件,344
12436,鍵,5
12437,鑳,4
12438,辯,237
12439,䛒,190
12441,辨,219
12443,緬,156
12444,沔,1
12445,汅,1
12446,湎,1
12458,雋,1
12459,隽,1
12467,兗,26
12481,轉,312
12483,卷,93
12486,𨹵,62
12487,捲,197
12489,圈,119
12492,輭,278
12493,軟,356
12494,蝡,2
12510,舛,1
12511,喘,192
12521,篆,195
12526,䧘,6
12537,選,227
12540,撰,1
12552,免,269
12553,娩,161
12554,勉,182
12558,冕,2
12559,絻,1
12570,䁴,1
12575,棧,1
12577,篠,2
12578,筱,2
12584,皎,2
12591,繳,276
12596,鳥,423
12600,釕,1
12606,了,298
12607,蓼,1
12608,瞭,137
12617,撩,1
12624,曉,287
12627,杳,137
12629,窈,15
12643,嫋,1
12647,嬈,2
12653,芍,1
12654,𦯪,1
12656,窕,2
12660,掉,10
12662,挑,26
12671,小,353
12674,肈,31
12676,兆,202
12677,趙,358
12685,沼,147
12689,殀,1
12693,少,286
12696,擾,208
12697,𢹎,148
12698,繞,213
12705,鰾,127
12709,膘,4
12716,縹,1
12722,瞟,1
12723,膘,3
12724,眇,1
12725,渺,162
12728,淼,4
12729,杪,10
12730,秒,266
12731,藐,156
12734,紹,310
12735,綤,248
12739,矯,147
12743,撟,7
12751,表,276
12752,𧘝,216
12753,𧞧,216
12757,標,2
12769,舀,259
12770,𦥨,47
12771,抭,47
12774,悄,160
12777,𠞰,28
12778,𠟯,3
12779,勦,136
12787,燎,106
12797,巧,239
12805,飽,319
12806,𩜿,254
12807,𩛁,253
12809,撓,21
12811,卯,242
12812,戼,189
12816,昴,1
12818,絞,267
12819,狡,185
12821,攪,263
12824,𢯴,192
12825,鉸,139
12827,姣,1
12832,㽱,1
12833,爪,252
12834,㕚,7
12837,笊,7
12839,抓,1
12841,拗,41
12846,鮑,202
12850,齩,277
12853,煼,205
12854,𩱦,206
12855,𤌉,206
12856,炒,296
12859,吵,234
12864,晧,11
12868,鎬,3
12869,浩,209
12870,顥,1
12880,抱,272
12881,老,388
12886,潦,5
12888,栳,1
12895,討,289
12896,𡘷,29
12898,道,328
12899,衟,277
12900,𡬹,278
12901,稻,263
12905,堖,299
12906,腦,354
12907,𠜶,294
12908,惱,219
12909,碯,2
12914,㛮,245
12915,嫂,296
12916,㛐,244
12917,燥,52
12918,埽,172
12919,掃,234
12920,𦺋,1
12921,倒,224
12922,擣,16
12923,㨶,18
12924,㠀,230
12928,禱,167
12932,草,339
12933,艸,252
12936,騲,15
12939,早,284
12940,澡,139
12941,藻,3
12942,薻,1
12943,𧎮,142
12944,蚤,170
12948,棗,205
12950,繅,1
12951,皁,172
12953,造,312
12955,暠,13
12956,𣓌,1
12958,稾,246
12959,藁,218
12961,縞,1
12966,好,325
12972,寶,251
12973,珤,202
12974,保,276
12975,𣎼,220
12976,堢,142
12977,堡,192
12978,褓,8
12980,鴇,3
12981,葆,4
12987,襖,320
12989,懊,147
12993,媼,2
12996,㤇,4
13001,考,275
13002,攷,223
13003,栲,1
13004,槁,5
13006,洘,11
13007,燺,150
13014,舸,4
13022,哆,1
13029,柁,5
13030,舵,265
13037,我,279
13053,娜,13
13058,荷,59
13065,可,330
13068,坷,6
13076,左,349
13079,果,359
13080,菓,234
13085,裹,200
13089,粿,36
13094,朵,291
13095,朶,227
13098,鍺,1
13105,鎖,282
13106,瑣,170
13117,墮,25
13118,垛,1
13126,惰,216
13131,妥,219
13137,橢,155
13140,麼,3
13143,坐,436
13144,𡋲,283
13147,裸,157
13148,躶,125
13149,𧝹,125
13150,臝,125
13151,卵,10
13152,瘰,32
13153,𤼠,30
13157,倭,1
13161,跛,169
13162,簸,136
13165,叵,1
13167,頗,17
13169,禍,310
13170,𥙯,224
13171,夥,155
13176,火,413
13178,顆,183
13181,爸,32
13185,馬,355
13186,碼,168
13188,罵,1
13192,者,261
13193,赭,2
13195,野,318
13196,壄,252
13197,也,307
13198,冶,22
13200,雅,212
13208,假,373
13209,叚,312
13210,賈,193
13213,椵,2
13215,灑,185
13216,啞,411
13217,瘂,310
13218,𤺘,310
13222,下,366
13223,丅,163
13224,夏,148
13225,廈,188
13226,寫,349
13231,乜,3
13232,且,215
13234,閜,1
13236,社,378
13243,捨,283
13244,舍,240
13248,姐,364
13251,把,348
13263,寡,245
13264,冎,5
13265,剮,158
13271,瓦,385
13274,惹,352
13276,鮓,1
13280,痄,1
13288,撦,249
13293,骻,2
13302,傻,216
13303,奼,1
13305,養,318
13306,痒,221
13307,癢,282
13308,瀁,1
13312,像,351
13313,象,295
13315,橡,164
13323,㢡,152
13324,獎,213
13325,䉃,1
13326,槳,180
13327,㯍,133
13328,蔣,278
13329,㒳,52
13330,兩,444
13334,蜽,1
13335,魎,1
13337,鞅,1
13348,勥,18
13349,彊,160
13353,仰,217
13357,磢,3
13360,搶,80
13362,愴,1
13363,想,279
13364,鯗,28
13365,掌,306
13368,𠁊,207
13369,爽,276
13377,響,301
13378,饗,4
13381,亯,157
13382,亨,201
13383,嚮,6
13385,敞,18
13387,氅,1
13388,𪅶,1
13389,廠,325
13392,繈,1
13393,鏹,1
13394,襁,1
13395,膙,1
13397,丈,391
13398,杖,204
13399,仗,188
13401,昶,1
13403,獷,1
13404,壤,167
13409,攘,133
13412,賞,226
13414,𩞃,2
13417,髣,120
13418,彷,134
13419,仿,181
13420,紡,316
13423,网,288
13424,網,363
13425,罔,19
13426,輞,76
13427,棢,74
13428,惘,8
13433,蛧,1
13434,魍,1
13436,倣,150
13437,放,127
13439,枉,197
13443,往,265
13446,𧧢,1
13447,搶,278
13448,摤,229
13449,長,308
13450,上,292
13451,丄,222
13456,逛,18
13460,䉃,2
13461,蕩,294
13469,盪,21
13476,磉,48
13477,廣,314
13479,榜,231
13487,髒,162
13488,曩,93
13490,沆,1
13491,骯,4
13508,莽,207
13515,蟒,176
13518,黨,301
13523,朗,222
13524,朖,161
13525,誏,161
13529,㝗,1
13532,映,4
13540,慷,194
13541,忼,137
13547,炕,1
13550,晃,180
13551,幌,5
13553,榥,1
13559,慌,27
13565,𧧢,215
13574,酐,1
13579,梗,244
13581,哽,175
13584,鯁,8
13585,埂,135
13588,丙,221
13592,炳,17
13593,秉,173
13597,警,187
13598,儆,134
13599,景,216
13600,境,186
13605,影,353
13613,省,347
13615,㾪,8
13622,永,300
13625,皿,141
13628,憬,1
13634,杏,270
13635,莕,1
13636,荇,1
13637,猛,355
13639,蜢,7
13640,艋,1
13643,礦,335
13644,鑛,235
13645,𨥑,235
13648,獷,1
13653,盯,1
13658,打,289
13659,冷,344
13664,檸,4
13665,耿,231
13671,幸,210
13672,𡴘,164
13673,倖,2
13676,𩶁,105
13677,蠯,105
13678,螷,56
13680,靜,345
13681,睜,39
13683,靖,142
13686,穽,2
13687,阱,3
13690,整,286
13691,⿱⿰来攵正,161
13692,逞,155
13693,騁,2
13698,郢,2
13701,痙,2
13703,潁,1
13704,穎,180
13705,領,407
13706,嶺,302
13707,阾,241
13711,頸,302
13712,餅,346
13715,併,5
13717,頃,220
13718,𩓏,156
13720,檾,28
13721,苘,27
13722,䔛,27
13723,丼,333
13730,請,349
13732,省,181
13742,迥,66
13749,炯,1
13755,茗,1
13757,酩,1
13762,頂,259
13763,𩠑,184
13764,𩕢,154
13767,鼎,202
13769,酊,1
13773,打,3
13775,挺,243
13776,艇,198
13777,鋌,21
13806,濘,2
13808,婞,1
13815,醒,352
13833,竝,142
13834,並,185
13840,拯,174
13841,抍,155
13842,撜,155
13848,等,361
13851,肯,368
13852,肎,301
13854,有,368
13855,右,11
13857,友,237
13858,㕛,191
13863,柳,323
13874,綹,5
13877,狃,1
13878,紐,312
13879,鈕,4
13882,扭,197
13887,丑,230
13890,肘,174
13893,扭,7
13894,朽,189
13895,㱙,133
13898,久,259
13899,九,321
13900,玖,2
13901,灸,173
13902,韭,169
13905,首,194
13906,𩠐,143
13908,手,323
13909,守,263
13911,醜,201
13916,婦,428
13918,負,190
13921,阜,144
13922,𨸏,120
13931,缶,1
13933,否,77
13937,殕,1
13939,糗,32
13950,舅,335
13952,臼,190
13956,咎,134
13961,紂,171
13962,䈙,1
13967,酉,166
13968,丣,135
13969,誘,199
13970,㕗,144
13971,䛻,144
13972,牖,1
13976,莠,126
13988,受,308
13989,壽,45
13992,綬,1
13999,懮,6
14000,酒,337
14002,帚,248
14003,箒,186
14017,厚,359
14018,垕,287
14019,後,275
14020,𨒥,211
14021,后,245
14024,母,298
14025,牡,200
14026,某,263
14027,拇,153
14029,𠭇,324
14030,畮,298
14031,畞,299
14038,部,1
14048,斗,260
14049,㪷,202
14051,蚪,1
14052,阧,138
14053,陡,178
14054,抖,207
14065,苟,168
14067,狗,352
14068,垢,26
14069,笱,2
14073,枸,4
14078,藕,301
14079,蕅,237
14080,偶,227
14081,耦,2
14092,叜,130
14093,叟,160
14094,𠋢,130
14095,嗾,1
14099,擻,3
14100,藪,2
14107,吼,185
14108,吽,128
14109,呴,1
14114,剖,200
14119,歐,1
14120,嘔,237
14121,毆,142
14128,簍,241
14136,走,326
14137,口,422
14138,扣,8
14142,叩,172
14155,取,1
14158,黝,2
14165,糾,251
14166,赳,2
14168,鬮,1
14170,寑,81
14171,𡪢,81
14172,寢,194
14173,梫,67
14174,㾛,66
14179,朕,9
14180,𦩎,1
14186,廩,8
14187,㐭,1
14188,懍,2
14190,凜,14
14203,荏,2
14204,飪,7
14205,餁,1
14207,稔,2
14210,袵,1
14217,枕,222
14220,沈,237
14221,邥,196
14222,宷,5
14223,審,215
14234,葚,76
14235,𣞵,67
14236,甚,185
14238,瀋,1
14241,磣,1
14247,錦,268
14248,蕈,11
14254,稟,228
14255,㱃,7
14256,飲,248
14258,品,336
14266,感,317
14267,𥸡,1
14272,贛,2
14273,㔶,9
14291,譚,1
14295,揞,125
14296,唵,1
14317,慘,262
14320,黲,1
14339,坎,211
14349,頷,13
14352,撼,145
14372,漤,40
14376,衴,1
14384,敢,343
14385,𠭖,276
14386,𣪏,275
14387,𢽤,274
14388,橄,150
14393,覽,228
14395,擥,135
14396,攬,182
14397,欖,160
14398,罱,1
14403,毯,215
14407,膽,344
14414,啖,1
14418,淡,275
14424,䭕,1
14426,鏨,7
14429,喊,195
14430,嚂,113
14433,埯,33
14441,燄,1
14442,淡,26
14448,斂,149
14449,撿,5
14461,險,282
14469,貶,232
14481,儉,218
14482,芡,4
14483,檢,248
14489,魘,54
14490,厴,8
14492,酓,1
14493,冉,118
14495,苒,1
14496,染,346
14503,陝,194
14505,閃,350
14511,諂,1
14512,讇,1
14513,奄,4
14518,掩,199
14524,弇,1
14529,漸,208
14536,鏨,1
14541,𩟗,22
14544,忝,14
14549,淰,9
14553,點,346
14554,玷,2
14556,㓠,1
14558,簟,77
14565,歉,46
14566,慊,1
14577,儼,121
14587,埯,2
14592,喊,50
14597,湛,2
14598,㴴,1
14600,㦿,1
14602,歉,6
14607,鹼,35
14608,鹻,108
14609,減,352
14612,嶃,1
14614,臉,186
14616,斬,316
14619,闞,36
14621,摻,5
14625,黯,2
14626,喊,24
14632,檻,27
14633,艦,279
14637,濫,2
14651,范,247
14652,範,171
14655,犯,301
14663,釩,1
14666,送,303
14669,鳳,332
14670,𠤈,270
14671,貢,217
14672,贛,2
14681,弄,242
14684,礱,1
14689,凍,307
14690,棟,195
14695,控,192
14699,空,188
14701,糉,228
14702,粽,287
14708,瓮,149
14709,甕,175
14710,𦉥,1
14712,𪖵,1
14715,洞,299
14716,恫,2
14720,峒,1
14723,慟,1
14725,駧,1
14726,衕,1
14731,痛,291
14732,仲,179
14735,諷,200
14736,風,144
14740,㝱,236
14741,夢,347
14755,中,222
14757,哄,36
14760,鬨,99
14761,蕻,2
14762,齈,77
14764,眾,295
14765,銃,224
14768,戇,2
14769,宋,222
14770,綜,184
14771,䝋,25
14773,統,213
14778,用,366
14779,頌,199
14780,誦,193
14781,訟,170
14783,俸,159
14785,縫,228
14787,共,368
14790,供,219
14792,雍,3
14794,㙲,108
14798,縱,182
14805,種,215
14807,㼿,1
14808,重,3
14814,恐,2
14815,𢖶,1
14819,絳,2
14820,虹,172
14821,降,236
14822,𡲣,165
14824,巷,321
14825,衖,205
14827,戇,14
14831,幢,1
14832,撞,271
14837,肨,51
14849,避,231
14850,惴,1
14853,詈,6
14854,荔,193
14855,離,160
14859,豉,180
14860,𢻃,156
14868,𦎸,1
14869,賜,202
14875,爲,205
14892,被,248
14897,累,181
14898,寄,313
14901,臂,184
14910,刺,309
14911,刾,234
14920,易,335
14927,議,255
14928,誼,178
14929,竩,129
14932,義,290
14933,譬,179
14935,漬,12
14936,眥,1
14943,智,265
14944,𣉻,222
14949,縋,9
14950,膇,2
14956,吹,3
14959,戲,304
14961,企,14
14966,吱,1
14967,縊,2
14970,翅,205
14971,翄,159
14972,𦐊,159
14973,施,1
14975,啻,1
14989,餧,108
14993,僞,236
14994,毀,7
14997,睡,326
14998,瑞,203
15013,諉,3
15022,至,227
15023,摯,3
15024,贄,6
15025,鷙,1
15035,位,339
15037,媚,141
15038,魅,7
15039,鬽,1
15046,遂,198
15048,隧,164
15056,燧,2
15066,𥝩,145
15067,穗,206
15070,醉,391
15072,邃,5
15073,祟,3
15075,粹,158
15081,類,328
15082,淚,304
15090,祕,188
15091,毖,2
15093,轡,48
15096,泌,145
15098,費,1
15108,饋,2
15109,餽,2
15111,櫃,336
15122,備,299
15123,俻,240
15124,𤰇,230
15125,𤰈,230
15139,媿,139
15140,愧,196
15141,聭,139
15142,謉,139
15145,帥,288
15146,率,29
15158,嗜,139
15159,𩝙,2
15160,𨢍,2
15161,視,234
15162,眎,189
15163,眡,189
15164,利,330
15165,𥝤,254
15167,莅,1
15169,痢,182
15172,膩,189
15173,𦡸,128
15176,屁,237
15177,䊧,165
15179,致,193
15184,躓,1
15192,質,20
15194,棄,182
15195,弃,2
15199,緻,4
15200,稚,224
15205,治,8
15211,寐,134
15221,冀,144
15222,兾,127
15223,覬,1
15225,驥,5
15226,𩥉,1
15230,暨,3
15236,悸,8
15241,翠,212
15244,二,325
15245,弍,275
15246,貳,145
15249,恣,7
15251,次,233
15260,懿,11
15267,四,333
15268,亖,278
15269,𠃢,278
15270,肆,175
15271,𩬶,131
15273,泗,1
15277,駟,5
15281,器,285
15282,季,284
15284,鼻,302
15297,痹,162
15298,畀,1
15299,庇,158
15304,箅,2
15305,萃,10
15307,悴,4
15310,瘁,12
15311,地,354
15312,墬,279
15320,肄,147
15325,隶,3
15328,示,282
15329,諡,1
15330,謚,1
15333,自,364
15334,嫉,1
15335,墜,195
15338,出,4
15339,遺,1
15354,志,283
15357,誌,156
15358,痣,235
15360,識,1
15361,幟,4
15362,值,169
15364,治,290
15367,寺,266
15368,嗣,142
15369,孠,124
15370,飤,202
15371,飼,261
15372,蛓,1
15373,蚝,1
15374,螆,1
15375,𧉠,1
15376,笥,1
15377,伺,152
15378,思,130
15380,試,280
15381,弒,1
15390,吏,185
15392,字,361
15393,牸,96
15396,芓,1
15403,餌,147
15404,𩱓,133
15419,駛,1
15420,使,21
15426,廁,169
15427,異,212
15430,食,1
15431,已,2
15434,置,234
15436,侍,188
15437,蒔,2
15438,秲,1
15439,事,381
15440,𩛌,2
15441,忌,217
15454,熾,1
15462,意,268
15466,記,310
15468,嬉,1
15479,未,239
15480,味,321
15484,沬,1
15487,貴,316
15490,胃,304
15491,謂,182
15495,緯,172
15496,彙,145
15497,蝟,145
15498,渭,4
15507,魏,287
15509,沸,22
15510,疿,149
15513,誹,3
15520,費,299
15529,尉,87
15530,㷉,71
15531,熨,71
15532,慰,189
15533,畏,187
15536,蔚,16
15541,諱,186
15542,卉,12
15543,芔,1
15547,狒,1
15550,怫,1
15556,翡,141
15560,痱,5
15569,既,194
15570,暨,2
15572,溉,1
15576,毅,233
15583,氣,376
15584,炁,299
15589,唏,1
15609,御,190
15610,馭,5
15611,語,2
15612,慮,202
15616,鑢,12
15621,據,206
15622,鋸,321
15623,倨,6
15624,踞,6
15631,覰,4
15632,䁦,1
15639,去,439
15647,署,204
15648,藷,186
15649,薯,106
15650,曙,4
15651,恕,164
15652,庶,182
15655,著,244
15656,箸,4
15658,翥,1
15666,疏,124
15669,飫,3
15671,瘀,2
15676,菸,1
15679,箸,164
15680,筯,5
15689,絮,189
15690,助,316
15694,沮,1
15695,詛,2
15699,如,8
15700,豫,148
15701,預,248
15702,譽,189
15717,與,2
15723,楚,1
15725,處,224
15726,𠁅,176
15731,遇,270
15732,寓,163
15733,庽,127
15738,嫗,2
15741,樹,365
15747,住,349
15751,附,236
15755,駙,13
15756,鮒,2
15761,注,263
15762,疰,2
15765,鑄,180
15767,註,6
15768,炷,2
15776,蛀,249
15778,句,353
15787,昫,4
15793,戍,164
15795,輸,131
15801,裕,205
15802,䘱,158
15804,諭,145
15805,喻,197
15806,籲,1
15808,孺,5
15809,𡦗,3
15812,赴,181
15818,訃,145
15823,務,215
15824,婺,5
15825,霧,317
15826,霚,244
15836,鶩,2
15838,足,2
15839,懼,182
15840,具,266
15843,芋,286
15844,雨,1
15845,羽,2
15847,吁,6
15849,聚,5
15851,數,263
15853,付,223
15854,賦,157
15855,傅,210
15859,娶,98
15860,趣,256
15861,註,149
15863,駐,243
15865,住,21
15878,屢,209
15880,暮,172
15881,慕,173
15882,募,184
15883,墓,341
15886,渡,220
15888,鍍,198
15889,度,297
15891,路,391
15892,露,301
15893,潞,1
15895,鷺,139
15896,璐,1
15897,賂,148
15904,妒,164
15905,妬,27
15912,蠹,3
15916,菟,1
15917,兔,291
15918,吐,200
15920,顧,206
15921,頋,149
15922,雇,179
15924,故,214
15927,痼,7
15928,固,185
15929,錮,110
15930,㽽,6
15934,凅,7
15935,誤,215
15936,悞,8
15937,寤,5
15938,忤,12
15939,啎,3
15940,迕,1
15941,遻,1
15942,晤,5
15943,悟,194
15947,娛,8
15949,護,222
15950,瓠,85
15954,互,212
15966,訴,175
15967,愬,3
15968,𧪜,3
15969,泝,1
15970,遡,1
15971,素,228
15973,嗉,101
15974,膆,100
15976,塑,192
15981,祚,1
15989,怒,237
15990,布,322
15992,佈,145
15996,汙,2
15997,惡,192
15998,噁,2
16000,怖,181
16001,悑,3
16002,鋪,208
16005,厝,4
16006,措,150
16007,醋,313
16008,錯,246
16010,絝,242
16011,袴,281
16012,庫,216
16017,捕,168
16018,哺,28
16019,步,381
16031,戽,167
16032,作,265
16033,霽,1
16036,濟,232
16037,擠,63
16041,帝,240
16043,嚏,2
16044,啑,2
16046,蔕,10
16060,趆,1
16063,渧,1
16066,劑,180
16067,穧,19
16075,替,318
16076,𤾕,261
16077,暜,260
16078,㬱,261
16079,鬀,161
16080,剃,225
16084,涕,167
16087,𡲕,121
16095,第,298
16096,弟,254
16100,締,5
16103,娣,1
16111,題,1
16112,遞,192
16123,逮,4
16124,砌,184
16125,切,17
16132,細,326
16133,𥿳,258
16134,些,2
16136,壻,167
16138,詣,8
16139,𢏗,1
16140,羿,3
16142,睨,3
16149,計,231
16150,係,138
16151,繼,217
16152,繫,143
16153,薊,1
16154,髻,161
16164,系,262
16165,𦃟,197
16167,禊,1
16168,繫,129
16169,瘛,2
16175,契,233
16185,翳,9
16192,瞖,97
16196,縊,108
16202,謎,212
16204,閉,308
16205,閇,247
16207,箅,94
16209,慧,243
16212,惠,247
16214,蕙,1
16222,桂,384
16223,昋,280
16224,炅,281
16225,炔,281
16246,麗,231
16247,戾,3
16249,隸,135
16250,隷,98
16251,儷,1
16256,唳,3
16269,蜦,1
16288,祭,319
16289,際,185
16290,穄,46
16295,歲,392
16300,衞,297
16308,彗,17
16313,芮,96
16318,鈉,2
16319,贅,174
16325,脃,190
16326,膬,190
16327,脆,259
16335,銳,260
16337,叡,1
16338,睿,2
16340,蜹,1
16341,綴,126
16352,稅,380
16353,說,2
16355,蛻,8
16361,𡚁,201
16362,斃,279
16363,幣,245
16365,敝,164
16373,彗,23
16379,蔽,184
16384,鱖,141
16389,袂,1
