# 官話
id,北京_聲母,北京_韻母,北京_調值,北京_調類,濟南_聲母,濟南_韻母,濟南_調值,濟南_調類,西安_聲母,西安_韻母,西安_調值,西安_調類,武昌_聲母,武昌_韻母,武昌_調值,武昌_調類,桂林(臨桂)_聲母,桂林(臨桂)_韻母,桂林(臨桂)_調值,桂林(臨桂)_調類,柳州(雒容)_聲母,柳州(雒容)_韻母,柳州(雒容)_調值,柳州(雒容)_調類,合肥_聲母,合肥_韻母,合肥_調值,合肥_調類,廣靈_聲母,廣靈_韻母,廣靈_調值,廣靈_調類,霍州(霍縣)_聲母,霍州(霍縣)_韻母,霍州(霍縣)_調值,霍州(霍縣)_調類,臨汾_聲母,臨汾_韻母,臨汾_調值,臨汾_調類,聞喜_聲母,聞喜_韻母,聞喜_調值,聞喜_調類,新絳_聲母,新絳_韻母,新絳_調值,新絳_調類,吉縣_聲母,吉縣_韻母,吉縣_調值,吉縣_調類,運城_聲母,運城_韻母,運城_調值,運城_調類,永濟_聲母,永濟_韻母,永濟_調值,永濟_調類,萬榮_聲母,萬榮_韻母,萬榮_調值,萬榮_調類,宿州市_聲母,宿州市_韻母,宿州市_調值,宿州市_調類,渦陽_聲母,渦陽_韻母,渦陽_調值,渦陽_調類,臨泉_聲母,臨泉_韻母,臨泉_調值,臨泉_調類,穎上_聲母,穎上_韻母,穎上_調值,穎上_調類,蕭縣_聲母,蕭縣_韻母,蕭縣_調值,蕭縣_調類,蚌埠市_聲母,蚌埠市_韻母,蚌埠市_調值,蚌埠市_調類,鳳陽_聲母,鳳陽_韻母,鳳陽_調值,鳳陽_調類,壽縣_聲母,壽縣_韻母,壽縣_調值,壽縣_調類,懷遠_聲母,懷遠_韻母,懷遠_調值,懷遠_調類,淮南_聲母,淮南_韻母,淮南_調值,淮南_調類,滁縣(滁州)_聲母,滁縣(滁州)_韻母,滁縣(滁州)_調值,滁縣(滁州)_調類,巢縣(巢湖)_聲母,巢縣(巢湖)_韻母,巢縣(巢湖)_調值,巢縣(巢湖)_調類,蕪湖_聲母,蕪湖_韻母,蕪湖_調值,蕪湖_調類,桐城(安徽省志)_聲母,桐城(安徽省志)_韻母,桐城(安徽省志)_調值,桐城(安徽省志)_調類,宣城_聲母,宣城_韻母,宣城_調值,宣城_調類,貴池_聲母,貴池_韻母,貴池_調值,貴池_調類,安慶_聲母,安慶_韻母,安慶_調值,安慶_調類,天長_聲母,天長_韻母,天長_調值,天長_調類,定遠_聲母,定遠_韻母,定遠_調值,定遠_調類,滁州_聲母,滁州_韻母,滁州_調值,滁州_調類,全椒_聲母,全椒_韻母,全椒_調值,全椒_調類,六安_聲母,六安_韻母,六安_調值,六安_調類,含山_聲母,含山_韻母,含山_調值,含山_調類,當塗_聲母,當塗_韻母,當塗_調值,當塗_調類,舒城_聲母,舒城_韻母,舒城_調值,舒城_調類,無為_聲母,無為_韻母,無為_調值,無為_調類,桐城_聲母,桐城_韻母,桐城_調值,桐城_調類,樅陽_聲母,樅陽_韻母,樅陽_調值,樅陽_調類,青陽_聲母,青陽_韻母,青陽_調值,青陽_調類
3654,l,ai,35,陽平,l,ɛ,42,陽平,l,æ,24,陽平,n,ai,213,陽平,l,ai,31,陽平,l,ai,21,陽平,l,ᴇ,55,陽平,l,ɛ,31,陽平,l,ai,35,陽平,l,ai,13,陽平,l/l,ai/i,213/213,陽平/陽平,n,ai,325,陽平,l,ai,13,陽平,l/l,ai/i,13/13,陽平/陽平,l/l,ai/ei,24/24,陽平/陽平,l,i,24,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,55,陽平,l,ɛ,45,陽平,l,ɛ,35,陽平,l,ɛ,35,陽平,l,ɛ,35,陽平,n,ɛ,24,陽平,n,ɛ,35,陽平,n,ai,24,陽平,n,ai,35,陽平,l,ɛ,24,陽平,l,ɛ,35,陽平,l,ɛ,35,陽平,l,ɛ,24,陽平,l,ɛ,35,陽平,n,ɛ,35,陽平,l,æ,24,陽平,l,ɛ,24,陽平,l,ɛ,21,陽平,n,ɛ,13,陽平,n,ɛ,55,陽平,l,ɛ,55,陽平
3679,,,,,,,,,,,,,,,,,ts,ai,33,陰平,ts,ai,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛ,32,陰平,ts,ɛ,42,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,313,陰平,ts,ɛ,21,陰平,ts,æ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平
3680,,,,,,,,,,,,,,,,,ts,ai,33,陰平,ts,ai,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛ,32,陰平,ts,ɛ,42,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,313,陰平,ts,ɛ,21,陰平,ts,æ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平
3681,ts,ai,55,陰平,ts,ɛ,213,陰平,ts,æ,21,陰平,ts,ai,55,陰平,ts,ai,33,陰平,ts,ai,33,陰平,ts,ᴇ,212,陰平,ts,ɛ,53,陰平,ts,ai,213,陰平,ts,ai,21,陰平,ts,æ,31,陰平,ts,ai,53,陰平,ts,ai,423,陰平,ts,ai,31,陰平,ts,ɑi,21,陰平,ts,ai,51,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛ,32,陰平,ts,ɛ,42,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,313,陰平,ts,ɛ,21,陰平,ts,æ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平
3682,,,,,,,,,,,,,,,,,ts,ai,33,陰平,ts,ai,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛ,32,陰平,ts,ɛ,42,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,313,陰平,ts,ɛ,21,陰平,ts,æ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平,ts,ɛ,21,陰平,ts,ɛ,21,陰平,ts,ɛ,42,陰平
3683,ts,ai,55,陰平,ts,ɛ,,陰平,ts,æ,21,陰平,ts,ai,55,陰平,ts,ai,33,陰平,ts,ai,33,陰平,ts,ᴇ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,tsʰ,ai,55,陰平,tsʰ,ɛ,213,陰平,pfʰ/tsʰ,æ,53/21,上/陰平,tsʰ,ai,55,陰平,tsʰ,ai,33,陰平,tsʰ,ai,33,陰平,tsʰ,ᴇ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,ɛ,32,陰平,tsʰ,ɛ,42,陰平,tsʰ,ɛ,42,陰平,tsʰ,ɛ,21,陰平,tsʰ,ɛ,313,陰平,tsʰ,ɛ,21,陰平,tsʰ,æ,21,陰平,tsʰ,ɛ,21,陰平,tsʰ,ɛ,42,陰平,tsʰ,ɛ,21,陰平,tsʰ,ɛ,21,陰平,tsʰ,ɛ,42,陰平
3697,tʰ,ai,55,陰平,tʰ,ɛ,213,陰平,tʰ,æ,21,陰平,tʰ,ai,55,陰平,tʰ,ai,33,陰平,tʰ,ai,33,陰平,tʰ,ᴇ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɛ,32,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,313,陰平,tʰ,ɛ,21,陰平,tʰ,æ,21,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,42,陰平
3698,,,,,,,,,,,,,,,,,tʰ,ai,33,陰平,tʰ,ai,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʰ,ɛ,32,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,313,陰平,tʰ,ɛ,21,陰平,tʰ,æ,21,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,42,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,21,陰平,tʰ,ɛ,42,陰平
3700,,,,,,,,,,,,,,,,,tʰ,ai,31,陽平,tʰ,ai,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,x,ai,35,陽平,x,ɛ,42,陽平,x,æ,24,陽平,x,ai,213,陽平,x,ai,31,陽平,x,ai,21,陽平,x,ᴇ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,ɛ,24,陽平,x,ɛ,35,陽平,x,ɛ,35,陽平,x,ɛ,24,陽平,x,ɛ,35,陽平,x,ɛ,35,陽平,x,æ,24,陽平,x,ɛ,24,陽平,x,ɛ,21,陽平,x,ɛ,13,陽平,x,ɛ,55,陽平,x,ɛ,55,陽平
3712,s,ai,55,陰平,s,ɛ,213,陰平,s,æ,21,陰平,s,ai,55,陰平,s,ai,33,陰平,s,ai,33,陰平,s,ᴇ,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,,,,,,,,,,,,,,,,,ŋ,ai,31,陽平,t,ai,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,tʂ,ən,55,陰平,tʂ,əŋ/ẽ,21/213,去/陰平,tʂ,əŋ/ẽ,21,陰平,ts,ən,55,陰平,ts,ən,33,陰平,ts,ien,33,陰平,tʂ,ən,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʂʰ,ẽ,213,陰平,tʂʰ,ə̃,212,陰平,tʂʰ,ə̃,212,陰平,tsʰ,ə̃,212,陰平,tʂʰ,ə̃,212,陰平,tsʰ,ə̃,212,陰平,tʂʰ,ə̃,212,陰平,tsʰ,ə̃,212,陰平,ts,ə̃,212,陰平,ts,ə̃,213,陰平,tʂ,əŋ,21,陰平,tʂ,ən,21,陰平,ts,ən,31,陰平,tʂ,ən,31,陰平,ts,ən,31,陰平,ts,ən,44,陰平,tʂ,ən,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,tʂʰ,uən,35,陽平,tʂʰ,uẽ,42,陽平,f,ẽ,24,陽平,tɕʰ,yn,213,陽平,,,,,,,,,tʂʰ,uən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,0,in,55,陰平,0,iẽ,213,陰平,0,iẽ,21,陰平,0,in,55,陰平,0,in,33,陰平,0,ien,33,陰平,0,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iɪ̃,213,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iɪ̃,212,陰平,0,iə̃,212,陰平,0,iɪ̃,213,陰平,0,iŋ,21,陰平,0,in,21,陰平,0,in,31,陰平,0,in,31,陰平,0,in,31,陰平,0,in,44,陰平,0,in,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,,,,,,,,,,,,,,,,,0,in,33,陰平,0,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,0,in,55,陰平,0,iẽ,213,陰平,0,iẽ,21,陰平,0,in,55,陰平,0,in,33,陰平,0,ien,33,陰平,0,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,,,,,,,,,,,,,,,,,0,in,33,陰平,0,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,ɕ,in,55,陰平,ɕ,iẽ,213,陰平,ɕ,iẽ,21,陰平,ɕ,in,55,陰平,s,in,33,陰平,s,ien,33,陰平,ɕ,in,212,陰平,ɕ,iŋ,53,陰平,ɕ,iŋ,213,陰平,ɕ,in,21,陰平,ɕ,ieɪ̃,31,陰平,ɕ,ien,53,陰平,ɕ,iei,423,陰平,ɕ,ieɪ̃,31,陰平,ɕ,iei,21,陰平,ɕ,iei,51,陰平,ɕ,iɪ̃,213,陰平,s,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iɪ̃,212,陰平,ɕ,iə̃,212,陰平,ɕ,iɪ̃,213,陰平,ɕ,iŋ,21,陰平,ɕ,in,21,陰平,ɕ,in,31,陰平,ɕ,in,31,陰平,ɕ,in,31,陰平,ɕ,in,44,陰平,ɕ,in,31,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,ɕ,in,55,陰平,ɕ,iẽ,213,陰平,ɕ,iẽ,21,陰平,ɕ,in,55,陰平,s,in,33,陰平,s,ien,33,陰平,ɕ,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,ɕ,in,55,陰平,ɕ,iẽ,213,陰平,ɕ,iẽ,21,陰平,ɕ,in,55,陰平,s,in,33,陰平,s,ien,33,陰平,ɕ,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,tʂʰ,ən,35,陽平,tʂʰ,ẽ,42,陽平,ʂ/tʂʰ,ẽ,24,陽平,s,ən,213,陽平,tsʰ,ən,31,陽平,tsʰ,ɐn,21,陽平,ʂ/tʂʰ,ən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,ɕ/tɕʰ/tʂʰ,in/ən,214/3/35,上/輕聲/陽平,tɕʰ/tʂʰ,iẽ/ẽ,3/42,輕聲/陽平,ʂ/tʂʰ,ẽ,24,陽平,s,ən,213,陽平,tsʰ,ən,31,陽平,tsʰ,ɐn,21,陽平,ʂ/tʂʰ,ən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,,,,,,,,,,,,,,,,,tsʰ,ən,31,陽平,tsʰ,ɐn,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,tʂʰ,ən,35,陽平,tʂʰ,ẽ,42,陽平,tʂʰ,ẽ,24,陽平,tsʰ,ən,213,陽平,tsʰ,ən,31,陽平,tsʰ,ɐn,21,陽平,tʂʰ,ən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,ʐ,ən,35,陽平,ʐ,ẽ,42,陽平,ʐ,ẽ,24,陽平,n,ən,213,陽平,0,in,31,陽平,0,in,21,陽平,ʐ,ən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,ʐ,ən,35,陽平,ʐ,ẽ,42,陽平,ʐ,ẽ,24,陽平,n,ən,213,陽平,0,in,31,陽平,0,in,21,陽平,ʐ,ən,55,陽平,z,əŋ,31,陽平,ʐ,əŋ,35,陽平,ʐ,ən,13,陽平,z,eɪ̃,213,陽平,ʐ,ən,325,陽平,ʐ,ei,13,陽平,ʐ,eɪ̃,13,陽平,ʐ,ei,24,陽平,ʐ,ei,24,陽平,ʐ,ẽ,55,陽平,ʐ,ə̃,55,陽平,ʐ,ə̃,55,陽平,z,ə̃,55,陽平,ʐ,ə̃,55,陽平,z,ə̃,55,陽平,ʐ,ə̃,55,陽平,z,ə̃,55,陽平,z,ə̃,55,陽平,z,ə̃,45,陽平,ʐ,əŋ,35,陽平,ʐ,ən,35,陽平,ʐ,ən,35,陽平,ʐ,ən,24,陽平,ʐ,ən,35,陽平,ʐ,ən,24,陽平,ʐ,ən,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,ʂ,ən,35,陽平,ʂ,ẽ,42,陽平,ʂ,ẽ,24,陽平,s,ən,213,陽平,s,ən,31,陽平,s,ɐn,21,陽平,ʂ,ən,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,tɕʰ,in,55,陰平,tɕʰ,iẽ,213,陰平,tɕʰ,iẽ,21,陰平,tɕʰ,in,55,陰平,tsʰ,in,33,陰平,tsʰ,ien,33,陰平,tɕʰ,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,,,,,,,,,,,,,,,,,tsʰ,in,33,陰平,tsʰ,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,,,,,,,,,,,,,,,,,tsʰ,in,33,陰平,tsʰ,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,ʂ,ən,55,陰平,ʂ,ẽ,213,陰平,ʂ,ẽ,21,陰平,s,ən,55,陰平,s,ən,33,陰平,s,ien,33,陰平,ʂ,ən,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,ʂ/tʂʰ,ən,55,陰平,ʂ/tʂʰ,ẽ,213,陰平,ʂ,ẽ,21,陰平,s/tsʰ,ən,55,陰平,s,ən,33,陰平,s,ien,33,陰平,ʂ/tʂʰ,ən,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,,,,,,,,,,,,,,,,,s,ən,31,陽平,s,ien,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,ʂ,ən,55,陰平,ʂ,ẽ,213,陰平,ʂ,ẽ,21,陰平,s,ən,55,陰平,s,ən,33,陰平,s,ien,33,陰平,ʂ,ən,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,p,in,55,陰平,p,iẽ,213,陰平,p,iẽ,21,陰平,p,in,55,陰平,p,in,33,陰平,p,ien,33,陰平,p,in,212,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,,,,,,,,,,,,,,,,,p,in,33,陰平,p,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,,,,,,,,,,,,,,,,,p,in,33,陰平,p,ien,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,,,,,,,,,,,,,,,,,l,in,31,陽平,l,ien,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,,,,,,,,,,,,,,,,,l,in,31,陽平,l,ien,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,l,in,35,陽平,l,iẽ,42,陽平,l,iẽ,24,陽平,n,in,213,陽平,l,in,31,陽平,l,ien,21,陽平,l,in,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iɪ̃,55,陽平,l,iə̃,55,陽平,n,iɪ̃,45,陽平,l,iŋ,35,陽平,n,in,35,陽平,n,in,35,陽平,n,in,24,陽平,n,in,35,陽平,n,in,24,陽平,n,in,35,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
