id,字形,方言點,聲母,韻母,調值,調類,備註
117,躬,富川(八都話),k,øu,52,陰平,
117,躬,鍾山(公安),k,oŋ,35,陰平,
117,躬,賀州(九都話),k,ɛŋ,24,陰平,
117,躬,湖南(道縣),k,ie,54,陰平,
117,躬,豐陽,k,ɔŋ,34,陰平,
117,躬,星子,k,ʌŋ,33,陰平,
117,躬,西岸,k,ieu,31,陰平,
117,躬,保安,k,ɔŋ,33,陰平,
117,躬,連州,k,e,22,陰平,
119,宮,富川(七都話),k,əu,52,陰平,
119,宮,富川(八都話),k,øu,52,陰平,
119,宮,鍾山(公安),k,oŋ,35,陰平,
119,宮,賀州(九都話),k,iəŋ,24,陰平,
119,宮,湖南(道縣),k,ie,54,陰平,
119,宮,江永城關(白水村),tɕ,iaŋ,44,陰平,
119,宮,豐陽,kʰ,ɔŋ,34,陰平,不符合該方言古今對應規律。
119,宮,星子,kʰ,ʌŋ,33,陰平,不符合該方言古今對應規律。
119,宮,西岸,kʰ,ieu,31,陰平,不符合該方言古今對應規律。
119,宮,保安,kʰ,ɔŋ,33,陰平,不符合該方言古今對應規律。
119,宮,連州,kʰ,e,22,陰平,不符合該方言古今對應規律。
121,融,富川(七都話),s,iaŋ,33,陽平,
121,融,富川(八都話),s,iaŋ,21,陽平,
121,融,鍾山(公安),0,ioŋ,23,陽平,
121,融,賀州(九都話),0,iəŋ,213,陽平,
121,融,湖南(道縣),x,ie,31,陽平,
121,融,豐陽,0,iɔŋ,31,陽平,
121,融,星子,0,iʌŋ,24,陽平,
121,融,西岸,0,ieu,24,陽平,
121,融,保安,j,ɔŋ,25,陽平,
121,融,連州,0,ie,55,陽平,
122,融,富川(七都話),s,iaŋ,33,陽平,
122,融,富川(八都話),s,iaŋ,21,陽平,
122,融,鍾山(公安),0,ioŋ,23,陽平,
122,融,賀州(九都話),0,iəŋ,213,陽平,
122,融,湖南(道縣),x,ie,31,陽平,
122,融,豐陽,0,iɔŋ,31,陽平,
122,融,星子,0,iʌŋ,24,陽平,
122,融,西岸,0,ieu,24,陽平,
122,融,保安,j,ɔŋ,25,陽平,
122,融,連州,0,ie,55,陽平,
125,雄,富川(七都話),s,iaŋ,33,陽平,
125,雄,富川(八都話),s,iaŋ,21,陽平,
125,雄,鍾山(公安),ʃ,ioŋ,23,陽平,
125,雄,賀州(九都話),x,iəŋ,213,陽平,
125,雄,湖南(道縣),x,ie,31,陽平,
125,雄,江永城關(白水村),ɕ,iaŋ,41,陽平,
125,雄,豐陽,h,ɔŋ,31,陽平,
125,雄,星子,h,ʌŋ,24,陽平,
125,雄,西岸,h,ieu,24,陽平,
125,雄,保安,h,ɔŋ,25,陽平,
125,雄,連州,h,ɛ,55,陽平,
126,熊,富川(七都話),0,iaŋ,33,陽平,
126,熊,富川(八都話),0,iaŋ,21,陽平,
126,熊,鍾山(公安),0,ioŋ,23,陽平,
126,熊,賀州(九都話),x,iəŋ,213,陽平,
126,熊,湖南(道縣),x,ie,31,陽平,
126,熊,江永城關(白水村),ɕ,iaŋ,41,陽平,
126,熊,豐陽,h,ɔŋ,31,陽平,
126,熊,星子,h,ʌŋ,24,陽平,
126,熊,西岸,h,ieu,24,陽平,
126,熊,保安,h,ɔŋ,25,陽平,
126,熊,連州,h,ɛ,55,陽平,
140,窮,富川(七都話),k,aŋ,33,陽平,
140,窮,富川(八都話),k,øu,21,陽平,
140,窮,鍾山(公安),tʃ,oŋ,23,陽平,
140,窮,賀州(九都話),k,iŋ,213,陽平,
140,窮,湖南(道縣),ts,i,31,陽平,
140,窮,江永城關(白水村),tɕ,iaŋ,41,陽平,
140,窮,豐陽,kʰ,ɔŋ,31,陽平,
140,窮,星子,kʰ,ʌŋ,24,陽平,
140,窮,西岸,kʰ,ieu,24,陽平,
140,窮,保安,kʰ,ɔŋ,25,陽平,
