id,字形,方言點,聲母,韻母,調值,調類,備註
1826,毉,績溪(安徽省志),0,ɿ,31,陰平,
1826,毉,黃山(湯口)(安徽省志),0,i,55,陰平,
1826,毉,黟縣(安徽省志),0,iɛi,21,陰平,
1826,毉,祁門(安徽省志),0,i,11,陰平,
1826,毉,屯溪(安徽省志),0,i,33,陰平,
1880,徽,旌德(安徽省志),x,uɪ,35,陰平,
1880,徽,績溪(安徽省志),x,uei,31,陰平,
1880,徽,黃山(湯口)(安徽省志),x,uɐ,55,陰平,
1880,徽,黟縣(安徽省志),x,uɛi,21,陰平,
1880,徽,祁門(安徽省志),k,uei,11,陰平,
1880,徽,屯溪(安徽省志),x,ue,33,陰平,
1914,飛,旌德(安徽省志),f,ɪ,35,陰平,
1914,飛,績溪(安徽省志),f,ɪi,31,陰平,
1914,飛,黃山(湯口)(安徽省志),f,e,55,陰平,
1914,飛,黟縣(安徽省志),f,ɛi,21,陰平,
1914,飛,祁門(安徽省志),f,i,11,陰平,
1914,飛,屯溪(安徽省志),f,e,33,陰平,
1925,肥,旌德(安徽省志),f,ɪ,42,陽平,
1925,肥,績溪(安徽省志),f,ɪi,44,陽平,
1925,肥,黃山(湯口)(安徽省志),f,e,44,陽平,
1925,肥,黟縣(安徽省志),f,ɛi,44,陽平,
1925,肥,祁門(安徽省志),f,i,55,陽平,
1925,肥,屯溪(安徽省志),f,e,42,陰去,
1986,稀,旌德(安徽省志),s,ɿ,35,陰平,
1986,稀,績溪(安徽省志),s,ɿ,31,陰平,
1986,稀,黃山(湯口)(安徽省志),ɕ,i,55,陰平,
1986,稀,黟縣(安徽省志),ʃ,ɛi,21,陰平,
1986,稀,祁門(安徽省志),ɕ,i,11,陰平,
1986,稀,屯溪(安徽省志),ɕ,i,33,陰平,
1995,衣,旌德(安徽省志),0,i,35,陰平,
1995,衣,績溪(安徽省志),0,ɿ,31,陰平,
1995,衣,黃山(湯口)(安徽省志),0,i,55,陰平,
1995,衣,黟縣(安徽省志),0,iɛi,21,陰平,
1995,衣,祁門(安徽省志),0,i,11,陰平,
1995,衣,屯溪(安徽省志),0,i,33,陰平,
2010,魚,旌德(安徽省志),0,ʮ,42,陽平,
2010,魚,績溪(安徽省志),n,y,44,陽平,
2010,魚,黃山(湯口)(安徽省志),n,y,44,陽平,
2010,魚,黟縣(安徽省志),ȵ,yɛi,44,陽平,
2010,魚,祁門(安徽省志),ȵ,y,55,陽平,
2010,魚,屯溪(安徽省志),ȵ,y,42,陰去,
2011,,旌德(安徽省志),0,ʮ,42,陽平,
2011,,績溪(安徽省志),n,y,44,陽平,
2011,,黃山(湯口)(安徽省志),n,y,44,陽平,
2011,,黟縣(安徽省志),ȵ,yɛi,44,陽平,
2011,,祁門(安徽省志),ȵ,y,55,陽平,
2011,,屯溪(安徽省志),ȵ,y,42,陰去,
2020,初,旌德(安徽省志),tsʰ,u,35,陰平,
2020,初,績溪(安徽省志),tsʰ,u,31,陰平,
2020,初,黃山(湯口)(安徽省志),tɬʰ,u,55,陰平,
2020,初,黟縣(安徽省志),tsʰ,u,21,陰平,
2020,初,祁門(安徽省志),tsʰ,u,11,陰平,
2020,初,屯溪(安徽省志),tsʰ,ou,33,陰平,
2022,書,旌德(安徽省志),s,ʮ,35,陰平,
2022,書,績溪(安徽省志),ɕ,y,31,陰平,
2022,書,黃山(湯口)(安徽省志),ɕ,y,55,陰平,
2022,書,黟縣(安徽省志),s,u,21,陰平,
2022,書,祁門(安徽省志),ɕ,y,11,陰平,
2022,書,屯溪(安徽省志),ɕ,y,33,陰平,
2029,居,旌德(安徽省志),ts,ʮ,35,陰平,
2029,居,績溪(安徽省志),tɕ,y,31,陰平,
2029,居,黃山(湯口)(安徽省志),tɕ,y,55,陰平,
2029,居,黟縣(安徽省志),tɕ,yɛi,21,陰平,
2029,居,祁門(安徽省志),tɕ,y,11,陰平,
2029,居,屯溪(安徽省志),tɕ,y,33,陰平,
2069,余,旌德(安徽省志),0,ʮ,42,陽平,節余。
2069,余,績溪(安徽省志),0,y,44,陽平,節余。
2069,余,黃山(湯口)(安徽省志),0,y,44,陽平,節余。
2069,余,黟縣(安徽省志),0,y,44,陽平,節余。
2069,余,祁門(安徽省志),0,y,55,陽平,節余。
2069,余,屯溪(安徽省志),0,y,42,陰去,節余。
2118,蛆,旌德(安徽省志),tsʰ,ʮ,35,陰平,
2118,蛆,績溪(安徽省志),tɕʰ,y,31,陰平,
2118,蛆,黃山(湯口)(安徽省志),tɬʰ,y,55,陰平,
2118,蛆,黟縣(安徽省志),tʃʰ,yɛi,21,陰平,
2118,蛆,祁門(安徽省志),tsʰ,y,11,陰平,
2118,蛆,屯溪(安徽省志),tsʰ,i,33,陰平,
2125,鉏,旌德(安徽省志),tsʰ,u,42,陽平,
2125,鉏,績溪(安徽省志),s,u,44,陽平,
2125,鉏,黃山(湯口)(安徽省志),tɬʰ,u,44,陽平,
2125,鉏,黟縣(安徽省志),tsʰ,u,44,陽平,
2125,鉏,祁門(安徽省志),tɕʰ,y,55,陽平,
2125,鉏,屯溪(安徽省志),tsʰ,ou,42,陰去,
2126,鋤,旌德(安徽省志),tsʰ,u,42,陽平,
2126,鋤,績溪(安徽省志),s,u,44,陽平,
