id,字形,方言點,聲母,韻母,調值,調類,備註
401,農,平順,n,uŋ,22,陽平,
401,農,長治,n,uŋ,24,陽平,
401,農,長子,n,uŋ,24,陽平,
401,農,高平,n,uəŋ,33,平聲,
401,農,陵川,n,uŋ,53,陽平,
401,農,朔州,n,ə̃,35,陽平,
401,農,代縣,n,əŋ,22,陽平,
401,農,五寨,n,uə̃,44,陽平,
401,農,五台,n,əŋ,33,陽平,
401,農,忻州,n,əŋ,31,陽平,
401,農,天鎮,l,uɤɣ,22,陽平,
401,農,大同,l,uɤɣ,313,陽平,
401,農,山陰,n,uə̃,313,平聲,
401,農,平定,n,uəŋ,44,陽平,
401,農,和順,n,uəŋ,22,陽平,
401,農,晉城,n,uoŋ,213,陽平上,
401,農,陽城,n,uə̃ŋ,13,陽平,
412,膿,太原,n,əŋ,11,平,
413,攻,太原,k,uŋ,11,平,
422,宗,太原,ts,uŋ,11,平,
424,鬆,太原,s,uŋ,11,平,
427,鍾,太原,ts,uŋ,11,平,
428,鐘,太原,ts,uŋ,11,平,
445,龍,婁煩,l,uə̃,22,平聲,
445,龍,太原,l,uŋ,11,平聲,
445,龍,清徐,l,uʌ̃,11,平聲,
445,龍,文水,l/l,uəŋ/yəŋ,22/22,平聲/平聲,文讀白讀。
445,龍,太谷,l,ũ,22,平聲,
445,龍,祁縣,l,ũm,33,平聲,
445,龍,平遙,l,uŋ,13,平聲,
445,龍,孝義,l,uŋ,11,平聲,
445,龍,臨縣,l,uəŋ,44,陽平,
445,龍,離石,l,uəŋ,44,陽平,
445,龍,汾陽,l,uəŋ,22,陽平,
445,龍,嵐縣,l,uəŋ,55,陽平,
445,龍,石樓,l,uŋ,44,陽平,
445,龍,隰縣,l,yəŋ,24,陽平,
445,龍,汾西,l/l,əŋ/yəŋ,35/35,陽平/陽平,文讀白讀。
445,龍,沁縣,l,uəŋ,33,陽平,
445,龍,平順,l,yŋ,22,陽平,
445,龍,長治,l,yŋ,24,陽平,
445,龍,長子,l,uŋ,24,陽平,
445,龍,高平,n,ioŋ,33,平聲,
445,龍,陵川,0,yŋ,53,陽平,
445,龍,朔州,l,uə̃,35,陽平,
445,龍,代縣,l,uəŋ,22,陽平,
445,龍,五寨,l,uə̃,44,陽平,
445,龍,五台,l,yəŋ,33,陽平,
445,龍,忻州,l,uəŋ,31,陽平,
445,龍,天鎮,l,uəɣ,22,陽平,
445,龍,大同,l,uəɣ,313,陽平,
445,龍,山陰,l,uə̃,313,平聲,
445,龍,平定,l,uəŋ,44,陽平,
445,龍,和順,l,uəŋ,22,陽平,
445,龍,晉城,l,ioŋ,213,陽平上,
445,龍,陽城,l,uə̃ŋ,13,陽平,
454,舂,太原,tsʰ,uŋ,11,平,
460,松,太原,s,uŋ,11,平,
465,衝,太原,tsʰ,uŋ,11,平,
475,容,太原,0,yuŋ,11,平,
476,溶,太原,0,yuŋ,11,平,
510,封,婁煩,f,̃ə̃,22,平聲,
510,封,太原,f,əŋ,11,平聲,
510,封,清徐,f,ʌ̃,11,平聲,
510,封,文水,x,uəŋ,22,平聲,
510,封,太谷,f,̃ə̃,22,平聲,
510,封,祁縣,x,̃ũm,33,平聲,
510,封,平遙,x,uŋ,13,平聲,
510,封,孝義,x,uŋ,11,平聲,
510,封,臨縣,f,əŋ,24,陰平,
510,封,離石,x,uəŋ,213,陰平,
510,封,汾陽,f,əŋ,324,陰平,
510,封,嵐縣,f,əŋ,324,陰平,
510,封,石樓,x,uŋ,214,陰平,
510,封,隰縣,x,uəŋ,41,陰平,
510,封,汾西,f,əŋ,22,陰平,
510,封,沁縣,f,əŋ,213,陽平上,
510,封,平順,f,əŋ,313,陰平,
