# 其他土話
id,富川(七都話)_聲母,富川(七都話)_韻母,富川(七都話)_調值,富川(七都話)_調類,富川(八都話)_聲母,富川(八都話)_韻母,富川(八都話)_調值,富川(八都話)_調類,鍾山(公安)_聲母,鍾山(公安)_韻母,鍾山(公安)_調值,鍾山(公安)_調類,賀州(九都話)_聲母,賀州(九都話)_韻母,賀州(九都話)_調值,賀州(九都話)_調類,湖南(道縣)_聲母,湖南(道縣)_韻母,湖南(道縣)_調值,湖南(道縣)_調類,江永城關(白水村)_聲母,江永城關(白水村)_韻母,江永城關(白水村)_調值,江永城關(白水村)_調類,豐陽_聲母,豐陽_韻母,豐陽_調值,豐陽_調類,星子_聲母,星子_韻母,星子_調值,星子_調類,西岸_聲母,西岸_韻母,西岸_調值,西岸_調類,保安_聲母,保安_韻母,保安_調值,保安_調類,連州_聲母,連州_韻母,連州_調值,連州_調類
14764,ts,uŋ,44,陰去,ts,aŋ,22,陽上,tʃ,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,iaŋ,33,陰去,tɕ,iaŋ,21,陰去,tʃ,ɔŋ,53,陰去,tʃ,ʌŋ,53,陰去,tʃ,ieu,52,陰去,tʃ,ɔŋ,53,陰去,ts,e,11,陰去
14765,tsʰ,aŋ,52,陰平,tsʰ,aŋ,52,陰平,tʃʰ,oŋ,52,陰去,tʰ,ɛŋ,55,陰上,tsʰ,iaŋ,54,陰平,tɕʰ,iaŋ,21,陰去,tʃʰ,ɔŋ,53,陰去,tʃʰ,ʌŋ,53,陰去,tʃʰ,ieu,52,陰去,tʃʰ,ɔŋ,53,陰去,,,,
14769,s,uŋ,44,陰去,s,øu,22,陽上,θ,oŋ,52,陰去,s,ɛŋ,52,陰去,x,uŋ,33,陰去,s,ai,21,陰去,s,ɔŋ,53,陰去,s,ʌŋ,53,陰去,s,ieu,52,陰去,s,ɔŋ,53,陰去,s,ɛ,11,陰去
14770,ts,uŋ,52,陰平,ts,aŋ,52,陰平,tʃ,oŋ,35,陰平,ts,əŋ,24,陰平,ts,ie,54,陰平,ts,ai,21,陰去,ts,ɔŋ,34,陰平,ts,ʌŋ,33,陰平,ts,ieu,31,陰平,ts,ɔŋ,33,陰平,ts,ɛ,22,陰平
14773,tʰ,uŋ,24,陰上,tʰ,øu,24,陰上,tʰ,oŋ,44,陰入,tʰ,ɛŋ,55,陰上,tʰ,ie,55,陰上,,,,,tʰ,ɔŋ,55,上聲,tʰ,ʌŋ,55,上聲,tʰ,ieu,55,上聲,tʰ,ɔŋ,45,上聲,tʰ,ɛ,53,陰上
14778,t,u,33,陽平,t,u,22,陽上,0,ioŋ,21,陽去,0,iəŋ,33,陽去,0,i,52,陽去,0,ioŋ,33,陽去,0,iɔŋ,21,陽去,0,iʌŋ,21,陽去,0,ieu,22,陽去,j,ɔŋ,11,陽去,0,ie,33,陽去
14779,ts,aŋ,35,陽去,ts,uŋ,55,陽去,θ,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,ie,33,陰去,ts,iaŋ,33,陽去,ts,ɔŋ,53,陰去,tsʰ,ʌŋ,53,陰去,ts,ieu,52,陰去,ts,ɔŋ,53,陰去,ts,ɛ,11,陰去
14780,ts,aŋ,35,陽去,ts,uŋ,55,陽去,θ,oŋ,52,陰去,ts,əŋ,33,陽去,ts,ie,33,陰去,ts,iaŋ,33,陽去,ts,ɔŋ,53,陰去,s,ʌŋ,53,陰去,ts,ieu,52,陰去,ts,ɔŋ,53,陰去,s,ɛ,11,陰去
14781,ts,aŋ,35,陽去,ts,uŋ,55,陽去,θ,oŋ,52,陰去,s,əŋ,33,陽去,ts,ie,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
14783,p,uŋ,44,陰去,p,ø,55,陽去,f,oŋ,21,陽去,f,əŋ,55,陰上,x,ue,52,陽去,,,,,f,ɔŋ,21,陽去,f,ʌŋ,21,陽去,f,ieu,22,陽去,f,ɔŋ,11,陽去,f,ɛ,33,陽去
14785,p,uŋ,44,陰去,p,ø,55,陽去,f,oŋ,21,陽去,,,,,x,ue,52,陽去,,,,,f,ɔŋ,21,陽去,f,ʌŋ,24,陽平,f,ieu,24,陽平,f,ɔŋ,11,陽去,f,ɛ,55,陽平
14787,k,iaŋ,35,陽去,k,aŋ,55,陽去,k,oŋ,21,陽去,k,iŋ,33,陽去,k,ie,52,陽去,tɕ,iaŋ,33,陽去,kʰ,ɔŋ,21,陽去,kʰ,ʌŋ,21,陽去,kʰ,ieu,22,陽去,kʰ,ɔŋ,11,陽去,kʰ,e,33,陽去
14790,k,iaŋ,44,陰去,t,aŋ,52,陰平,k,oŋ,52,陽去,k,ɛŋ,52,陰去,k,ie,33,陰去,tɕ,iaŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
14794,0,iuŋ,52,陰平,0,iøu,52,陰平,0,ioŋ,35,陰平,0,iəŋ,24,陰平,0,ie,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,
14798,ts,aŋ,44,陰去,,,,,θ,oŋ,21,陽去,ts,əŋ,52,陰去,ts,ie,33,陰去,ts,iaŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
14805,ts,ɐi,44,陰去,,,,,tʃ,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,iaŋ,33,陰去,tɕ,iaŋ/iə,21,陰去,tʃ,ɔŋ,53,陰去,tʃ,ʌŋ,53,陰去,tʃ,ieu,52,陰去,tʃ,ɔŋ,53,陰去,ts,e,11,陰去
14820,k,aŋ,44,陰去,t,aŋ,22,陽上,0,oŋ,23,陽平,x,ɛŋ,213,陽平,k,uŋ,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
