# 其他土話
id,富川(七都話)_聲母,富川(七都話)_韻母,富川(七都話)_調值,富川(七都話)_調類,富川(八都話)_聲母,富川(八都話)_韻母,富川(八都話)_調值,富川(八都話)_調類,鍾山(公安)_聲母,鍾山(公安)_韻母,鍾山(公安)_調值,鍾山(公安)_調類,賀州(九都話)_聲母,賀州(九都話)_韻母,賀州(九都話)_調值,賀州(九都話)_調類,湖南(道縣)_聲母,湖南(道縣)_韻母,湖南(道縣)_調值,湖南(道縣)_調類,江永城關(白水村)_聲母,江永城關(白水村)_韻母,江永城關(白水村)_調值,江永城關(白水村)_調類,豐陽_聲母,豐陽_韻母,豐陽_調值,豐陽_調類,星子_聲母,星子_韻母,星子_調值,星子_調類,西岸_聲母,西岸_韻母,西岸_調值,西岸_調類,保安_聲母,保安_韻母,保安_調值,保安_調類,連州_聲母,連州_韻母,連州_調值,連州_調類
14027,m,u,31,陽上,m,əɯ,22,陽上,m,u,33,陽上,m,əu,22,陽上,m,a,22,陽上,,,,,,,,,,,,,,,,,,,,,,,,
14029,m,əu,31,陽上,m,ɐu,22,陽上,m,ia,33,陽上,m,əu,22,陽上,m,a,22,陽上,m,ou,21,陰去,m,ɔi,55,上聲,m,au,55,上聲,m,ɔi,55,上聲,m,ɑu,45,上聲,m,Au,24,陽上
14030,m,əu,31,陽上,m,ɐu,22,陽上,m,ia,33,陽上,m,əu,22,陽上,m,a,22,陽上,,,,,m,ɔi,55,上聲,m,au,55,上聲,m,ɔi,55,上聲,m,ɑu,45,上聲,m,Au,24,陽上
14031,m,əu,31,陽上,m,ɐu,22,陽上,m,ia,33,陽上,m,əu,22,陽上,m,a,22,陽上,,,,,m,ɔi,55,上聲,m,au,55,上聲,m,ɔi,55,上聲,m,ɑu,45,上聲,m,Au,24,陽上
14048,k,ua,44,陰去,l,əu,22,陽上,l,au,54,陰上,t,au,55,陰上,t,ɯə,55,陰上,l,ou,35,陰上,t,ɔu,55,上聲,t,au,55,上聲,t,ɔi,55,上聲,t,ɑu,45,上聲,t,Au,53,陰上
14049,k,ua,44,陰去,l,əu,22,陽上,l,au,54,陰上,t,au,55,陰上,t,ɯə,55,陰上,,,,,t,ɔu,55,上聲,t,au,55,上聲,t,ɔi,55,上聲,t,ɑu,45,上聲,t,Au,53,陰上
14052,t,əu,52,陰平,t,ɐi,22,陽上,t,au,54,陰上,t,au,55,陰上,t,au,55,陰上,,,,,,,,,t,au,55,上聲,t,ɔi,55,上聲,t,ɑu,45,上聲,t,Au,53,陰上
14053,t,əu,52,陰平,t,ɐi,22,陽上,t,au,54,陰上,t,au,55,陰上,t,au,55,陰上,l,ou,35,陰上,,,,,t,au,55,上聲,t,ɔi,55,上聲,t,ɑu,45,上聲,t,Au,53,陰上
14054,n,au,52,陰平,t,ɐi,22,陽上,t,au,54,陰上,t,au,55,陰上,t,ɯə,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14065,k,əu,24,陰上,k,ɐu,24,陰上,k,ɔ,54,陰上,k,au,55,陰上,k,ɯə,55,陰上,k,ou,55,陰入,,,,,,,,,,,,,,,,,,,,
14067,k,əu,24,陰上,k,ɐu,24,陰上,k,ɔ,54,陰上,k,au,55,陰上,k,ɯə,55,陰上,k,ou,35,陰上,k,ɔu,55,上聲,k,au,55,上聲,k,ɔi,55,上聲,k,ɑu,45,上聲,k,Au,53,陰上
14069,,,,,,,,,,,,,,,,,,,,,k,ou,35,陰上,,,,,,,,,,,,,,,,,,,,
14078,ŋ,əu,31,陽上,ŋ,ɐu,22,陽上,ŋ,ɔ,33,陽上,ŋ,au,22,陽上,ŋ,ɯə,22,陽上,ŋ,ou,21,陰去,ŋ,iau,55,上聲,ȵ,iau,55,上聲,ŋ,ɔi,55,上聲,ŋ,ɑu,33,陰平,ŋ/ŋ,Au/Au,24/55,陽上/陽平
14079,ŋ,əu,31,陽上,ŋ,ɐu,22,陽上,ŋ,ɔ,33,陽上,ŋ,au,22,陽上,ŋ,ɯə,22,陽上,,,,,ŋ,iau,55,上聲,ȵ,iau,55,上聲,ŋ,ɔi,55,上聲,ŋ,ɑu,33,陰平,ŋ/ŋ,Au/Au,24/55,陽上/陽平
14080,ŋ,əu,31,陽上,ŋ,ɐu,22,陽上,ŋ,ɔ,33,陽上,ŋ,au,22,陽上,ŋ,ɯə,22,陽上,,,,,ŋ,iau,55,上聲,ȵ,iau,55,上聲,ŋ,ɔi,55,上聲,ŋ,ɑu,33,陰平,ŋ,Au,24,陽上
14092,s,əu,52,陰平,s,ɐu,52,陰平,θ,ɔ,54,陰上,s,au,55,陰上,s,ɐu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14093,s,əu,52,陰平,s,ɐu,52,陰平,θ,ɔ,54,陰上,s,au,55,陰上,s,ɐu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14094,s,əu,52,陰平,s,ɐu,52,陰平,θ,ɔ,54,陰上,s,au,55,陰上,s,ɐu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14095,,,,,,,,,,,,,,,,,,,,,s,ou,35,陰上,,,,,,,,,,,,,,,,,,,,
14107,x,əu,31,陽上,x,ɐu,52,陰平,kʰ,ɔ,54,陰上,x,au,55,陰上,0,ɐu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14108,x,əu,31,陽上,x,ɐu,52,陰平,kʰ,ɔ,54,陰上,x,au,55,陰上,0,ɐu,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14114,pʰ,u,33,陽平,pʰ,u,22,陽上,tʰ,ø,52,陰去,pʰ,əu,55,陰上,pʰ,a,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14120,ŋ,əu,52,陰平,0,ɐu,52,陰平,0,ɔ,54,陰上,0,au,55,陰上,0,ɯə,55,陰上,0,ou,21,陰去,0,ɔu,55,上聲,0,au,55,上聲,0,ɔi,55,上聲,0,ɑu,45,上聲,0,Au,53,陰上
14121,ŋ,əu,52,陰平,0,ɐu,52,陰平,0,ɔ,35,陰平,0,au,33,陽去,0,ɐu,54,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14128,l,əu,52,陰平,l,ɐu,52,陰平,l,ɔ,33,陽上,l,ui,24,陰平,l,ɐu,55,陰上,l,ou,21,陰去,,,,,,,,,,,,,,,,,,,,
14136,ts,əu,24,陰上,ts,ɐu,24,陰上,tʃ,ɔ,54,陰上,ts,au,55,陰上,ts,ɯə,55,陰上,ts,ou,35,上,ts,iu,55,上聲,ts,au,55,上聲,ts,ɔi,55,上聲,ts,ɑu,45,上聲,ts,Au,53,陰上
14137,kʰ,əu,24,陰上,x,ɐu,24,陰上,h,ɔ,54,陰上,x,au,55,陰上,kʰ,ɯə,55,陰上,kʰ/x,ou,35,陰上,kʰ,ɔu,55,上聲,kʰ,au,55,上聲,kʰ,ɔi,55,上聲,h,ɑu,45,上聲,h,Au,53,陰上
14142,kʰ,əu,44,陰去,kʰ,ɐu,22,陽上,kʰ,ɔ,52,陰去,kʰ,au,52,陰去,kʰ,ɯə,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
14165,ts,iu,33,陽平,k,iəɯ,24,陰上,k,iu,54,陰上,k,iau,55,陰上,ts,ia,55,陰上,tɕ,iou,44,陰平,,,,,t,au,55,上聲,k/t,iəu/ɔi,55/55,上聲/上聲,t,ɑu,45,上聲,t,Au,53,陰上
14170,tsʰ,ã,24,陰上,tsʰ,ã,24,陰上,tʰ,uaŋ,54,陰上,tsʰ,ɛi,55,陰上,tsʰ,a,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14171,tsʰ,ã,24,陰上,tsʰ,ã,24,陰上,tʰ,uaŋ,54,陰上,tsʰ,ɛi,55,陰上,tsʰ,a,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14172,tsʰ,ã,24,陰上,tsʰ,ã,24,陰上,tʰ,uaŋ,54,陰上,tsʰ,ɛi,55,陰上,tsʰ,a,55,陰上,,,,,tsʰ,in,55,上聲,tsʰ,iŋ,55,上聲,tsʰ,ɐn,55,上聲,tʃʰ,ʌn,45,上聲,tsʰ,An,53,陰上
14173,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,in,55,上聲,tsʰ,iŋ,55,上聲,tsʰ,ɐn,55,上聲,tʃʰ,ʌn,45,上聲,tsʰ,An,53,陰上
14174,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,in,55,上聲,tsʰ,iŋ,55,上聲,tsʰ,ɐn,55,上聲,tʃʰ,ʌn,45,上聲,tsʰ,An,53,陰上
14217,,,,,ts,aŋ,22,陽上,tʃ,uaŋ,54,陰上,ts,iŋ,55,陰上,ts,i,55,陰上,tɕ,iə,35,陰上,tʃ,in,55,上聲,tʃ,iŋ,55,上聲,tʃ,ɐn,55,上聲,tʃ,ʌn,45,上聲,ts,An,53,陰上
14220,s,i,24,陰上,s,iəŋ,22,陽上,ʃ,uaŋ,54,陰上,s,iŋ,55,陰上,s,i,55,陰上,,,,,ʃ,in,55,上聲,ʃ,iŋ,55,上聲,ʃ,ɐn,55,上聲,ʃ,ʌn,45,上聲,s,An,53,陰上
14221,s,i,24,陰上,s,iəŋ,22,陽上,ʃ,uaŋ,54,陰上,s,iŋ,55,陰上,s,i,55,陰上,,,,,ʃ,in,55,上聲,ʃ,iŋ,55,上聲,ʃ,ɐn,55,上聲,ʃ,ʌn,45,上聲,s,An,53,陰上
14223,s,ɛŋ,24,陰上,s,ɛ̃,24,陰上,ʃ,uaŋ,54,陰上,s,iŋ,55,陰上,s,i,55,陰上,,,,,ʃ,in,55,上聲,ʃ,iŋ,55,上聲,ʃ,ɐn,55,上聲,ʃ,ʌn,45,上聲,s,An,53,陰上
14234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14236,s,i,44,陰去,s,i,22,陽上,ʃ,ə̃,52,陰去,s,iŋ,22,陽上,s,i,52,陽去,ɕ,iŋ/iə,44/21,陰平/陰去,,,,,,,,,,,,,,,,,,,,
14247,k,i,24,陰上,ts,i,24,陰上,tʃ,uaŋ,54,陰上,k,iŋ,55,陰上,tsʰ,i,55,陰上,,,,,k,in,55,上聲,k,iŋ,55,上聲,k,ɐn,55,上聲,k,ʌn,45,上聲,k,An,53,陰上
14254,p,iŋ,24,陰上,p,əŋ,24,陰上,p,ɛŋ,54,陰上,p,iŋ,55,陰上,p,iŋ,55,陰上,p,ai,35,陰上,p,in,55,上聲,p,ai,55,上聲,p,ɐn,55,上聲,p,ʌn,45,上聲,p,An,53,陰上
14256,,,,,0,i,24,陰上,0,iuaŋ,54,陰上,0,iŋ,55,陰上,,,,,0,iə,35,陰上,0,in,55,上聲,0,iŋ,55,上聲,0,ɐn,55,上聲,0,ʌn,45,上聲,0,An,53,陰上
14258,pʰ,iuŋ,24,陰上,pʰ,i,24,陰上,pʰ,əŋ,54,陰上,pʰ,iŋ,55,陰上,pʰ,iŋ,55,陰上,pʰ,ai,35,陰上,pʰ,in,55,上聲,pʰ,iŋ,55,上聲,pʰ,ɐn,55,上聲,pʰ,ʌn,45,上聲,pʰ,An,53,陰上
14266,k,uŋ,24,陰上,k,uŋ,24,陰上,k,øŋ,54,陰上,k,ɛi,55,陰上,k,u,55,陰上,k,aŋ,35,陰上,k,uaŋ,55,上聲,k,uŋ,55,上聲,k,on,55,上聲,k,ɵn,45,上聲,k,ɔŋ,53,陰上
14295,0,uŋ,24,陰上,0,aŋ,55,陽去,0,øŋ,52,陰去,kʰ,ɛŋ,55,陰上,ʔ,u,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14317,ts,i,24,陰上,ts,i,22,陽上,tʰ,ã,54,陰上,tsʰ,ɔ,55,陰上,tsʰ,u,55,陰上,tsʰ,oŋ,35,陰上,tsʰ,a,55,上聲,tsʰ,ɔŋ,55,上聲,tsʰ,yn,55,上聲,tsʰ,ɵn,45,上聲,tsʰ,ɔŋ,53,陰上
14339,ts,i,31,陽上,ts,i,22,陽上,kʰ,a,54,陰上,k,yɛ,22,陽上,kʰ,ã,54,陰平,kʰ,aŋ,35,陰上,,,,,,,,,,,,,,,,,,,,
14352,x,ɔŋ,35,陽去,x,ɔŋ,24,陰上,0,ã,33,陽上,x,ɛŋ,33,陽去,x,uŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
14372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14384,k,aŋ,24,陰上,k,aŋ,24,陰上,k,ø̃,54,陰上,k,ɛŋ,55,陰上,k,u,55,陰上,,,,,k,uaŋ,55,上聲,k,uŋ,55,上聲,k/k,əɯ/on,55/55,上聲/上聲,k,ɵn,45,上聲,k,ɔŋ,53,陰上
14385,k,aŋ,24,陰上,k,aŋ,24,陰上,k,ø̃,54,陰上,k,ɛŋ,55,陰上,k,u,55,陰上,,,,,k,uaŋ,55,上聲,k,uŋ,55,上聲,k/k,əɯ/on,55/55,上聲/上聲,k,ɵn,45,上聲,k,ɔŋ,53,陰上
14386,k,aŋ,24,陰上,k,aŋ,24,陰上,k,ø̃,54,陰上,k,ɛŋ,55,陰上,k,u,55,陰上,,,,,k,uaŋ,55,上聲,k,uŋ,55,上聲,k/k,əɯ/on,55/55,上聲/上聲,k,ɵn,45,上聲,k,ɔŋ,53,陰上
14387,k,aŋ,24,陰上,k,aŋ,24,陰上,k,ø̃,54,陰上,k,ɛŋ,55,陰上,k,u,55,陰上,,,,,k,uaŋ,55,上聲,k,uŋ,55,上聲,k/k,əɯ/on,55/55,上聲/上聲,k,ɵn,45,上聲,k,ɔŋ,53,陰上
14388,k,aŋ,24,陰上,k,aŋ,24,陰上,k,ø̃,54,陰上,k,ɛŋ,24,陰平,k,u,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14393,l,ia,24,陰上,l,aŋ,55,陽去,l,ã,54,陰上,l,ɔ,55,陰上,l,u,55,陰上,,,,,l,a,55,上聲,l,ɔŋ,55,上聲,l,o,55,上聲,l,ɵn,45,上聲,l,ɔŋ,24,陽上
14395,l,ia,24,陰上,l,aŋ,55,陽去,l,ã,54,陰上,l,ɔ,55,陰上,l,u,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14396,l,ia,24,陰上,l,aŋ,55,陽去,l,ã,54,陰上,l,ɔ,55,陰上,l,u,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14397,l,ia,24,陰上,l,øi,24,陰上,l,ã,54,陰上,l,ɔ,55,陰上,l,u,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14403,t,uŋ,33,陽平,tʰ,aŋ,55,陽去,tʰ,ã,54,陰上,tʰ,ɔ,55,陰上,tʰ,u,55,陰上,,,,,tʰ,a,55,上聲,tʰ,ɔŋ,55,上聲,tʰ,o,55,上聲,tʰ,ɵn,45,上聲,tʰ,ɔŋ,53,陰上
14407,t,uŋ,24,陰上,l,ø,24,陰上,l,ã,54,陰上,t,ɔ,55,陰上,t,u,55,陰上,l,oŋ,35,陰上,t,a,55,上聲,t,ɔŋ,55,上聲,t,o,55,上聲,t,ɵn,45,上聲,t,ɔŋ,53,陰上
14418,t,i,31,陽上,t,øi,24,陰上,t,ã,33,陽上,t,ɔ,22,陽上,l,u,31,陽平,t,oŋ,21,陰去,tʰ,a,55,上聲,t,ɔŋ,21,陽去,tʰ,o,55,上聲,tʰ,ɵn,45,上聲,t,ɔŋ,24,陽上
14429,,,,,,,,,,,,,x,ɔ,55,陰上,,,,,x,oi,21,陰去,,,,,,,,,,,,,,,,,,,,
14430,,,,,,,,,,,,,x,ɔ,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14448,,,,,,,,,l,ĩ,54,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14449,,,,,,,,,,,,,,,,,,,,,tɕ/ts,iŋ/əi,35/41,陰上/陽平,,,,,,,,,,,,,,,,,,,,
14461,s,ɛŋ,24,陰上,s,iɛ̃,24,陰上,ʃ,ĩ,54,陰上,x,iɛ,55,陰上,x,iŋ,55,陰上,ɕ,iŋ,35,陰上,h,iɛŋ,55,上聲,h,ai,55,上聲,h,in,55,上聲,h,ien,45,上聲,h,eŋ,53,陰上
14469,p,aŋ,24,陰上,p,aŋ,24,陰上,p,ĩ,54,陰上,p,iɛ,55,陰上,p,iŋ,55,陰上,,,,,p,ɔi,55,上聲,p,ai,55,上聲,p,əi,55,上聲,p,en,45,上聲,p,eŋ,53,陰上
14481,k,aŋ,35,陽去,k,əŋ,21,陽平,k,ĩ,33,陽上,k,ɛ,52,陰去,k,iŋ,52,陽去,tɕ,iŋ,33,陽去,kʰ,iɛŋ,21,陽去,kʰ,ai,21,陽去,ʰ,in,22,陽去,kʰ,ien,11,陽去,kʰ,eŋ,24,陽上
14483,k,iɛ,24,陰上,k,iaŋ,24,陰上,k,ĩ,54,陰上,k,ɛ,55,陰上,k,iŋ,55,陰上,,,,,k,iɛŋ,55,上聲,kʰ,ai,55,上聲,k,in,55,上聲,kʰ,ien,45,上聲,k,eŋ,53,陰上
14493,0,iaŋ,31,陽上,0,iŋ,24,陰上,ȵ,ĩ,33,陽上,ŋ,iɛ,22,陽上,0,i,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
14496,t,ɐi,24,陰上,n,ɛŋ,22,陽上,ȵ,ĩ,33,陽上,ŋ,iɛ,22,陽上,0,i,22,陽上,0,iŋ,21,陰去,ŋ,iɔi,55,上聲,ȵ,iai,33,陰平,ŋ,i,55,上聲,n,en,33,陰平,ŋ,eŋ,24,陽上
14503,s,aŋ,24,陰上,s,iaŋ,22,陽上,ʃ,ĩ,54,陰上,s,iɛ,55,陰上,s,i,55,陰上,,,,,ts,iɛŋ,55,上聲,ʃ,ai,55,上聲,ʃ,in,55,上聲,ʃ,en,45,上聲,s,eŋ,53,陰上
14505,s,iɛ,24,陰上,s,iɛ̃,24,陰上,ʃ,ã,54,陰上,s,iɛ,55,陰上,s,i,55,陰上,ɕ,iŋ,35,陰上,s,iɛŋ,55,上聲,ʃ,ai,55,上聲,ʃ,in,55,上聲,ʃ,en,45,上聲,s,eŋ,53,陰上
14518,0,iɛ,52,陰平,0,iəŋ,52,陰平,0,ĩ,54,陰上,0,iɛ,55,陰上,0,iŋ,54,陰平,0,iŋ,35,陰上,,,,,,,,,,,,,,,,,,,,
14529,ts,aŋ,35,陽去,ts,ɛŋ,55,陽去,tʃ,ĩ,21,陽去,ts,iɛ,33,陽去,ts,i,52,陽去,ts,oŋ,33,陽去,tsʰ,iɛŋ,53,陰去,tsʰ,ai,53,陰去,tsʰ,ɐn,22,陽去,tsʰ,en,11,陽去,tsʰ,eŋ,33,陽去
14553,t,əŋ,24,陰上,l,ɛ,24,陰上,l,ĩ,54,陰上,t,iɛ,55,陰上,t,iŋ,55,陰上,n,əŋ,35,陰上,t,ɔi,55,上聲,t,ai,55,上聲,t,əi,55,上聲,t,ei,45,上聲,t,eŋ,53,陰上
14558,t,aŋ,35,陽去,t,ɛ̃,55,陽去,t,ĩ,21,陽去,t,iɛ,22,陽上,t,iŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
14577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592,,,,,x,i,22,陽上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14608,k,aŋ,24,陰上,k,i,24,陰上,k,ã,54,陰上,k,ɛ,55,陰上,k,eŋ,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14609,k,aŋ,24,陰上,k,i,24,陰上,k,ã,54,陰上,k,ɛ,55,陰上,k,eŋ,55,陰上,k,oi,35,陰上,k,a,55,上聲,k,ɔŋ,55,上聲,k,o,55,上聲,k,ɵ,45,上聲,k,ɔŋ,53,陰上
14614,l,iɛ,24,陰上,l,iəŋ,24,陰上,l,ĩ,54,陰上,l,ɛ,55,陰上,l,iŋ,55,陰上,,,,,,,,,,,,,,,,,,,,,,,,
14616,ts,ɐi,24,陰上,t,ə,24,陰上,tʃ,ã,54,陰上,ts,ɔ,55,陰上,ts,ɿ,55,陰上,ts,oi,35,陰上,tʃ,a,55,上聲,tʃ,ɔŋ,55,上聲,tʃ,yn,55,上聲,tʃ,ɵn,45,上聲,ts,ɔŋ,53,陰上
14633,k,aŋ,35,陽去,k,aŋ,55,陽去,k,ã,52,陰去,l,ɔ,33,陽去,l,aŋ,52,陽去,,,,,l,a,21,陽去,k,uŋ,53,陰去,l,o,31,陰平,l,ɵn,11,陽去,l,ɔŋ,33,陽去
14651,f,i,44,陰去,f,i,22,陽上,f,ã,33,陽上,f,əŋ,52,陰去,f,aŋ,52,陽去,x,oi,33,陽去,,,,,,,,,,,,,,,,,,,,
14652,f,i,44,陰去,f,i,22,陽上,f,ã,33,陽上,f,əŋ,52,陰去,f,aŋ,52,陽去,,,,,f,a,21,陽去,f,ɔŋ,21,陽去,f,on,22,陽去,f,ɵn,11,陽去,f,ɔŋ,33,陽去
14655,f,i,44,陰去,f,i,22,陽上,f,ã,33,陽上,x,ɔ,33,陽去,f,aŋ,52,陽去,ɕ,ioŋ,21,陰去,f,a,21,陽去,f,ɔŋ,21,陽去,f,o,22,陽去,f,ɵn,11,陽去,f,ɔŋ,33,陽去
14666,s,uŋ,44,陰去,s,øu,22,陽上,θ,oŋ,52,陰去,s,ɛŋ,52,陰去,s,ie,33,陰去,s,ai,21,陰去,s,ɔŋ,53,陰去,s,ʌŋ,53,陰去,s,ieu,52,陰去,s,ɔŋ,53,陰去,s,ɛ,11,陰去
14669,f,aŋ,35,陽去,f,aŋ,52,陰平,f,oŋ,21,陽去,f,əŋ,213,陽平,x,ue,52,陽去,f,aŋ,33,陽去,f,ɔŋ,21,陽去,f,ʌŋ,21,陽去,f,ieu,22,陽去,f,ɔŋ,11,陽去,f,ɛ,33,陽去
14670,f,aŋ,35,陽去,f,aŋ,52,陰平,f,oŋ,21,陽去,f,əŋ,213,陽平,x,ue,52,陽去,,,,,f,ɔŋ,21,陽去,f,ʌŋ,21,陽去,f,ieu,22,陽去,f,ɔŋ,11,陽去,f,ɛ,33,陽去
14671,k,uŋ,44,陰去,k,øu,22,陽上,k,oŋ,52,陰去,k,ɛŋ,52,陰去,k,ie,33,陰去,,,,,k,ɔŋ,53,陰去,k,ʌŋ,53,陰去,k,ieu,52,陰去,k,ɔŋ,53,陰去,k,e,11,陰去
14681,l,uŋ,35,陽去,l,øu,55,陽去,l,oŋ,21,陽去,l,ɛŋ,33,陽去,l,ie,52,陽去,l/n,ai/oŋ,33/44,陽去/陰平,l,ɔŋ,21,陽去,l,ʌŋ,21,陽去,l,aŋ,22,陽去,l,ɔŋ,11,陽去,l,ɛ,33,陽去
14689,t,uŋ,44,陰去,0,iøu,22,陽上,l,oŋ,52,陰去,t,ɛŋ,52,陰去,t,ie,33,陰去,l/t,ai,21,陰去,t,ɔŋ,53,陰去,t,ʌŋ,53,陰去,t,ieu,52,陰去,t,ɔŋ,53,陰去,t,ɛ,11,陰去
14690,t,uŋ,35,陽去,t,øu,55,陽去,l,oŋ,52,陰去,t,uɛ̃,33,陽去,t,ie,52,陽去,l,aŋ,21,陰去,,,,,,,,,,,,,,,,,,,,
14695,kʰ,aŋ,44,陰去,kʰ,aŋ,22,陽上,kʰ,oŋ,54,陰上,kʰ,əŋ,52,陰去,kʰ,ie,33,陰去,,,,,kʰ,ɔŋ,53,陰去,kʰ,ʌŋ,53,陰去,kʰ,ieu,52,陰去,kʰ,ɔŋ,53,陰去,h,ɛ,11,陰去
14699,,,,,,,,,,,,,,,,,,,,,kʰ,aŋ,21,陰去,kʰ,ɔŋ,34,陰平,kʰ,ʌŋ,33,陰平,kʰ,ieu,31,陰平,kʰ,ɔŋ,33,陰平,h,ɛ,22,陰平
14701,ts,aŋ,44,陰去,ts,øu,22,陽上,t,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,ie,33,陰去,,,,,ts,ɔŋ,53,陰去,ts,ʌŋ,53,陰去,ts,ieu,52,陰去,ts,ɔŋ,53,陰去,ts,ɛ,11,陰去
14702,ts,aŋ,44,陰去,ts,øu,22,陽上,t,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,ie,33,陰去,,,,,ts,ɔŋ,53,陰去,ts,ʌŋ,53,陰去,ts,ieu,52,陰去,ts,ɔŋ,53,陰去,ts,ɛ,11,陰去
14708,ʔ,uŋ,44,陰去,0,øu,52,陰平,0,oŋ,35,陰平,0,ɔ,24,陰平,0,ie,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
14709,ʔ,uŋ,44,陰去,0,øu,52,陰平,0,oŋ,35,陰平,0,ɔ,24,陰平,0,ie,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
14715,t,uŋ,35,陽去,t,øu,22,陽上,t,oŋ,21,陽去,t,ɛŋ,33,陽去,t,ie,22,陽上,t,ai,33,陽去,t,ɔŋ,21,陽去,t,ʌŋ,21,陽去,t,ieu,22,陽去,t,ɔŋ,11,陽去,t,ɛ,33,陽去
14731,ts,a,35,陽去,ts,a,55,陽去,tʰ,oŋ,52,陰去,ts,ɛi,21,陽入,tsʰ,a,31,陽平,tʰ,ai,21,陰去,tʰ,ɔŋ,53,陰去,tʰ,ʌŋ,53,陰去,tʰ,ieu,52,陰去,tʰ,ɔŋ,53,陰去,tʰ,ɛ,11,陰去
14732,ts,uŋ,35,陽去,ts,aŋ,55,陽去,tʃ,oŋ,52,陰去,ts,ɛŋ,52,陰去,ts,iaŋ,52,陽去,,,,,,,,,,,,,,,,,,,,,,,,
14735,p,y,24,陰上,p,øu,24,陰上,f,oŋ,54,陰上,f,ɛŋ,55,陰上,x,ue,55,陰上,f,aŋ,35,陰上,f,ɔŋ,53,陰去,f,ʌŋ,53,陰去,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
14736,p,y,24,陰上,p,øu,24,陰上,f,oŋ,54,陰上,f,ɛŋ,55,陰上,x,ue,55,陰上,,,,,f,ɔŋ,53,陰去,f,ʌŋ,53,陰去,f,ieu,31,陰平,f,ɔŋ,33,陰平,f,ɛ,22,陰平
14740,m,uŋ,44,陰去,m,ø,55,陽去,m,oŋ,23,陽平,m,ɛŋ,33,陽去,m,ie,52,陽去,,,,,f,ɔŋ,21,陽去,m,ʌŋ,21,陽去,m,ieu,22,陽去,m,ɔŋ,11,陽去,m,ɛ,33,陽去
14741,m,uŋ,44,陰去,m,ø,55,陽去,m,oŋ,23,陽平,m,ɛŋ,33,陽去,m,ie,52,陽去,m,aŋ,33,陽去,f,ɔŋ,21,陽去,m,ʌŋ,21,陽去,m,ieu,22,陽去,m,ɔŋ,11,陽去,m,ɛ,33,陽去
14755,t,uŋ,44,陰去,,,,,tʃ,oŋ,52,陰去,ts,uɛŋ,52,陰去,,,,,tɕ,iaŋ,21,陰去,tʃ,ɔŋ,53,陰去,tʃ,ʌŋ,53,陰去,tʃ,ieu,52,陰去,tʃ,ɔŋ,53,陰去,ts,e,11,陰去
14757,,,,,,,,,,,,,,,,,,,,,ɕ,yo,55,陰入,,,,,,,,,,,,,,,,,,,,
14760,x,uŋ,44,陰去,x,øu,22,陽上,h,oŋ,52,陰去,x,əŋ,24,陰平,x,i,33,陰去,,,,,,,,,,,,,,,,,,,,,,,,
14762,n,uŋ,33,陽平,n,øu,21,陽平,n,oŋ,23,陽平,n,ɛŋ,213,陽平,n,ɯə,31,陽平,,,,,,,,,,,,,,,,,,,,,,,,
