# 徽語
id,旌德(安徽省志)_聲母,旌德(安徽省志)_韻母,旌德(安徽省志)_調值,旌德(安徽省志)_調類,績溪(安徽省志)_聲母,績溪(安徽省志)_韻母,績溪(安徽省志)_調值,績溪(安徽省志)_調類,黃山(湯口)(安徽省志)_聲母,黃山(湯口)(安徽省志)_韻母,黃山(湯口)(安徽省志)_調值,黃山(湯口)(安徽省志)_調類,黟縣(安徽省志)_聲母,黟縣(安徽省志)_韻母,黟縣(安徽省志)_調值,黟縣(安徽省志)_調類,祁門(安徽省志)_聲母,祁門(安徽省志)_韻母,祁門(安徽省志)_調值,祁門(安徽省志)_調類,屯溪(安徽省志)_聲母,屯溪(安徽省志)_韻母,屯溪(安徽省志)_調值,屯溪(安徽省志)_調類
8414,pʰ,əŋ,42,陽平,pʰ,ɑ̃,44,陽平,pʰ,əŋ,44,陽平,pʰ,ɔŋ,44,陽平,pʰ,ɐŋ,55,陽平,pʰ,an,42,陰去
8430,l,e,42,陽平,l,ɑ̃,44,陽平,n,ɐ,44,陽平,n,ɛɐ̆,44,陽平,n,æ̃,55,陽平,l,ɛ,42,陰去
8545,0,iu,42,陽平,0,iɵ,44,陽平,0,iɷ,44,陽平,0,iɐɯ,44,陽平,0,ie,55,陽平,0,iu,42,陰去
8618,tɕʰ,iu,35,陰平,tsʰ,ɪi,31,陰平,tɕʰ,iɷ,55,陰平,tʃʰ,ɐɯ,21,陰平,tʂʰ,e,11,陰平,tɕʰ,iu,33,陰平
8619,tɕʰ,iu,35,陰平,tsʰ,ɪi,31,陰平,tɕʰ,iɷ,55,陰平,tʃʰ,ɐɯ,21,陰平,tʂʰ,e,11,陰平,tɕʰ,iu,33,陰平
8620,tɕʰ,iu,35,陰平,tsʰ,ɪi,31,陰平,tɕʰ,iɷ,55,陰平,tʃʰ,ɐɯ,21,陰平,tʂʰ,e,11,陰平,tɕʰ,iu,33,陰平
8631,tɕ,iu,35,陰平,ts,ɪi,31,陰平,tɕ,iɷ,55,陰平,tʃ,ɐɯ,21,陰平,tʂ,e,11,陰平,tɕ,iu,33,陰平
8736,tɕʰ,iu,42,陽平,tsʰ,ɪi,44,陽平,tɕʰ,iɷ,44,陽平,tʃʰ,ɐɯ,44,陽平,tsʰ,e,55,陽平,tsʰ,iu,42,陰去
8738,ɕ,iu,35,陰平,ɕ,iɵ,31,陰平,ɕ,iɷ,55,陰平,ʃ,ɐɯ,21,陰平,ɕ,ie,11,陰平,ɕ,iu,33,陰平
9061,p,iɔ,35,陰平,p,ie,31,陰平,p,iɑ,55,陰平,p,iu,21,陰平,p,ie,11,陰平,p,iu,33,陰平
9107,n,iŋ,42,陽平,n,iɑ̃,44,陽平,l,e,44,陽平,l,ɛi,44,陽平,n,æn,55,陽平,l,in,42,陰去
9123,tɕ,iŋ,35,陰平,tɕ,iɑ̃,31,陰平,tɕ,ie,55,陰平,ts,ɿ,21,陰平,tʂ,æn,11,陰平,tɕ,ian,33,陰平
9124,tɕ,iŋ,35,陰平,tɕ,iɑ̃,31,陰平,tɕ,ie,55,陰平,ts,ɿ,21,陰平,tʂ,æn,11,陰平,tɕ,ian,33,陰平
9131,tɕʰ,iŋ,42,陽平,tɕʰ,iɑ̃,44,陽平,tɕ,ie,44,陽平,tsʰ,ɿ,44,陽平,tʂʰ,æn,55,陽平,tɕ,ian,42,陰去
9132,tɕʰ,iŋ,42,陽平,tɕʰ,iɑ̃,44,陽平,tɕ,ie,44,陽平,tsʰ,ɿ,44,陽平,tʂʰ,æn,55,陽平,tɕ,ian,42,陰去
9159,ɕ,iŋ,35,陰平,ɕ,iɑ̃,31,陰平,ɕ,ie,55,陰平,s,ɿ,21,陰平,ɕ,æn,11,陰平,ɕ,ian,33,陰平
9176,ɕ,iŋ,35,陰平,ɕ,iɑ̃,31,陰平,ɬ,e,55,陰平,ʃ,ɛi,21,陰平,s,æn,11,陰平,s,in,33,陰平
9245,tɕ,iŋ,35,陰平,tɕ,iɑ̃,31,陰平,tɕ,ie,55,陰平,tʃ,ɛi,21,陰平,tɕ,iæn,11,陰平,tɕ,in,33,陰平
9255,0,iŋ,35,陰平,0,iɑ̃,31,陰平,0,ie,55,陰平,0,iɛi,21,陰平,0,iæn,11,陰平,0,in,33,陰平
9315,tsʰ,æ,35,陰平,tsʰ,ɔ,31,陰平,tɬʰ,ɑ,55,陰平,tʃʰ,ɔɐ̆,21,陰平,tsʰ,ɔ̃,11,陰平,tsʰ,ɔ,33,陰平
9320,l,e,42,陽平,l,ɔ,44,陽平,n,ɑ,44,陽平,n,ɔɐ̆,44,陽平,l,ɔ̃,55,陽平,l,ɔ,42,陰去
9339,x,æ,42,陽平,x,ɔ,44,陽平,x,ɑ,44,陽平,x,ɔɐ̆,44,陽平,x,ɔ̃,55,陽平,x,uɐ̆,42,陰去
9381,tʰ,e,35,陰平,tʰ,ɔ,31,陰平,tʰ,ɑ,55,陰平,tʰ,ɔɐ̆,21,陰平,tʰ,ɔ̃,11,陰平,tʰ,ɔ,33,陰平
9421,tʰ,æ,42,陽平,tʰ,ɔ,44,陽平,tʰ,ɑ,44,陽平,tʰ,ɔɐ̆,44,陽平,tʰ,ɔ̃,55,陽平,t,ɔ,42,陰去
9444,s,æ,35,陰平,s,ɔ,31,陰平,ɬ,ɑ,55,陰平,s,ɔɐ̆,21,陰平,s,ɔ̃,11,陰平,s,ɔ,33,陰平
9445,s,æ,35,陰平,s,ɔ,31,陰平,ɬ,ɑ,55,陰平,s,ɔɐ̆,21,陰平,s,ɔ̃,11,陰平,s,ɔ,33,陰平
9446,s,æ,35,陰平,s,ɔ,31,陰平,ɬ,ɑ,55,陰平,s,ɔɐ̆,21,陰平,s,ɔ̃,11,陰平,s,ɔ,33,陰平
9449,l,æ,42,陽平,l,ɔ,44,陽平,l,ɑ,44,陽平,l,ɔɐ̆,44,陽平,n,ɔ̃,55,陽平,l,ɔ,42,陰去
9510,l,i,42,陽平,l,ɛ̃i,44,陽平,l,iĔ,44,陽平,l,iɐ̆,44,陽平,l,iɐ̆,55,陽平,l,iɐ̆,42,陰去
9603,tɕ,i,35,陰平,ts,ɛ̃i,31,陰平,tɬ,iĔ,55,陰平,tʃ,iɐ̆,21,陰平,ts,iɐ̆,11,陰平,ts,iɐ̆,33,陰平
9670,tʰ,i,42,陽平,tʰ,ɛ̃i,44,陽平,t,iĔ,44,陽平,t,iɐ̆,44,陽平,t,iɐ̆,55,陽平,t,iɐ̆,42,陰去
9691,ɕ,i,42,陽平,ɕ,iɪ̃,44,陽平,ɕ,iĔ,44,陽平,ʃ,iɐ̆,44,陽平,ɕ,iɐ̆,55,陽平,ɕ,iɐ̆,42,陰去
9703,x,æ,42,陽平,x,ɔ,44,陽平,x,ɑ,44,陽平,x,ɔɐ̆,44,陽平,x,ɔ̃,55,陽平,x,ɔ,42,陰去
9777,x,æ,42,陽平,x,ɔ,44,陽平,x,ɑ,44,陽平,x,ɔɐ̆,44,陽平,x,ɔ̃,55,陽平,x,uɐ̆,42,陰去
9792,s,æ,35,陰平,s,ɔ,31,陰平,ɬ,ɑ,55,陰平,ʃ,ɔɐ̆,21,陰平,ɕ,iɔ̃,11,陰平,s,ɔ,33,陰平
9800,k,æ,35,陰平,k,ɔ,31,陰平,k,ɑ,55,陰平,k,ɔɐ̆,21,陰平,k,ɔ̃,11,陰平,k,ɔ,33,陰平
9818,f,æ,42,陽平,f,ɔ,44,陽平,f,ɑ,55,陰平,f,ɔɐ̆,44,陽平,f,uɐ̆,55,陽平,f,uɐ̆,42,陰去
9895,tʰ,əŋ,213,上聲,tʰ,ɑ̃,213,上聲,t,əŋ,213,上聲,t,ɑŋ,53,上聲,tʰ,ɐŋ,42,上聲,t,an,24,陽上
9896,tʰ,əŋ,213,上聲,tʰ,ɑ̃,213,上聲,t,əŋ,213,上聲,t,ɑŋ,53,上聲,tʰ,ɐŋ,42,上聲,t,an,24,陽上
9934,tsʰ,əŋ,213,上聲,tsʰ,ɑ̃,213,上聲,tɬʰ,əŋ,213,上聲,tʃʰ,ɑŋ,53,上聲,tʂ,ɐŋ,42,上聲,tsʰ,an,24,陽上
10007,k,o,213,上聲,k,õ,213,上聲,k,ɔ,213,上聲,k,ɔŋ,53,上聲,k,ɔ̃,42,上聲,k,au,31,陰上
10022,x,oʔ,55,入聲,x,õ,22,陽去,x,ɔ,213,上聲,x,ɔŋ,44,陽平,x,ɔ̃,42,上聲,x,au,24,陽上
10069,x,uɪ,213,上聲,x,uei,213,上聲,x,uɐ,213,上聲,x,uɛi,53,上聲,x,uei,42,上聲,x,ue,31,陰上
10124,0,i,213,上聲,0,ɿ,213,上聲,0,i,213,上聲,0,iɛi,53,上聲,0,i,42,上聲,0,i,31,陰上
10162,ts,ʮ,213,上聲,tɕ,y,213,上聲,tɕ/tɬ,y,213,上聲,tʃ,yɛi,53,上聲,ts,y,42,上聲,ts,i,31,陰上
10163,ts,ʮ,213,上聲,tɕ,y,213,上聲,tɕ/tɬ,y,213,上聲,tʃ,yɛi,53,上聲,ts,y,42,上聲,ts,i,31,陰上
10262,ts,ɿ,213,上聲,ts,ɿ,213,上聲,tɬ,l̩,213,上聲,ts,ɿ,53,上聲,ts,ɿ,42,上聲,ts,ɿ,31,陰上
10312,kʰ,uɪ,213,上聲,kʰ,uei,213,上聲,kʰ/tɕ,uɐ/y,213,上聲,tʃʰ,yɛi,53,上聲,tɕʰ,y,42,上聲,tɕʰ,y,31,陰上
10335,m,i,213,上聲,m,ɪi,213,上聲,m,ɐ,213,上聲,m,ɛɐ̆,53,上聲,m,i,42,上聲,m,e,31,陰上
10365,p,i,213,上聲,p,ɿ,213,上聲,p,i,213,上聲,p,ɛi,53,上聲,p,i,42,上聲,p,i,31,陰上
10390,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,l̩,213,上聲,s,ɿ,53,上聲,ɕ,i,42,上聲,ɕ,i,31,陰上
10391,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,l̩,213,上聲,s,ɿ,53,上聲,ɕ,i,42,上聲,ɕ,i,31,陰上
10395,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,l̩,213,上聲,s,ɿ,53,上聲,s,ɿ,42,上聲,s,ɿ,31,陰上
10398,s,uɪ,213,上聲,ɕ,y,213,上聲,ɕ,y,213,上聲,s,u,53,上聲,ɕ,y,42,上聲,ɕ,y,31,陰上
10484,s,ɿ,213,上聲,s,ɿ,213,上聲,ɕ,i,213,上聲,ʃ,ɛi,53,上聲,ɕ,i,42,上聲,ɕ,i,31,陰上
10514,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,l̩,213,上聲,s,ɿ,53,上聲,ɕ,i,42,上聲,s,ɿ,31,陰上
10517,0,ɚ,213,上聲,0,ɛ̃,213,上聲,0,ɚ,213,上聲,0,əɐ̆,53,上聲,0,ɚ,42,上聲,0,ɚ,31,陰上
10526,l,i,213,上聲,n,ɿ,213,上聲,l,i,213,上聲,l,ɛi,53,上聲,l,i,42,上聲,l,i,31,陰上
10598,0/ȵ,n̩/i,213,上聲,n,ɿ,213,上聲,0/n,n̩/i,213,上聲,0/n,n̩/ɛi,53,上聲上聲,0/ȵ,n̩/i,42,上聲上聲,0/ȵ,n̩/i,31,陰上陰上
10600,v,ɪ,213,上聲,v,ɪi,213,上聲,v,e,213,上聲,0,uɛi,53,上聲,0,uei,42,上聲,v,e,31,陰上
10638,v,ɪ,213,上聲,v,ɪi,213,上聲,v,e,213,上聲,0,uɛi,53,上聲,0,uei,42,上聲,v,e,31,陰上
10648,k,uɪ,213,上聲,k,uei,213,上聲,k,ue,213,上聲,tʃ,yɛi,53,上聲,k,uei,42,上聲,tɕ,y,31,陰上
10681,l,i,213,上聲,ȵ,y,213,上聲,l,y,213,上聲,l,uɛi,53,上聲,l,y,42,上聲,l,y,31,陰上
10682,l,i,213,上聲,ȵ,y,213,上聲,l,y,213,上聲,l,uɛi,53,上聲,l,y,42,上聲,l,y,31,陰上
10710,ts,ʮ,213,上聲,tɕ,y,213,上聲,tɕ,y,213,上聲,ts,u,53,上聲,tɕ,y,42,上聲,tɕ,y,31,陰上
10711,ts,ʮ,213,上聲,tɕ,y,213,上聲,tɕ,y,213,上聲,ts,u,53,上聲,tɕ,y,42,上聲,tɕ,y,31,陰上
10748,ȵ,i,213,上聲,n,y,213,上聲,n,y,213,上聲,n,uɛi,53,上聲,ȵ,y,42,上聲,ȵ,y,31,陰上
10837,0,ʮ,213,上聲,0,y,213,上聲,0,y,213,上聲,0,yɛi,53,上聲,0,y,42,上聲,0,y,31,陰上
10854,f,u,213,上聲,f,u,213,上聲,f,u,213,上聲,f,u,53,上聲,f,u,42,上聲,f,u,31,陰上
10872,0,v̩,213,上聲,0,v̩,213,上聲,0,u,213,上聲,0,u,53,上聲,0,u,42,上聲,0,v̩,31,陰上
10896,f,u,213,上聲,f,u,22,陽去,f,u,22,陽去,f,u,53,上聲,f,u,42,上聲,f,u,24,陽上
10924,tsʰ,ʮ,213,上聲,tɕʰ,y,213,上聲,tɕʰ,y,213,上聲,tsʰ,u,53,上聲,tɕ,y,42,上聲,tɕʰ,y,24,陽上
10939,s,ʮ,213,上聲,s,u,213,上聲,ɬ,u,213,上聲,s,u,53,上聲,ɕ,y,42,上聲,ɕ,y,31,陰上
10940,s,ʮ,213,上聲,s,u,213,上聲,ɬ,u,213,上聲,s,u,53,上聲,ɕ,y,42,上聲,ɕ,y,31,陰上
10955,ts,ʮ,213,上聲,tɕ,y,213,上聲,tɕ,y,213,上聲,ts,u,53,上聲,tɕ,y,42,上聲,tɕ,y,31,陰上
10975,s,u,213,上聲,s,ʯ,213,上聲,ɬ,u,213,上聲,s,u,53,上聲,ɕ,iɐ̆,42,上聲,s,ou,31,陰上
11012,tʰ,u,213,上聲,tʰ,u,213,上聲,tʰ,u,213,上聲,tʰ,u,53,上聲,tʰ,u,42,上聲,t,ou,31,陰上
11055,k,u,213,上聲,k,u,213,上聲,k,u,213,上聲,k,u,53,上聲,k,u,42,上聲,k,u,31,陰上
11094,f,u,213,上聲,x,u,213,上聲,x,u,213,上聲,x,u,53,上聲,x,u,42,上聲,x,u,31,陰上
11111,kʰ,u,213,上聲,kʰ,u,213,上聲,kʰ,u,213,上聲,kʰ,u,53,上聲,kʰ,u,42,上聲,kʰ,u,31,陰上
11197,tʰ,i,213,上聲,tsʰ,ɿ,213,上聲,tʰ,i,213,上聲,tʰ,ɛɐ̆,53,上聲,tʰ,iɐ̆,42,上聲,t,e,24,陽上
11217,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,i,213,上聲,s,ɛɐ̆,53,上聲,s,iɐ̆,42,上聲,s,e,31,陰上
11218,s,ɿ,213,上聲,s,ɿ,213,上聲,ɬ,i,213,上聲,s,ɛɐ̆,53,上聲,s,iɐ̆,42,上聲,s,e,31,陰上
11245,m,i,213,上聲,m,ɿ,213,上聲,m,i,213,上聲,m,ɛɐ̆,53,上聲,m,i,42,上聲,m,e,24,陽上
11277,m,a,213,上聲,m,ɔ,35,陰去,m,ɑ,213,上聲,m,ɑ,53,上聲,m,a,42,上聲,m,a,24,陽上
11296,ŋ,a,213,上聲,ŋ,ɔ,213,上聲,ŋ,ɑ,213,上聲,ŋ,ɑ,53,上聲,ŋ,a,42,上聲,ŋ,a,31,陰上
11301,k,a,213,上聲,k,ɔ,213,上聲,k,ɑ,213,上聲,k,ɑ,53,上聲,k,a,42,上聲,k,a,31,陰上
11371,tsʰ,a,213,上聲,tsʰ,æ,22,陽去,tɬ,uɐ,22,陽去,tʃ,uɐɯ,53,上聲,tsʰ,yɐ,42,上聲,tsʰ,ə,24,陽上
11372,tsʰ,a,213,上聲,tsʰ,æ,22,陽去,tɬ,uɐ,22,陽去,tʃ,uɐɯ,53,上聲,tsʰ,yɐ,42,上聲,tsʰ,ə,24,陽上
11380,tʰ,a,213,上聲,tʰ,æ,213,上聲,tʰ,ɐ,213,上聲,tʰ,uɐɯ,53,上聲,tʰ,yɐ̆,42,上聲,tʰ,ə,31,陰上
11381,tʰ,a,213,上聲,tʰ,æ,213,上聲,tʰ,ɐ,213,上聲,tʰ,uɐɯ,53,上聲,tʰ,yɐ̆,42,上聲,tʰ,ə,31,陰上
11437,x,a,213,上聲,x,æ,213,上聲,x,iɐ,213,上聲,x,uɐɯ,53,上聲,x,ua,42,上聲,x,uə,31,陰上
11467,k,a,213,上聲,k,æ,213,上聲,k,iɐ,213,上聲,k,uɐɯ,53,上聲,k,ua,42,上聲,k,uə,31,陰上
11486,tsʰ,a,213,上聲,tsʰ,æ,213,上聲,tɬʰ,ɐ,213,上聲,tʃ,uɐɯ,53,上聲,tsʰ,a,42,上聲,tsʰ,ə,24,陽上
11551,tɕ,iŋ,213,上聲,tɕ,iɑ̃,213,上聲,tɕ,ie,213,上聲,tʃ,ɛi,53,上聲,tɕ,iæn,42,上聲,tɕ,iŋ,31,陰上
11747,tɕʰ,iŋʔ,55,入聲,tɕʰ,iɑ̃,213,上聲,tɕʰ,ie,213,上聲,tʃʰ,ɛi,53,上聲,tɕʰ,iæn,42,上聲,tɕʰ,in,31,陰上
11755,0/v,yɪ/ɪ,213,上聲,0,yɛ̃i,213,上聲,0,yĔ,213,上聲,0,yɐ̆,53,上聲,ȵ,ỹɐ̆,42,上聲,0,yɐ̆,31,陰上
11794,f,æ,213,上聲,f,ɔ,213,上聲,f,ɑ,213,上聲,f,ɔɐ̆,53,上聲,f,ũɐ̆,42,上聲,f,uɐ̆,31,陰上
11863,p,əŋ,213,上聲,p,ɑ̃,213,上聲,p,ɐ,213,上聲,p,ɑŋ/ɐ̆ɯ,53,上聲,p,æn,42,上聲,p,ɛ,31,陰上
11961,s,æ,213,上聲,s,ɔ,213,上聲,ɬ,ɑ,213,上聲,s,ɔɐ̆,53,上聲,s,ɔ̃,42,上聲,s,ɔ,31,陰上
12019,t,e,213,上聲,t,ɑ̃,213,上聲,t,ɐ,213,上聲,t,uɐ̆,53,上聲,t,ũɐ̆,42,上聲,t,uɐ̆,31,陰上
12020,t,e,213,上聲,t,ɑ̃,213,上聲,t,ɐ,213,上聲,t,uɐ̆,53,上聲,t,ũɐ̆,42,上聲,t,uɐ̆,31,陰上
12023,v,e,213,上聲,v,ɔ,213,上聲,v,ɑ,213,上聲,0,uɐ̆,53,上聲,ŋ,ũɐ̆,42,上聲,v,ɐ̆,31,陰上
12024,v,e,213,上聲,v,ɔ,213,上聲,v,ɑ,213,上聲,0,uɐ̆,53,上聲,ŋ,ũɐ̆,42,上聲,v,ɐ̆,31,陰上
12055,l,e,213,上聲,l,ɑ̃,213,上聲,n,ɐ,213,上聲,n,uɐ̆,53,上聲,n,ũɐ̆,42,上聲,n,uɐ̆,31,陰上
12056,l,e,213,上聲,l,ɑ̃,213,上聲,n,ɐ,213,上聲,n,uɐ̆,53,上聲,n,ũɐ̆,42,上聲,n,uɐ̆,31,陰上
12057,l,e,213,上聲,l,ɑ̃,213,上聲,n,ɐ,213,上聲,n,uɐ̆,53,上聲,n,ũɐ̆,42,上聲,n,uɐ̆,31,陰上
12058,l,e,213,上聲,l,ɑ̃,213,上聲,n,ɐ,213,上聲,n,uɐ̆,53,上聲,n,ũɐ̆,42,上聲,n,uɐ̆,31,陰上
12073,m,e,213,上聲,m,ɑ̃,213,上聲,m,ɐ,213,上聲,m,ɔɐ̆,53,上聲,m,ũɐ̆,42,上聲,m,uɐ̆,31,陰上
12129,tsʰ,æ,213,上聲,tsʰ,ɔ,213,上聲,tɬʰ,ɑ,213,上聲,s,ɔɐ̆,53,上聲,ʂ,uɔ̃,42,上聲,tsʰ,ɔ,31,陰上
12166,ŋ,æ,213,上聲,ŋ,ɔ,213,上聲,ŋ,ɑ,213,上聲,ŋ,ɔɐ̆,53,上聲,ŋ,ɔ̃,42,上聲,ŋ,ɔ,31,陰上
12200,t,i,213,上聲,t,ɛ̃i,213,上聲,t,iĔ,213,上聲,t,iɐ̆,53,上聲,t,iɐ̆,42,上聲,t,iɐ̆,31,陰上
12261,p,i,213,上聲,p,ɛ̃i,213,上聲,p,iĔ,213,上聲,p,iɐ̆,53,上聲,p,iɐ̆,42,上聲,p,iɐ̆,31,陰上
12285,pʰ,i,213,上聲,pʰ,ɛ̃i,22,陽去,p,iĔ,213,上聲,p,iɐ̆,53,上聲,pʰ,iɐ̆,42,上聲,p,iɐ,24,陽上
12292,tɕʰ,yɪ,213,上聲,tɕʰ,yɛ̃i,213,上聲,tɕʰ,yĔ,213,上聲,tʃʰ,yɐ̆,53,上聲,tɕʰ,ỹɐ̆,42,上聲,tɕʰ,yɐ̆,31,陰上
12328,ts,iæ,213,上聲,ts,ɛ̃i,213,上聲,tɕ,iĔ,213,上聲,tʃ,iɐ̆,53,上聲,tʂ,ĩɐ̆,42,上聲,tɕ,iɐ̆,31,陰上
12329,ts,iæ,213,上聲,ts,ɛ̃i,213,上聲,tɕ,iĔ,213,上聲,tʃ,iɐ̆,53,上聲,tʂ,ĩɐ̆,42,上聲,tɕ,iɐ̆,31,陰上
12387,ɕ,i,213,上聲,ɕ,ɛ̃i,22,陽去,ɕ,iĔ,22,陽去,ʃ,iɐ̆,53,上聲,ɕ,ĩɐ̆,42,上聲,ɕ,iɐ̆,24,陽上
12388,ɕ,i,213,上聲,ɕ,ɛ̃i,22,陽去,ɕ,iĔ,22,陽去,ʃ,iɐ̆,53,上聲,ɕ,ĩɐ̆,42,上聲,ɕ,iɐ̆,24,陽上
12434,tɕʰ,i,213,上聲,tɕʰ,iɪ̃,22,陽去,tɕʰ,iĔ,22/213,上聲,tʃ,iɐ̆,53,上聲,tɕʰ,ĩɐ̆,33,陽去,0,iɐ̆,24,陽上
12492,ȵ,i,213,上聲,n,yɛ̃i,213,上聲,n,yĔ,213,上聲,ȵ,yɐ̆,53,上聲,ȵ,ỹɐ̆,42,上聲,ȵ,yɐ̆,31,陰上
12493,ȵ,i,213,上聲,n,yɛ̃i,213,上聲,n,yĔ,213,上聲,ȵ,yɐ̆,53,上聲,ȵ,ỹɐ̆,42,上聲,ȵ,yɐ̆,31,陰上
12624,ɕ,iɔ,213,上聲,ɕ,ie,213,上聲,ɕ,iɑ,213,上聲,ʃ,iu,53,上聲,ɕ,iɯɐ̆,42,上聲,ɕ,io,31,陰上
12671,ɕ,iɔ,213,上聲,ɕ,ie,213,上聲,ɬ,iɑ,213,上聲,ʃ,iu,53,上聲,s,ia,42,上聲,s,iu,31,陰上
12677,tɕʰ,iɔ,213,上聲,tɕʰ,ie,22,陽去,tɕ,iɑ,22,陽去,tʃʰ,iu,53,上聲,tʂʰ,ɯɐ̆,42,上聲,tɕʰ,io,24,陽上
12698,ȵ,iɔ,213,上聲,n,ie,213,上聲,ȵ,iɑ,213,上聲,ȵ,iu,53,上聲,0,iɯɐ̆,42,上聲,ȵ,io,31,陰上
12881,l,ɔ,213,上聲,l,ə,213,上聲,l,ɔ,213,上聲,l,əɐ̆,53,上聲,l,ɔ,42,上聲,l,ə,24,陽上
12898,tʰ,ɔ,213,上聲,tʰ,ə,22,陽去,tʰ,ɔ,22,陽去,tʰ,əɐ̆,53,上聲,tʰ,ɔ,42,上聲,tʰ,ə,24,陽上
12899,tʰ,ɔ,213,上聲,tʰ,ə,22,陽去,tʰ,ɔ,22,陽去,tʰ,əɐ̆,53,上聲,tʰ,ɔ,42,上聲,tʰ,ə,24,陽上
12900,tʰ,ɔ,213,上聲,tʰ,ə,22,陽去,tʰ,ɔ,22,陽去,tʰ,əɐ̆,53,上聲,tʰ,ɔ,42,上聲,tʰ,ə,24,陽上
12905,l,ɔ,213,上聲,l,ə,213,上聲,n,ɔ,213,上聲,n,əɐ̆,53,上聲,l,ɔ,42,上聲,l,ə,24,陽上
12906,l,ɔ,213,上聲,l,ə,213,上聲,n,ɔ,213,上聲,n,əɐ̆,53,上聲,l,ɔ,42,上聲,l,ə,24,陽上
12907,l,ɔ,213,上聲,l,ə,213,上聲,n,ɔ,213,上聲,n,əɐ̆,53,上聲,l,ɔ,42,上聲,l,ə,24,陽上
12914,s,ɔ,213,上聲,s,ə,213,上聲,ɬ,ɔ,213,上聲,ʃ,əɐ̆,53,上聲,s,ɔ,42,上聲,s,ə,31,陰上
12915,s,ɔ,213,上聲,s,ə,213,上聲,ɬ,ɔ,213,上聲,ʃ,əɐ̆,53,上聲,s,ɔ,42,上聲,s,ə,31,陰上
12916,s,ɔ,213,上聲,s,ə,213,上聲,ɬ,ɔ,213,上聲,ʃ,əɐ̆,53,上聲,s,ɔ,42,上聲,s,ə,31,陰上
12932,tsʰ,ɔ,213,上聲,tsʰ,ə,213,上聲,tɬʰ,ɔ,213,上聲,tʃʰ,əɐ̆,53,上聲,tsʰ,ɔ,42,上聲,tsʰ,ə,31,陰上
12933,tsʰ,ɔ,213,上聲,tsʰ,ə,213,上聲,tɬʰ,ɔ,213,上聲,tʃʰ,əɐ̆,53,上聲,tsʰ,ɔ,42,上聲,tsʰ,ə,31,陰上
12966,x,ɔ,213,上聲,x,ə,213,上聲,x,ɔ,213,上聲,x,əɐ̆,53,上聲,x,ɔ,42,上聲,x,ə,31,陰上
12974,p,ɔ,213,上聲,p,ə,213,上聲,p,ɔ,213,上聲,p,əɐ̆,53,上聲,p,ɔ,42,上聲,p,ə,31,陰上
12975,p,ɔ,213,上聲,p,ə,213,上聲,p,ɔ,213,上聲,p,əɐ̆,53,上聲,p,ɔ,42,上聲,p,ə,31,陰上
12987,ŋ,ɔ,213,上聲,ŋ,ə,213,上聲,ŋ,ɔ,213,上聲,ŋ,əɐ̆,53,上聲,ŋ,ɔ,42,上聲,ŋ,ə,31,陰上
13094,t,u,213,上聲,t,ɵ,213,上聲,t,ɷ,213,上聲,t,au,53,上聲,t,ɔ,42,上聲,t,o,31,陰上
13095,t,u,213,上聲,t,ɵ,213,上聲,t,ɷ,213,上聲,t,au,53,上聲,t,ɔ,42,上聲,t,o,31,陰上
13143,tsʰ,u,213,上聲,tsʰ,ɵ,35,陰去,tɬʰ,ɷ,213,上聲,tʃʰ,au,53,上聲,ts,ɯɐ̆,42,上聲,tsʰ,o,24,陽上
13144,tsʰ,u,213,上聲,tsʰ,ɵ,35,陰去,tɬʰ,ɷ,213,上聲,tʃʰ,au,53,上聲,ts,ɯɐ̆,42,上聲,tsʰ,o,24,陽上
13176,x,ɷ,213,上聲,x,ɵ,213,上聲,x,ɷ,213,上聲,x,au,53,上聲,x,uɐ̆,42,上聲,x,o,31,陰上
13216,0/ŋ,uɔ/ɔ,213,上聲上聲,ŋ,o,213,上聲,ŋ,uɐ̆,213,上聲,ŋ,ɔɐ̆,53,上聲,ŋ,ɯɐ̆,42,上聲,ŋ,ɔ,31,陰上
13217,0/ŋ,uɔ/ɔ,213,上聲上聲,ŋ,o,213,上聲,ŋ,uɐ̆,213,上聲,ŋ,ɔɐ̆,53,上聲,ŋ,ɯɐ̆,42,上聲,ŋ,ɔ,31,陰上
13218,0/ŋ,uɔ/ɔ,213,上聲上聲,ŋ,o,213,上聲,ŋ,uɐ̆,213,上聲,ŋ,ɔɐ̆,53,上聲,ŋ,ɯɐ̆,42,上聲,ŋ,ɔ,31,陰上
13226,ɕ,ia,213,上聲,ɕ,iɔ,213,上聲,ɬ,iĔ,213,上聲,ʃ,iɐ̆,53,上聲,s,iɐ̆,42,上聲,s,iɐ̆,31,陰上
13236,s,ɔ,213,上聲,ɕ/s,iɔ/o,213,上聲,ɕ,iĔ,213,上聲,ʃ,iɐ̆,53,上聲,ɕ,iɐ̆,42,上聲,ɕ,ia,31,陰上
13271,ŋ,ɔ,213,上聲,ŋ,o,213,上聲,ŋ,uɐ̆,213,上聲,ŋ,ɔɐ̆,53,上聲,ŋ,uɐ̆,42,上聲,ŋ,ɔ,31,陰上
