# 平話
id,寧遠(清水橋)_聲母,寧遠(清水橋)_韻母,寧遠(清水橋)_調值,寧遠(清水橋)_調類,龍勝(紅瑤)_聲母,龍勝(紅瑤)_韻母,龍勝(紅瑤)_調值,龍勝(紅瑤)_調類,靈川(三街)_聲母,靈川(三街)_韻母,靈川(三街)_調值,靈川(三街)_調類,靈川(潭下)_聲母,靈川(潭下)_韻母,靈川(潭下)_調值,靈川(潭下)_調類,桂林(朝陽)_聲母,桂林(朝陽)_韻母,桂林(朝陽)_調值,桂林(朝陽)_調類,桂林(雁山竹園)_聲母,桂林(雁山竹園)_韻母,桂林(雁山竹園)_調值,桂林(雁山竹園)_調類,臨桂(兩江)_聲母,臨桂(兩江)_韻母,臨桂(兩江)_調值,臨桂(兩江)_調類,永福(桃城)_聲母,永福(桃城)_韻母,永福(桃城)_調值,永福(桃城)_調類,陽朔(驥馬)_聲母,陽朔(驥馬)_韻母,陽朔(驥馬)_調值,陽朔(驥馬)_調類,臨桂(五通)_聲母,臨桂(五通)_韻母,臨桂(五通)_調值,臨桂(五通)_調類,融水(融水鎮)_聲母,融水(融水鎮)_韻母,融水(融水鎮)_調值,融水(融水鎮)_調類,平樂(青龍)_聲母,平樂(青龍)_韻母,平樂(青龍)_調值,平樂(青龍)_調類,富寧(剝隘)_聲母,富寧(剝隘)_韻母,富寧(剝隘)_調值,富寧(剝隘)_調類,百色(那畢)(平話音韻研究)_聲母,百色(那畢)(平話音韻研究)_韻母,百色(那畢)(平話音韻研究)_調值,百色(那畢)(平話音韻研究)_調類,馬山(喬利)_聲母,馬山(喬利)_韻母,馬山(喬利)_調值,馬山(喬利)_調類,田東(林逢)_聲母,田東(林逢)_韻母,田東(林逢)_調值,田東(林逢)_調類,賓陽(蘆墟)_聲母,賓陽(蘆墟)_韻母,賓陽(蘆墟)_調值,賓陽(蘆墟)_調類,南寧(亭子)_聲母,南寧(亭子)_韻母,南寧(亭子)_調值,南寧(亭子)_調類,橫縣(橫州)_聲母,橫縣(橫州)_韻母,橫縣(橫州)_調值,橫縣(橫州)_調類,扶綏(龍頭)_聲母,扶綏(龍頭)_韻母,扶綏(龍頭)_調值,扶綏(龍頭)_調類,龍州(上龍)_聲母,龍州(上龍)_韻母,龍州(上龍)_調值,龍州(上龍)_調類,藤縣(藤城)_聲母,藤縣(藤城)_韻母,藤縣(藤城)_調值,藤縣(藤城)_調類,鬱林(福綿)_聲母,鬱林(福綿)_韻母,鬱林(福綿)_調值,鬱林(福綿)_調類
15490,v,ɯ,35,平聲,0,uɐi,21,陽去,,uei,21,陽去,0,uei,52,陽去,0,uɛi,21,陽去,0,uæ,21,陽上,ʋ,ai,31,陽去,0,uei,21,陽去,0,uæ̃,35,陰入,,uEi,33,陰去,w,ye,134,陽去,,,,,w,øi,22,陽去,ʋ,øi,22,陽去,,uei,13,陽去,,uøi,22,陽去,ʋ,ei,42,陽去,v,Ei,223,陽去,ʋ,Ei,22,陽去,,uei,13,陽去,w,øi,21,陽去,w,Ei,35,陽上,v,ai,21,陽去
15491,v,ɯ,35,平聲,0,uɐi,21,陽去,,uei,35,陰去,0,uei,35,陰去,0,uɛi,21,陽去,0,uæ,21,陽上,ʋ,ai,31,陽去,0,uei,21,陽去,0,uæ̃,35,陰入,,uEi,33,陰去,w,ye,134,陽去,w,ai,35,陽去,w,øi,22,陽去,ʋ,øi,22,陽去,,uei,13,陽去,,uøi,22,陽去,ʋ,ei,42,陽去,v,Ei,223,陽去,ʋ,Ei,22,陽去,,uei,13,陽去,w,øi,21,陽去,w,Ei,35,陽上,v,ai,21,陽去
15495,v,ɯ,55,陰去,0,uɐi,21,陽去,,uei,21,陽去,0,uei,32,陰上,0,uɛi,23,上聲,0,uæ,55,陰平,ʋ,ei,35,陰平,0,uei,21,陽去,0,uæ̃,42,陰上,,uEi,554,上聲,w,ye,55,陰上,w,ai,335,陰去,w,øi,21,陽上,ʋ,øi,33,陰上,,uei,22,陽上,,uøi,41,陽平,ʋ,ei,55,陰去,v,Ei,33,陰上,ʋ,Ei,33,陰上,,uei,33,陰上,w,øi,31,陽平,w,Ei,35,陽上,v,v,33,陰上
15496,f,ɯ,35,平聲,f,uɐi,21,陽去,,uei,35,陰去,x,uai,35,陰去,h,uɛi,21,陽去,0,uæ,21,陽上,h,uei,35,陰平,0,uei,21,陽去,0,uei,35,陰入,f,øi,13,陽去,w,øi,435,陰去,,,,,h,œi,22,陽去,h,œi,22,陽去,,uei,13,陽去,,uøi,22,陽去,,,,,v,Ei,223,陽去,l,ø i,13,陽上,h,œi,13,陽去,w,øi,21,陽去,w,Ei,35,陽上,v,ai,21,陽去
15497,v,ɯ,35,平聲,0,uɐi,21,陽去,,uei,35,陰去,0,uei,35,陰去,l,ɛi,21,陽去,0,uæ,21,陽上,ʋ,ai,31,陽去,0,uei,21,陽去,0,uæ̃,35,陰入,f,øi,13,陽去,w,ye,134,陽去,,,,,w,øi,22,陽去,ʋ,øi,22,陽去,,uei,13,陽去,,uøi,22,陽去,ʋ,ei,42,陽去,v,Ei,223,陽去,ʋ,Ei,22,陽去,,uei,13,陽去,w,øi,21,陽去,w,Ei,35,陽上,v,ai,21,陽去
15507,v,uɯ,35,平聲,0,ui,21,陽去,,uei,35,陰去,0,uei,35,陰去,0,uɛi,21,陽去,0,uæ,21,陽上,ʋ,ei,35,陰平,0,uei,23,陽平,0,uæ̃,22,陽平,,uEi,33,陰去,ŋ,ye,134,陽去,,,,,w,Ei,22,陽去,ŋ,Ei,22,陽去,,uei,13,陽去,,uøi,22,陽去,ʋ,ei,55,陰去,v,Ei,223,陽去,ŋ,Ei,25,陽平,,uei,35,陰去,w,øi,35,陰去,ŋ,Ei,22,陽去,ŋ,ai,21,陽去
15510,,,,,f,i,52,陰去,f,ei,35,陰去,f,ei,35,陰去,f,ɛi,35,陰去,f,i,53,去聲,,,,,f,ei,53,陰去,f,ei,24,陰去,f,uEi,33,陰去,f,i,435,陰去,f,ɔ,55,入聲,f,Ei,13,陰去,f,øi,35,陰去,f,ei,35,陰去,f,øi,13,陽上,f,ɭ i,55,陰去,,,,,,,,,,,,,,,,,,,,,f,i,54,陰平
15520,f,i,55,陰去,f,uɐi,52,陰去,f,ei,35,陰去,f,ei,52,陽去,f,ɛi,35,陰去,f,ei,53,去聲,f,ei,51,陰去,f,e,53,陰去,f,ei,24,陰去,f,uEi,33,陰去,f,E,435,陰去,f,i,335,陰去,f,Ei,13,陰去,f,øi,35,陰去,f,ei,35,陰去,f,øi,35,陰去,f,ɭ i,55,陰去,f,i,55,陰去,f,Ei,53,陰去,f,øi,35,陰去,f,øi,35,陰去,f,i,434,陰去,f,i,54,陰平
15529,0,yn,22,陽入,,,,,,uei,21,陽去,,,,,,,,,,,,,0,iã,31,陽去,,,,,,,,,,uEn,35,陰平,tʰ,ɔŋ,435,陰去,w,æ̃,35,陽去,v,ɐn,22,陽去,tʰ,Aŋ,35,陰去,0,ɐn,35,陰去,tʰ,aŋ,35,陰去,tʰ,øŋ,55,陰去,t,aŋ,55,陰去,tʰ,ɔŋ,53,陰去,,,,,,,,,tʰ,ɔŋ,434,陰去,tʰ,ɔŋ,52,陰去
15530,0,yn,22,陽入,,,,,,uei,21,陽去,,,,,,,,,,,,,0,iã,31,陽去,,,,,,,,,,uEn,35,陰平,tʰ,ɔŋ,435,陰去,w,æ̃,35,陽去,v,ɐn,22,陽去,tʰ,Aŋ,35,陰去,0,ɐn,35,陰去,tʰ,aŋ,35,陰去,tʰ,øŋ,55,陰去,t,aŋ,55,陰去,tʰ,ɔŋ,53,陰去,,,,,,,,,tʰ,ɔŋ,434,陰去,tʰ,ɔŋ,52,陰去
15531,0,yn,22,陽入,,,,,,uei,21,陽去,,,,,,,,,,,,,0,iã,31,陽去,,,,,,,,,,uEn,35,陰平,tʰ,ɔŋ,435,陰去,w,æ̃,35,陽去,v,ɐn,22,陽去,tʰ,Aŋ,35,陰去,0,ɐn,35,陰去,tʰ,aŋ,35,陰去,tʰ,øŋ,55,陰去,t,aŋ,55,陰去,tʰ,ɔŋ,53,陰去,,,,,,,,,tʰ,ɔŋ,434,陰去,tʰ,ɔŋ,52,陰去
15532,v,uɯ,35,平聲,0,ui,24,陽平,,,,,0,uei,35,陰去,0,uɛi,21,陽去,0,uæ,53,去聲,ʋ,ei,35,陰平,0,uei,53,陰去,0,uæ̃,55,,,,,,w,ye,134,陽去,,,,,w,Ei,22,陽去,ʋ,øi,35,陰去,,uei,13,陽去,,uøi,35,陰去,ʋ,ei,55,陰去,v,Ei,55,陰去,ʋ,Ei,53,陰去,,uei,35,陰去,v,øi,21,陽去,w,Ei,35,陽上,,,,
15533,,,,,0,ui,24,陽平,,uei,21,陽去,0,uei,35,陰去,0,uɛi,21,陽去,0,uæ,53,去聲,ʋ,ei,33,上聲,0,uei,53,陰去,0,uæ̃,24,陰去,,uEi,33,陰去,w,ye,134,陽去,,,,,w,Ei,22,陽去,ʋ,øi,35,陰去,,uei,13,陽去,,uøi,22,陽去,ʋ,ei,55,陰去,v,Ei,55,陰去,ʋ,Ei,53,陰去,,uei,53,陰平,v,øi,21,陽去,w,Ei,434,陰去,v,ai,52,陰去
15541,f,ɯ,35,平聲,0,uɐi,21,陽去,h,uɤ,21,陽去,0,uei,35,陰去,0,uɛi,21,陽去,f,ei,53,去聲,ʋ,ei,35,陰平,0,uei,21,陽去,0,uei,21,陽上,f,øi,13,陽去,f,øi,435,陰去,,,,,,,,,ʋ,øi,22,陽去,,uei,22,陽上,,uøi,33,陰上,,,,,,uEi,33,陰上,ʋ,Ei,33,陰上,,uei,33,陰上,w,øi,21,陽去,w,Ei,212,陽平,v,ai,33,陰上
15556,f,oi,33,上聲,f,i,32,上聲,f,ei,33,上聲,f,ei,33,陰去,f,ɛi,21,陽去,f,i,33,陰上,,,,,f,ei,33,上聲,f,i,42,陰上,f,uEi,12,陽平,f,i,53,陰平,f,ei,53,陰平,f,Ei,44,陰平,f,øi,33,陰上,f,ei,55,陰平,f,øi,54,陰平,f,ɭ i,33,陰上,f,i,55,陰去,f,i,55,陰平,f,øi,53,陰平,f,øi,35,陰去,p,oi,22,陽去,f,i,33,陰上
15569,tɕ,ɿ,13,陰入,k,i,52,陰去,tɕ,i,35,陰去,k,i,35,陰去,ts,i,35,陰去,ts,i,53,去聲,k,i,35,陰平,k,i,53,陰去,k,i,24,陰去,tɕ,i,33,陰去,k,i,435,陰去,k,i,335,陰去,k,øi,21,陽上,k,øi,54,陰平,k,ei,35,陰去,k,øi,35,陰去,k,ɭ i,55,陰去,k,i,55,陰去,k,Ei,53,陰去,k,ei,35,陰去,k,øi,35,陰去,k,i,434,陰去,k,i,52,陰去
15576,,,,,0,i,21,陽去,0,i,35,陰去,0,i,35,陰去,0,i,35,陰去,ŋ,i,21,陽上,0,i,35,陰平,ŋ,i,21,陽去,0,i,35,陰入,ŋ,Ei,13,陽去,ȵ,iE,435,陰去,ȵ,i,35,陽去,0,i,22,陽去,ŋ,Ei,22,陽去,h,ei,13,陽去,ŋ,Ei,22,陽去,ȵ,i,42,陽去,,i,55,陰去,ŋ,Ei,22,陽去,ŋ,ei,35,陰去,ŋ,Ei,21,陽去,ŋ,i,22,陽去,ŋ,ai,21,陽去
15583,tsʰ,ɿ,55,陰去,kʰ,i,52,陰去,tɕʰ,i,35,陰去,kʰ,i,52,陽去,tsʰ,i,35,陰去,tsʰ,i,55,陰平,h,i,51,陰去,kʰ,i,53,陰去,kʰ,i,24,陰去,h,i,33,陰去,kʰ,i,435,陰去,kʰ,i,335,陰去,h,øi,13,陰去,h,øi,35,陰去,h,ei,35,陰去,h,øi,35,陰去,h,ɭ i,55,陰去,h,i,55,陰去,h,Ei,53,陰去,h,ei,35,陰去,h,øi,35,陰去,,,,,h,i,52,陰去
15584,tsʰ,ɿ,55,陰去,kʰ,i,52,陰去,tɕʰ,i,35,陰去,kʰ,i,52,陽去,tsʰ,i,35,陰去,tsʰ,i,55,陰平,h,i,51,陰去,kʰ,i,53,陰去,kʰ,i,24,陰去,h,i,33,陰去,kʰ,i,435,陰去,kʰ,i,335,陰去,h,øi,13,陰去,h,øi,35,陰去,h,ei,35,陰去,h,øi,35,陰去,h,ɭ i,55,陰去,h,i,55,陰去,h,Ei,53,陰去,h,ei,35,陰去,h,øi,35,陰去,,,,,h,i,52,陰去
15609,0,y,13,陰入,ŋ,iu,21,陽去,0,y,21,陽去,0,y,35,陰去,0,y,21,陽去,0,y,21,陽上,ȵ,iə,31,陽去,ŋ,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,,,,,0,y,13,陰去,ȵ,øi,22,陽去,0,ei,13,陽去,ȵ,øi,22,陽去,,,,,0,y,223,陽去,ȵ,œi,22,陽去,,iɤ,13,陽去,ts,øi,21,陽去,ȵ,y,22,陽去,ȵ,y,21,陽去
15612,l,oi,35,平聲,l,y,21,陽去,l,y,21,陽去,n,aɯ,52,陽去,l,y,21,陽去,l,y,21,陽上,l,ai,31,陽去,l,uei,21,陽去,l,y,52,陽去,l,iou,13,陽去,l,y,435,陰去,l,y,35,陽去,l,oi,22,陽去,l,øi,22,陽去,l,ei,13,陽去,l,øi,22,陽去,l,u,42,陽去,l,y,223,陽去,l,œi,22,陽去,l,ɤ,13,陽去,l,øi,21,陽去,l,y,22,陽去,l,y,21,陽去
15621,ts,y,13,陰入,k,y,52,陰去,tɕ,y,35,陰去,k,ɯ,35,陰去,k,y,21,陽去,ts,y,53,去聲,k,y,35,陰平,k,y,53,陰去,k,y,24,陰去,tɕ,iou,13,陽去,k,y,435,陰去,k,y,35,陽去,k,øi,22,陽去,k,øi,35,陰去,k,ei,13,陽去,k,øi,35,陰去,k,u,42,陽去,k,y,55,陰去,k,œi,22,陽去,k,ɤ,35,陰去,k,øi,35,陰去,k,y,,,k,y,33,陰上
15622,ts,ɿ,55,陰去,k,iu,52,陰去,k,ɯ,35,陰去,k,ɯ,35,陰去,k,y,35,陰去,k,ai,53,去聲,k,iə,51,陰去,k,y,53,陰去,k,y,24,陰去,tɕ,iou,33,陰去,k,y,435,陰去,k,y,33,陽上,k,øi,13,陰去,j,øi,35,陰去,k,ei,35,陰去,k,øi,35,陰去,k,u,55,陰去,k,y,55,陰去,k,œi,53,陰去,k,ɤ,35,陰去,k,øi,5,陰去,k,y,,,k,y,52,陰去
15639,h,ɔ,55,陰去,kʰ,iu,52,陰去,kʰ,ɯ,35,陰去,x,ɯ,52,陽去,kʰ,i,35,陰去,tsʰ,y,53,去聲,h,iə,51,陰去,s,y,53,陰去,x,y,24,陰去,h,ou,33,陰去,kʰ,y,435,陰去,f,oi,33,陽上,h,øi,13,陰去,h,øi,35,陰去,h,ei,35,陰去,h,øi,35,陰去,h,u,55,陰去,h,y,55,陰去,h,œi,53,陰去,h,ɤ,35,陰去,h,øi,35,陰去,h,y,,,h,y,52,陰去
15647,ɕ,y,55,陰去,s,u,32,上聲,ɕ,y,35,陰去,s,u,35,陰去,s,y,35,陰去,s,y,53,陰上,s,ə,12,陽平,s,y,33,上聲,s,y,42,陰上,ɕ,ou,33,陰去,ɕ,y,435,陰去,ɕ,y,45,陰上,tsʰ,øi,33,陰上,s,øi,35,陰去,s,øi,35,陰去,s,øi,35,陰去,,,,,ɕ,y,55,陰去,s,œi,53,陰去,s,ɤ,35,陰去,s,ʮ,33,陰上,ɕ,y,35,陽上,ɕ,y,33,陰上
15648,,,,,s,u,24,陽平,ɕ,y,533,陽平,s,ɿ,33,陽平,s,y,22,陽平,,,,,ɕ,ə,35,陰平,s,y,23,陽平,s,y,22,陽平,ɕ,ou,21,陽平,ɕ,y,21,陽平,ɕ,y,31,陽平,s,øi,31,陽平,s,øi,42,陽平,s,ei,41,陽平,s,øi,41,陽平,s,u,213,陽平,ɕ,y,21,陽平,s,œi,53,陰去,,,,,,,,,ɕ,y,25,陽平,ɕ,y,21,陽去
15649,s,ɿ,33,上聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,œi,53,陰去,s,ɤ,11,陽上,s,øi,53,陽上,,,,,,,,
15651,,,,,s,u,52,陰去,ɕ,y,35,陰去,s,u,35,陰去,s,u,35,陰去,s,y,53,去聲,s,ə,51,陰去,s,y,53,陰去,s,y,24,陰去,s,ou,33,陰去,ɕ,y,435,陰去,,,,,,,,,s,øi,35,陰去,n,ɔ,13,陽去,s,øi,35,陰去,,,,,ɕ,y,55,陰去,s,œi,53,陰去,s,ɤ,35,陰去,s,u,53,陽上,ɕ,y,,,ɕ,y,52,陰去
15652,ɕ,y,35,平聲,s,u,52,陰去,ts,ɯ,13,陰平,s,u,35,陰去,s,u,35,陰去,s,y,53,去聲,s,ə,51,陰去,s,y,53,陰去,s,y,24,陰去,s,ou,33,陰去,ɕ,y,435,陰去,,,,,,,,,,,,,s,øi,13,陽去,s,øi,35,陰去,,,,,ɕ,y,55,陰去,s,œi,53,陰去,s,ɤ,35,陰去,ts,e,33,陰上,ɕ,y,,,ɕ,y,52,陰去
15655,tɕ,y,35,平聲,ts,u,52,陰去,ts,u,21,陽去,ts,u,35,陰去,ts,u,35,陰去,ts,y,53,去聲,ts,u,35,陰平,ts,uei,53,陰去,s,y,21,陽上,ts,ou,33,陰去,tɕ,y,435,陰去,,,,,ts,øi,13,陰去,ts,øi,35,陰去,ts,i,35,陰去,ts,øi,35,陰去,ts,u,55,陰去,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,13,陽去,ts,øi,33,陰上,tɕ,y,,,tɕ,y,52,陰去
15666,s,ɔ,35,平聲,,,,,s,u,13,陰平,,,,,,,,,,,,,s,u,35,陰平,,,,,,,,,s,ou,35,陰平,ɕ,u,53,陰平,s,u,53,陰平,s,ɔ,44,陰平,s,ɔ,54,陰平,s,ɔ,55,陰平,s,ɔ,54,陰平,s,ou,34,陰平,ɕ,u,55,陰去,s,u,55,陰平,s,ɔ,53,陰平,s,ɔ,55,陰平,ɕ,ɔ,53,陰平,ɕ,y,54,陰平
15679,tsʰ,ɔ,22,陽入,tsʰ,u,21,陽去,kʰʷʷ,a,35,陰去,t,aɯ,21,陽上,ts,u,35,陰去,t,æ,21,陽上,tʰ,iə,31,陽去,t,uei,21,陽去,ts,y,52,陽去,t,iou,13,陽去,tɕ,y,435,陰去,ɕ,y,35,陽去,ts,øi,22,陽去,ts,øi,22,陽去,ts,ei,13,陽去,ts,øi,22,陽去,ts,u,42,陽去,,,,,ts,œi,22,陽去,ts,ɤ,13,陽去,ts,øi,21,陽去,ɕ,y,,,tɕ,y,52,陰去
15689,,,,,s,u,52,陰去,ɕ,y,35,陰去,s,y,35,陰去,s,y,35,陰去,s,a,53,去聲,,,,,s,uei,35,陰平,s,y,52,陽去,ɕ,iou,13,陽去,ɕ,y,435,陰去,,,,,,,,,,,,,,,,,ɬ,øi,54,陰平,ɬ,u,33,陰上,ɬ,y,55,陰去,ɬ,y,13,陽上,ɬ,ɤ,35,陰去,ts,øi,33,陰上,ɬ,y,,,ɕ,y,52,陰去
15690,ts,u,35,平聲,ts,u,21,陽去,ts,u,21,陽去,ts,u,21,陽上,ts,u,21,陽去,ts,əu,21,陽上,ts,ə,33,上聲,ts,u,21,陽去,ts,u,35,陰入,ts,ou,13,陽去,tɕ,u,435,陰去,s,ɐŋ,35,陽去,ts,ɔ,22,陽去,ts,ɔ,22,陽去,ts,ɔ,13,陽去,ts,ɔ,22,陽去,ts,ou,42,陽去,tɕ,u,223,陽去,ts,u,22,陽去,ts,ɔ,13,陽去,ts,øi,21,陽去,tɕ,ɔ,22,陽去,tɕ,u,21,陽去
15700,0,y,13,陰入,0,y,21,陽去,0,y,21,陽去,0,y,35,陰去,0,y,21,陽去,0,y,21,陽上,0,y,35,陰平,0,y,21,陽去,0,y,52,陽去,0,iou,35,陰平,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,h,i,13,陽去,ȵ,øi,22,陽去,,,,,0,y,223,陽去,h,y,25,陽平,,iɤ,13,陽去,0,ʮ,53,陽上,0,y,22,陽去,ʔ,y,21,陽去
15701,0,y,13,陰入,0,y,21,陽去,0,y,21,陽去,0,ɯ,52,陽去,0,y,21,陽去,0,y,21,陽上,ȵ,iə,31,陽去,0,y,21,陽去,0,y,52,陽去,0,iou,35,陰平,0,y,435,陰去,,,,,0,y,22,陽去,ȵ,øi,22,陽去,,i,13,陽去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,25,陽平,,iɤ,13,陽去,0,ʮ,53,陽上,0,y,22,陽去,ʔ,y,21,陽去
15702,0,y,13,陰入,0,y,21,陽去,0,y,21,陽去,0,ɯ,21,陽上,0,y,21,陽去,0,y,21,陽上,0,i,35,陰平,0,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,h,ei,13,陽去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,25,陽平,,iɤ,13,陽去,0,ʮ,21,陽去,0,y,22,陽去,ʔ,y,21,陽去
15725,,,,,tsʰ,u,52,陰去,tsʰ,u,35,陰去,tsʰ,u,52,陽去,ts,y,35,陰去,tsʰ,y,53,去聲,tɕʰ,ə,51,陰去,tsʰ,y,53,陰去,tsʰ,y,24,陰去,tɕʰ,ou,33,陰去,tɕʰ,y,435,陰去,tɕʰ,y,33,陽上,tsʰ,øi,33,陰上,tsʰ,øi,35,陰去,tsʰ/tsʰ,ei/i,35/33,陰去/陰上,tsʰ,øi,35,陰去,tsʰ,u,55,陰去,tɕʰ,y,55,陰去,tsʰ,œi,53,陰去,tsʰ,ɤ,35,陰去,tsʰ,øi,35,陰去,tɕʰ,y,33,陰上,tɕʰ,y,52,陰去
15726,,,,,tsʰ,u,52,陰去,tsʰ,u,35,陰去,tsʰ,u,52,陽去,ts,y,35,陰去,tsʰ,y,53,去聲,tɕʰ,ə,51,陰去,tsʰ,y,53,陰去,tsʰ,y,24,陰去,tɕʰ,ou,33,陰去,tɕʰ,y,435,陰去,tɕʰ,y,33,陽上,tsʰ,øi,33,陰上,tsʰ,øi,35,陰去,tsʰ/tsʰ,ei/i,35/33,陰去/陰上,tsʰ,øi,35,陰去,tsʰ,u,55,陰去,tɕʰ,y,,陰去,tsʰ,œi,53,陰去,tsʰ,ɤ,35,陰去,tsʰ,øi,35,陰去,tɕʰ,y,33,陰上,tɕʰ,y,52,陰去
15731,0,y,13,陰入,0,iu,21,陽去,0,y,21,陽去,0,ɯ,52,陽去,0,y,21,陽去,0,y,21,陽上,ȵ,iə,31,陽去,ŋ,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,0,y,134,陽去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,ȵ,ei,13,陽去,ȵ,øi,22,陽去,ȵ,u,42,陽去,0,y,223,陽去,ȵ,œi,22,陽去,,iɤ,13,陽去,0,ʮ,53,陽上,ȵ,y,22,陽去,ȵ,y,31,陽平
15732,0,y,13,陰入,0,y,24,陽平,0,y,35,陰去,0,y,35,陰去,0,y,21,陽去,0,y,21,陽上,0,y,35,陰平,0,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,ȵ,y,435,陰去,,,,,0,y,31,陽平,ȵ,øi,22,陽去,ȵ,i,13,陽去,ȵ,øi,22,陽去,ȵ,u,42,陽去,0,y,223,陽去,ȵ,y,25,陽平,,iɤ,13,陽去,0,ʮ,53,陽上,ȵ,y,22,陽去,ȵ,y,31,陽平
15733,0,y,13,陰入,0,y,24,陽平,0,y,35,陰去,0,y,35,陰去,0,y,21,陽去,0,y,21,陽上,0,y,35,陰平,0,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,ȵ,y,435,陰去,,,,,0,y,31,陽平,ȵ,øi,22,陽去,ȵ,i,13,陽去,ȵ,øi,22,陽去,ȵ,u,42,陽去,0,y,223,陽去,ȵ,y,25,陽平,,iɤ,13,陽去,0,ʮ,53,陽上,ȵ,y,22,陽去,ȵ,y,31,陽平
15741,ɕ,i,22,陽入,s,u,21,陽去,ɕ,y,21,陽去,s,i,52,陽去,s,y,21,陽去,s,y,21,陽上,ɕ,ə,31,陽去,s,y,21,陽去,s,y,52,陽去,ɕ,iou,13,陽去,ɕ,y,435,陰去,ɕ,y,35,陽去,s,ɔ,13,陰去,s,øi,22,陽去,s,ei,13,陽去,s,øi,22,陽去,s,u,42,陽去,ɕ,y,223,陽去,s,œi,22,陽去,,,,,s,ʮ,21,陽去,ɕ,y,35,陽上,ɕ,y,21,陽去
15747,tsʰ,ɔ,22,陽入,tʰ,ɐi,21,陽去,tɕ,y,21,陽去,t,aɯ,52,陽去,t,y,21,陽去,t,ai,21,陽上,tʰ,iə,31,陽去,t,uei,21,陽去,ts,y,52,陽去,t,iou,13,陽去,tɕ,y,435,陰去,ɕ,y,335,陰去,ts,øi,22,陽去,ts,øi,22,陽去,ts,ei,13,陽去,ts,øi,22,陽去,ts,u,42,陽去,tɕ,y,223,陽去,ts,œi,22,陽去,ts,ɤ,13,陽去,ts,øi,21,陽去,tɕ,y,22,陽去,tɕ,y,21,陽去
15751,,,,,f,u,52,陰去,f,u,35,陰去,f,u,35,陰去,f,u,35,陰去,f,u,33,陰上,f,u,51,陰去,f,u,21,陽去,f,u,35,陰入,f,u,33,陰去,f,u,435,陰去,f,u,35,陽去,f,ou,13,陰去,f,u,22,陽去,f,ou,35,陰去,f,u,22,陽去,f,ou,55,陰去,f,u,55,陰去,f,ou,22,陽去,f,ou,35,陰去,f,u,21,陽去,f,u,22,陽去,f,u,21,陽去
15761,ts,y,35,平聲,ts,u,52,陰去,tɕ,y,35,陰去,ts,u,35,陰去,ts,y,35,陰去,ts,y,24,,ts,ə,51,陰去,ts,y,53,陰去,ts,y,24,陰去,tɕ,iou,33,陰去,tɕ,y,435,陰去,tɕ,y,335,陰去,ts/ts,i/øi,13/13,陰去/陰去,ts,øi,35,陰去,ts,i,35,陰去,ts,øi,35,陰去,ts,u,55,陰去,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,35,陰去,ts,øi,33,陰上,tɕ,y,,,tɕ,y,52,陰去
15765,t,i,33,上聲,ts,u,52,陰去,tɕ,y,35,陰去,ts,u,35,陰去,ts,y,35,陰去,ts,y,53,去聲,ts,ə,51,陰去,ts,y,53,陰去,ts,y,24,陰去,tɕ,iou,33,陰去,tɕ,y,435,陰去,tɕ,y,335,陰去,ts,ɔ,44,陰平,ts,øi,35,陰去,ts,i,35,陰去,ts,øi,35,陰去,,,,,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,35,陰去,s,øi,21,陽去,tɕ,y,,,tɕ,y,52,陰去
15776,ts,y,35,平聲,ts,u,52,陰去,tɕ,y,35,陰去,ts,ɿ,35,陰去,ts,y,35,陰去,ts,y,53,去聲,ts,ə,51,陰去,ts,y,53,陰去,ts,y,24,陰去,tɕ,iou,33,陰去,tɕ,y,435,陰去,tɕ,y,335,陰去,,,,,ts,øi,35,陰去,ts,i,35,陰去,ts,øi,35,陰去,ts,u,55,陰去,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,35,陰去,ts,øi,55,陰平,tɕ,y,,,tɕ,y,52,陰去
