# 吳語
id,丹陽後巷童家橋_聲母,丹陽後巷童家橋_韻母,丹陽後巷童家橋_調值,丹陽後巷童家橋_調類,靖江_聲母,靖江_韻母,靖江_調值,靖江_調類,丹陽_聲母,丹陽_韻母,丹陽_調值,丹陽_調類,江陰_聲母,江陰_韻母,江陰_調值,江陰_調類,常州_聲母,常州_韻母,常州_調值,常州_調類,金壇西崗_聲母,金壇西崗_韻母,金壇西崗_調值,金壇西崗_調類,溧陽_聲母,溧陽_韻母,溧陽_調值,溧陽_調類,宜興_聲母,宜興_韻母,宜興_調值,宜興_調類,常熟_聲母,常熟_韻母,常熟_調值,常熟_調類,無錫_聲母,無錫_韻母,無錫_調值,無錫_調類,寶山霜草墩_聲母,寶山霜草墩_韻母,寶山霜草墩_調值,寶山霜草墩_調類,崑山_聲母,崑山_韻母,崑山_調值,崑山_調類,蘇州_聲母,蘇州_韻母,蘇州_調值,蘇州_調類,蘇州(當代吳語)_聲母,蘇州(當代吳語)_韻母,蘇州(當代吳語)_調值,蘇州(當代吳語)_調類,上海(三林塘)_聲母,上海(三林塘)_韻母,上海(三林塘)_調值,上海(三林塘)_調類,溫州_聲母,溫州_韻母,溫州_調值,溫州_調類,雲和_聲母,雲和_韻母,雲和_調值,雲和_調類,開化_聲母,開化_韻母,開化_調值,開化_調類,龍游_聲母,龍游_韻母,龍游_調值,龍游_調類,常山_聲母,常山_韻母,常山_調值,常山_調類,江山(江山市)_聲母,江山(江山市)_韻母,江山(江山市)_調值,江山(江山市)_調類,玉山_聲母,玉山_韻母,玉山_調值,玉山_調類,遂昌_聲母,遂昌_韻母,遂昌_調值,遂昌_調類,廣豐(永豐鎮)_聲母,廣豐(永豐鎮)_韻母,廣豐(永豐鎮)_調值,廣豐(永豐鎮)_調類,浦城(南浦鎮城關話)_聲母,浦城(南浦鎮城關話)_韻母,浦城(南浦鎮城關話)_調值,浦城(南浦鎮城關話)_調類,慶元_聲母,慶元_韻母,慶元_調值,慶元_調類,宣州市裘公鄉_聲母,宣州市裘公鄉_韻母,宣州市裘公鄉_調值,宣州市裘公鄉_調類,貴池市茅坦鄉_聲母,貴池市茅坦鄉_韻母,貴池市茅坦鄉_調值,貴池市茅坦鄉_調類,寧國市莊村鄉_聲母,寧國市莊村鄉_韻母,寧國市莊村鄉_調值,寧國市莊村鄉_調類,貴池市灌口鄉_聲母,貴池市灌口鄉_韻母,貴池市灌口鄉_調值,貴池市灌口鄉_調類,寧國市南極鄉_聲母,寧國市南極鄉_韻母,寧國市南極鄉_調值,寧國市南極鄉_調類,黃山區甘棠鎮_聲母,黃山區甘棠鎮_韻母,黃山區甘棠鎮_調值,黃山區甘棠鎮_調類,蕪湖縣_聲母,蕪湖縣_韻母,蕪湖縣_調值,蕪湖縣_調類,繁昌_聲母,繁昌_韻母,繁昌_調值,繁昌_調類,銅陵縣_聲母,銅陵縣_韻母,銅陵縣_調值,銅陵縣_調類,南陵(仙坊話)_聲母,南陵(仙坊話)_韻母,南陵(仙坊話)_調值,南陵(仙坊話)_調類,涇縣_聲母,涇縣_韻母,涇縣_調值,涇縣_調類,石台_聲母,石台_韻母,石台_調值,石台_調類,寶山羅店_聲母,寶山羅店_韻母,寶山羅店_調值,寶山羅店_調類,上海_聲母,上海_韻母,上海_調值,上海_調類,南匯周浦_聲母,南匯周浦_韻母,南匯周浦_調值,南匯周浦_調類,松江_聲母,松江_韻母,松江_調值,松江_調類,吳江黎里_聲母,吳江黎里_韻母,吳江黎里_調值,吳江黎里_調類,吳江盛澤_聲母,吳江盛澤_韻母,吳江盛澤_調值,吳江盛澤_調類,嘉興_聲母,嘉興_韻母,嘉興_調值,嘉興_調類,湖州雙林_聲母,湖州雙林_韻母,湖州雙林_調值,湖州雙林_調類,杭州_聲母,杭州_韻母,杭州_調值,杭州_調類,餘姚_聲母,餘姚_韻母,餘姚_調值,餘姚_調類,紹興_聲母,紹興_韻母,紹興_調值,紹興_調類,諸暨王家井_聲母,諸暨王家井_韻母,諸暨王家井_調值,諸暨王家井_調類,嵊縣崇仁_聲母,嵊縣崇仁_韻母,嵊縣崇仁_調值,嵊縣崇仁_調類,嵊縣太平_聲母,嵊縣太平_韻母,嵊縣太平_調值,嵊縣太平_調類,寧波_聲母,寧波_韻母,寧波_調值,寧波_調類,黃岩_聲母,黃岩_韻母,黃岩_調值,黃岩_調類,金華_聲母,金華_韻母,金華_調值,金華_調類,永康_聲母,永康_韻母,永康_調值,永康_調類,衢州_聲母,衢州_韻母,衢州_調值,衢州_調類
23432,p,oʔ,55,陰入,p,ɔʔ,55,陰入,p,ɛʔ,33,陰入,p,ɑʔ,55,陰入,p,ɔʔ,55,陰入,p,ɔʔ,44,入聲,p,əʔ,55,陰入,p,Aʔ,45,陰入,p,Aʔ,55,陰入,p,Aʔ,55,陰入,p,Aʔ,55,陰入,p,Aʔ,55,陰入,p,ɒʔ,4,陰入,p,Aʔ,55,陰入,p,aʔ,55,陰入,p,a,323,陰入,p,aʔ,5,陰入,p,ʌʔ,5,陰入,p,əʔ,5,陰入,p,ɛʔ,5,陰入,p,aʔ,5,陰入,p,ʌʔ,5,陰入,p,iaʔ,5,陰入,p,ɐʔ,5,陰入,,,,,ʔb,ɑʔ,5,陰入,p,əʔ,5,入聲,p,ɛʔ,5,入聲,p,eʔ,5,入聲,p,eʔ,35,入聲,p,ɛʔ,5,入聲,p,iɛ,325,陽去,p,əʔ,5,入聲,p,əʔ,5,入聲,p,æ,13,入聲,p,əʔ,4,入聲,p,ɛ,31,上聲,p,ə,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a,4,陰入,,,,,p,aʔ,55,陰入,p,a,323,陰入,p,aʔ,5,陰入,p,ʌʔ,5,陰入,p,əʔ,5,陰入,p,ɛʔ,5,陰入,p,aʔ,5,陰入,p,ʌʔ,5,陰入,p,iaʔ,5,陰入,p,ɐʔ,5,陰入,p,a,32,入,ʔb,ɑʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23437,,,,,dʑ,iɑʔ,34,陽入,,,,,dʑ,iAʔ,12,陽入,dʑ,iɑʔ,23,陽入,,,,,,,,,,,,,dʑ,iAʔ,23,陽入,dʑ,iAʔ,23,陽入,dʑ,iAʔ,23,陽入,dʑ,iɪʔ,12,陽入,dʑ,iɪʔ,23,陽入,dʑ,iəʔ,23,陽入,dʑɦ,iaʔ,12,陽入,dʑ,iai,212,陽入,dʒ,iʔ,24,陽入,dʑ,ieʔ,24,陽入,dʑ,iəʔ,23,陽入,dʑ,ieʔ,34,陽入,g/k,iᴇʔ,3/5,陽入/陰入,k,ieʔ,5,陰入,dʑ,iɪʔ,23,陽入,,,,,k,ie,32,入,tɕ,iʔ,5,陰入,tɕ,yʔ,5,入聲,tɕ,yʔ,5,入聲,tɕ,ʯʔ,5,入聲,tɕ,yʔ,35,入聲,tɕ,ʯʔ,5,入聲,tɕ,y,325,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɕ,iəʔ,55,陰入,,,,,dʒ,iʔ,24,陽入,,,,,dʑ,iəʔ,23,陽入,,,,,,,,,k,ieʔ,5,陰入,dʑ,iɪʔ,23,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃ,iʔ,5,陰入,tɕ,ieʔ,5,陰入,,,,,,,,,,,,,k,ieʔ,5,陰入,,,,,,,,,k,ie,32,入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,oʔ,4,陰入,,,,,,,,,s,o,323,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,əʔ,5,陰入,,,,,,,,,z,ɐʔ,23,陽入,ɕ,iaʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,aʔ,4,陰入,,,,,,,,,ts,a,323,陰入,,,,,ts,ʌʔ,5,陰入,ts,ɑ,52,陰去,,,,,,,,,ts,ɐʔ,5,陰入,,,,,,,,,ts,a,32,入,ts,oʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,ts,əʔ,5,入聲,ts,əʔ,5,入聲,ts,æ,13,入聲,ts,əʔ,4,入聲,ts,ɛ,31,上聲,ts,ə,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k/ts,əʔ/uo,55/35,陰入/陰去,,,,,,,,,,,,,,,,,tɕ,iaʔ,5,陰入,,,,,,,,,,,,,,,,,ts,ɑ,32,入,tɕ,iɑʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɕ,iəʔ/iɪʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,ie,32,入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23482,ŋ,əʔ,55/34,陰入/陽入,ŋ,əʔ,34,陽入,0,ɛʔ,33,陰入,ŋ,ɑʔ,12,陽入,ŋ,əʔ,23,陽入,0,əʔ,44,入聲,ŋ,ə,223,舒入,ŋ,Aʔ,23,陽入,ŋ,Aʔ,23,陽入,ŋ,Aʔ,23,陽入,ŋ,Aʔ,23,陽入,ŋ,Aʔ,23,陽入,ŋ,ɒʔ/ɤʔ,23,陽入,ŋ,Aʔ,23,陽入,ŋ,aʔ,12,陽入,ŋ,a,212,陽入,ŋ,aʔ,24,陽入,ŋ,ʌʔ,24,陽入,ŋ,əʔ,23,陽入,ȵ/ŋ,iəʔ/ʌʔ,34,陽入,ŋ,aʔ,3,陽入,ŋ,ʌʔ,23,陽入,ŋ,eʔ,23,陽入,ŋ,ɐʔ,23,陽入,ŋ,a,44,陰上,ŋ,ɑʔ,34,陽入,ŋ,əʔ,5,入聲,ŋ,ɛʔ,5,入聲,ŋ,eʔ,5,入聲,ŋ,eʔ,35,入聲,ŋ,eʔ,5,入聲,ŋ,ɛ,35,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ,aʔ,12,陽入,,,,,,,,,ŋ,ʌʔ,24,陽入,,,,,ȵ/ŋ,iəʔ/ʌʔ,34,陽入,ŋ,aʔ,3,陽入,,,,,,,,,ŋ,ɐʔ,23,陽入,,,,,,,,,ŋ,əʔ,5,入聲,ŋ,ɛʔ,5,入聲,ŋ,eʔ,5,入聲,ŋ,eʔ,35,入聲,ŋ,eʔ,5,入聲,ŋ,ɛ,35,陰上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23489,(ʔ)n/(ʔ)ȵ,iɪʔ,55/24,陰入/陽入,ȵ,iɪʔ,34,陽入,n,ɪʔ,24,陽入,ȵ,iɘʔ,12,陽入,ȵ,iɪʔ,23,陽入,n,ieʔ,44,入聲,ȵ,iɪʔ,22,陽入,ȵ,iɪʔ,23,陽入,ȵ,ɪʔ,23,陽入,ȵ,iəʔ,23,陽入,ȵ,ɪʔ,23,陽入,ȵ,iɪʔ,12,陽入,ȵ,iɪʔ,23,陽入,ȵ,iəʔ,23,陽入,0/n,ü̥iəʔ/iəʔ,12,陽入,ȵ,iai,212,陽入,ɲ,ieʔ,24,陽入,ȵ,ieʔ,24,陽入,ȵ,iəʔ,23,陽入,n,eʔ,34,陽入,,ȵiᴇʔ,3,陽入,l,eʔ,23,陽入,ŋ,iɪʔ,23,陽入,,,,,ŋ,e,32,入,ȵ,iʔ,34,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23495,kʰ,əʔ/Aʔ,55,陰入,kʰ,əʔ,55,陰入,k,ɛʔ,33,陰入,kʰ,ɑʔ,55,陰入,kʰ,ɑʔ,55,陰入,kʰ,ɑʔ,44,入聲,kʰ,ɑ,223,舒入,kʰ,Aʔ,45,陰入,kʰ,Aʔ,55,陰入,kʰ,Aʔ,55,陰入,kʰ,Aʔ,55,陰入,kʰ,Aʔ,55,陰入,kʰ,ɒʔ,4,陰入,kʰ,Aʔ,55,陰入,kʰ,aʔ,55,陰入,kʰ,a,323,陰入,kʰ,aʔ,5,陰入,kʰ,ʌʔ,5,陰入,kʰ,əʔ,5,陰入,kʰ,ɛʔ/ʌʔ,5,陰入,kʰ,aʔ,5,陰入,kʰ,ʌʔ,5,陰入,kʰ/tɕʰ,eʔ/iaʔ,5,陰入,kʰ,ɐʔ,5,陰入,kʰ,a,32,入,kʰ,ɑʔ,5,陰入,kʰ,əʔ,5,入聲,kʰ,ɛʔ,5,入聲,kʰ,eʔ,5,入聲,kʰ,eʔ,35,入聲,kʰ,eʔ,5,入聲,kʰ,iɛ,325,陽去,kʰ,əʔ,5,入聲,kʰ,əʔ,5,入聲,kʰ,æ,13,入聲,kʰ,əʔ,4,入聲,kʰ,ɛ,31,上聲,kʰ,ie,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,aʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,ɔʔ,5,陰入,kʰ,uɑ,52,陰去,kʰ,ɑ,45,陰平,kʰ,ɒ,52/44,陰上/陰平,kʰ,ɑ,52,陰去,kʰ,ɑ,334,陰去,,,,,kʰ,ɑ,35,陰平,kʰ,o,11,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23502,tsʰ,əʔ,55,陰入,tsʰ,əʔ,55,陰入,tsʰ,ɛʔ,33,陰入,tsʰ,ɑʔ,55,陰入,,,,,tsʰ,ɑʔ,44,入聲,tsʰ,ə,223,舒入,tsʰ,Aʔ,45,陰入,tsʰ,Aʔ,55,陰入,tsʰ,Aʔ,55,陰入,tsʰ,Aʔ,55,陰入,tsʰ,Aʔ,55,陰入,,,,,tsʰ,Aʔ,55,陰入,tsʰ,aʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,tsʰ,aʔ,5,陰入,,,,,,,,,tsʰ,ɐʔ,5,陰入,tsʰ,a,32,入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,aʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,tsʰ,aʔ,5,陰入,,,,,,,,,tsʰ,ɐʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23509,pʰ,oʔ,55,陰入,pʰ,ɔʔ,55,陰入,pʰ,ɛʔ,33,陰入,pʰ,ɑʔ,55,陰入,pʰ,ɔʔ,55,陰入,pʰ,ɔʔ,44,入聲,pʰ,ə,223,舒入,pʰ,Aʔ,45,陰入,pʰ,Aʔ,55,陰入,pʰ,Aʔ,55,陰入,pʰ,Aʔ,55,陰入,pʰ,Aʔ,55,陰入,pʰ,ɒʔ,4,陰入,pʰ,Aʔ,55,陰入,pʰ,aʔ,55,陰入,pʰ,a,323,陰入,pʰ,aʔ/oʔ,5,陰入,pʰ,ɔʔ,5,陰入,pʰ,əʔ,5,陰入,pʰ,aʔ,5,陰入,pʰ,aʔ,5,陰入,,,,,pʰ,eʔ,5,陰入,pʰ,ɐʔ,5,陰入,pʰ,ɑo,32,入,pʰ,ɑʔ/oʔ,5,陰入,pʰ,oʔ,5,入聲,pʰ,ɛʔ,5,入聲,pʰ,eʔ,5,入聲,pʰ,eʔ,35,入聲,pʰ,ɛʔ,5,入聲,pʰ,iɛ,325,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p/pʰ,ɤʔ/ɒʔ,4,陰入,,,,,pʰ,aʔ,55,陰入,pʰ,a,323,陰入,pʰ,aʔ,5,陰入,,,,,pʰ,əʔ,5,陰入,pʰ,ʌʔ,5,陰入,,,,,pʰ,ʌʔ,5,陰入,pʰ,iaʔ,5,陰入,pʰ,ɐʔ,5,陰入,pʰ,ɑo/a,32,入,pʰ,ɑʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,aʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,ɑo,32,入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,aʔ,5,陰入,,,,,pʰ,əʔ,5,陰入,,,,,,,,,,,,,pʰ,iaʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,aʔ,55,陰入,,,,,x,aʔ,5,陰入,x,ʌʔ,5,陰入,x,əʔ,5,陰入,,,,,,,,,x,ʌʔ,5,陰入,ɕ/x,iɑ/aʔ,334/5,陰入/陰去,,,,,x,e,32,入,x,ɑʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23522,h,Aʔ,55,陰入,h,əʔ,55,陰入,h,ɛʔ,33,陰入,h,ɑʔ,55,陰入,x,əʔ,55,陰入,x,ɑʔ,44,入聲,x,əʔ,55,陰入,x,Aʔ,45,陰入,h,Aʔ,55,陰入,x,Aʔ,55,陰入,x,Aʔ,55,陰入,h,Aʔ,55,陰入,h,ɒʔ/ɤʔ,4,陰入,h,Aʔ,55,陰入,h,aʔ,55,陰入,h,o/a,323,陰入,x,aʔ,5,陰入,x,ʌʔ,5,陰入,x,əʔ,5,陰入,x,ʌʔ,5,陰入,,,,,x,ɐʔ,5,陰入,x,aʔ,5,陰入,x,ɐʔ,5,陰入,x,a,32,入,x,ɑʔ,5,陰入,x,əʔ,5,入聲,x,ɛʔ,5,入聲,x,eʔ,5,入聲,x,eʔ,35,入聲,x,eʔ,5,入聲,x,ɛ,325,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23529,k,Aʔ,55,陰入,k,əʔ,55,陰入,k,ɛʔ,33,陰入,k,ɑʔ,55,陰入,k,əʔ/ɑʔ,55,陰入,k,əʔ,44,入聲,k,əʔ,55,陰入,k,Aʔ,45,陰入,k,Aʔ,55,陰入,k,Aʔ,55,陰入,k,əʔ/Aʔ,55,陰入,k,əʔ/Aʔ,55,陰入,k,ɒʔ/ɤʔ,4,陰入,k,əʔ/Aʔ,55,陰入,,,,,k,a,323,陰入,k,aʔ,5,陰入,k,ʌʔ,5,陰入,k,əʔ,5,陰入,k,ʌʔ,5,陰入,k,aʔ,5,陰入,k,ʌʔ,5,陰入,k,aʔ,5,陰入,k,ɐʔ,5,陰入,k,a,32,入,k,ɑʔ,5,陰入,k,əʔ,5,入聲,k,ɛʔ,5,入聲,k,eʔ,5,入聲,k,eʔ,35,入聲,k,eʔ,5,入聲,k,ɛ,325,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,ɔʔ,55,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,uei,53,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z,ɒʔ,23,陽入,,,,,zɦ,aʔ,12,陽入,dz,a,212,陽入,dz,aʔ,24,陽入,dz,ʌʔ,24,陽入,dz,əʔ,23,陽入,dz,ʌʔ,34,陽入,dz,aʔ,3,陽入,dz,ʌʔ,23,陽入,dz,eʔ,23,陽入,dz,ɐʔ,23,陽入,ts,a,32,入,t/ts,ɑʔ,34,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zɦ,aʔ,12,陽入,,,,,,,,,dz,ʌʔ,24,陽入,,,,,dz,ʌʔ,34,陽入,dz,aʔ,3,陽入,,,,,,,,,dz,ɐʔ,23,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
