# 閩語
id,南安(溪美鎮)_聲母,南安(溪美鎮)_韻母,南安(溪美鎮)_調值,南安(溪美鎮)_調類,漳州_聲母,漳州_韻母,漳州_調值,漳州_調類,廈門_聲母,廈門_韻母,廈門_調值,廈門_調類,漳浦_聲母,漳浦_韻母,漳浦_調值,漳浦_調類,大田_聲母,大田_韻母,大田_調值,大田_調類,大田(前路話)_聲母,大田(前路話)_韻母,大田(前路話)_調值,大田(前路話)_調類,潮州(府城話)_聲母,潮州(府城話)_韻母,潮州(府城話)_調值,潮州(府城話)_調類,潮州(漢語方音字匯)_聲母,潮州(漢語方音字匯)_韻母,潮州(漢語方音字匯)_調值,潮州(漢語方音字匯)_調類,揭陽(榕城話)_聲母,揭陽(榕城話)_韻母,揭陽(榕城話)_調值,揭陽(榕城話)_調類,澄海_聲母,澄海_韻母,澄海_調值,澄海_調類,汕頭(汕頭市區)_聲母,汕頭(汕頭市區)_韻母,汕頭(汕頭市區)_調值,汕頭(汕頭市區)_調類,海豐(海城鎮)_聲母,海豐(海城鎮)_韻母,海豐(海城鎮)_調值,海豐(海城鎮)_調類,陸豐(內湖鎮)_聲母,陸豐(內湖鎮)_韻母,陸豐(內湖鎮)_調值,陸豐(內湖鎮)_調類,大埔元洲仔(香港新界福佬話)_聲母,大埔元洲仔(香港新界福佬話)_韻母,大埔元洲仔(香港新界福佬話)_調值,大埔元洲仔(香港新界福佬話)_調類,電白(霞洞鎮黎話)_聲母,電白(霞洞鎮黎話)_韻母,電白(霞洞鎮黎話)_調值,電白(霞洞鎮黎話)_調類,海康(雷城話)_聲母,海康(雷城話)_韻母,海康(雷城話)_調值,海康(雷城話)_調類,仙游(城關話)_聲母,仙游(城關話)_韻母,仙游(城關話)_調值,仙游(城關話)_調類,莆田_聲母,莆田_韻母,莆田_調值,莆田_調類,古田_聲母,古田_韻母,古田_調值,古田_調類,馬祖_聲母,馬祖_韻母,馬祖_調值,馬祖_調類,福州_聲母,福州_韻母,福州_調值,福州_調類,福清_聲母,福清_韻母,福清_調值,福清_調類,柘榮_聲母,柘榮_韻母,柘榮_調值,柘榮_調類,福安_聲母,福安_韻母,福安_調值,福安_調類,寧德_聲母,寧德_韻母,寧德_調值,寧德_調類,崇安(崇城鎮城關話)_聲母,崇安(崇城鎮城關話)_韻母,崇安(崇城鎮城關話)_調值,崇安(崇城鎮城關話)_調類,石陂_聲母,石陂_韻母,石陂_調值,石陂_調類,建陽(潭城鎮城關話)_聲母,建陽(潭城鎮城關話)_韻母,建陽(潭城鎮城關話)_調值,建陽(潭城鎮城關話)_調類,松溪_聲母,松溪_韻母,松溪_調值,松溪_調類,建甌_聲母,建甌_韻母,建甌_調值,建甌_調類,建甌(市志)_聲母,建甌(市志)_韻母,建甌(市志)_調值,建甌(市志)_調類,沙縣(城關話)_聲母,沙縣(城關話)_韻母,沙縣(城關話)_調值,沙縣(城關話)_調類,明溪(城關話)_聲母,明溪(城關話)_韻母,明溪(城關話)_調值,明溪(城關話)_調類,三明(三元話)_聲母,三明(三元話)_韻母,三明(三元話)_調值,三明(三元話)_調類,平南(上渡雅埠)(廣西漢語方言)_聲母,平南(上渡雅埠)(廣西漢語方言)_韻母,平南(上渡雅埠)(廣西漢語方言)_調值,平南(上渡雅埠)(廣西漢語方言)_調類,中山(隆都)(珠江三角洲)_聲母,中山(隆都)(珠江三角洲)_韻母,中山(隆都)(珠江三角洲)_調值,中山(隆都)(珠江三角洲)_調類,中山(隆都)(廣東閩方言)_聲母,中山(隆都)(廣東閩方言)_韻母,中山(隆都)(廣東閩方言)_調值,中山(隆都)(廣東閩方言)_調類,中山(三鄉)_聲母,中山(三鄉)_韻母,中山(三鄉)_調值,中山(三鄉)_調類,曼谷(潮州話)_聲母,曼谷(潮州話)_韻母,曼谷(潮州話)_調值,曼谷(潮州話)_調類,將樂(城關話)_聲母,將樂(城關話)_韻母,將樂(城關話)_調值,將樂(城關話)_調類,晉江(青陽鎮)_聲母,晉江(青陽鎮)_韻母,晉江(青陽鎮)_調值,晉江(青陽鎮)_調類
22751,l/l,iat/uaʔ,3/3,陽入/陽入,dz,uaʔ/iat,12,陽入,l,uaʔ/iɛt,5,陽入,dz,uaʔ/iat,14,陽入,,,,,,,,,z,iek/uaʔ,5,陽入,z,uaʔ/iek,4,陽入,z,uaʔ/iak,5,陽入,z,uaʔ/iak,5,陽入,z,iak/uaʔ,5,陽入,z,uaʔ/iak,5,陽入,z,uaʔ/iak,5,陽入,dz/dz,iak/uaʔ,5/5,陽入/陽入,z,it,1,陽入,z,ua/iek,2/33,陽入/陽上,ts,ɛʔ,4,陽入,ts,ɛʔ,4,陽入,0,iek,5,陽入,0,iek,5,陽入,0,ieʔ,4,陽入,0,ieʔ,5,陽入,,,,,0,ik,2,陽入,0,ɛk,5,陽入,j,yai/i,5/21,陽入/上聲,ɦ,ie,21,上聲,ɦ,je,21,上聲,h,ie,224/31,陰入/陽平乙,0,iɛ,21,上,0,iɛ,21,上聲,g,ya,53,陽上,ŋ,e,33/54,陰平/陽去,ŋ,yo,353,陽上,0,iat,12,陽入,ŋ,iɛt/it,55/33,陽入/下陰入,ŋ,iet,5,陽入,ts,uaʔ,53,陽入,z,uaʔ,5,上陰入,ŋ,ie,5,陽入,l,uaʔ/iat,34/24,陽入
22755,ts,iat,5,陰入,ts,iat,32,陰入,ts,iɛt,32,陰入,ts,iat,32,陰入,,,,,,,,,,,,,ts,ik,21,陰入,,,,,ts,ik,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,ts,ieʔ,2,陰入,ts,ɛʔ,21,陰入,ts,iek,2,陰入,ts,iɛk,13,陰入,ts,ieʔ,23,陰入,ts,ieʔ,22,陰入,ts,iek,5,陰入,ts,ik,5,陰入,,,,,ts,i,5,陽入,ts,ie,214,陰入,ts,ie,214,陰入,ts,ie,224,陰入,ts,iɛ,24,陰入,ts,iɛ,24,陰入,,,,,ts,e,5,入聲,tʃ,iɛ,213,入聲,ts,iat,42,陰入,ts,iɛt/it,55/33,陽入/下陰入,,,,,,,,,ts,iʔ,2,陰入,tʃ,e,51,上,ts,iat,55,陰入
22756,ts,iat,5,陰入,ts,iat,32,陰入,ts,iʔ/iɛt,32,陰入,ts,iat,32,陰入,,,,,,,,,,,,,ts,iʔ,21,陰入,,,,,ts,iʔ,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,ts,ɛʔ,2,陰入,ts,ɛʔ,21,陰入,tsʰ,iek,2,陰入,,,,,ts,ieʔ,23,陰入,ts,ieʔ,22,陰入,ts,iek,5,陰入,ts,ik,5,陰入,ts,ik,2,陰入,ts,i,5,陽入,ts,ie,214,陰入,ts,ie,214,陰入,,,,,ts,iɛ,24,陰入,ts,iɛ,42/24,陰入,ts,iɛ,212,入聲,ts,e,5,入聲,tʃ,iɛ,213,入聲,ts,iat,42,陰入,ts,it,33,下陰入,,,,,,,,,ts,iʔ,2,陰入,tʃ,e,51,上,ts,iat,55,陰入
22762,ts,iʔ,3,陽入,ts,iʔ,12,陽入,s/ts,iɛt/iʔ,5,陽入,s/ts,iat/iʔ,14,陽入,,,,,,,,,ts,iʔ,5,陽入,ts,iʔ,4,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,i,33,陰平甲,ts,i,33,陽上,ɬ,ɛʔ,2,陰入,ɬ,i/ɛʔ,13/4,陽平/陽入,s,iak/iek,5,陽入,s,iek,5,陽入,s,ieʔ,4,陽入,s,ieʔ,5,陽入,s,iek,2,陽入,s,ik,2,陽入,s,ɛk,5,陽入,j/s,yai/i,5,陽入,l,ye,42,陽平,l/s,ye/ie,4,陽入,l,œ,41,陽入,0,yɛ,44,陽去,0,yɛ,42,陽入,s,ua,53,陽上,s,ø,54,陽去,ʃ,yo,353,陽上,ts,i,12,陽平,s,iɛt/it,55/33,陽入/下陰入,s,iet,2,陰入,ts,iʔ,53,陽入,s,iʔ,5,陽入,ʃ,e,5,陽入,ts,iʔ,24,陽入
22766,s/ts,iʔ/iʔ,3/3,陽入/陽入,s/ts,iʔ,12,陽入,s/ts,iɛt/iʔ,5,陽入,ts,iʔ,14,陽入,,,,,,,,,ts,iʔ,5,陽入,ts,iʔ,4,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,5,陽入,ts,iʔ,2,陰入,,,,,ts,it,5,陰入,ts,i,33,陽上,ɬ/ts,i/e,24,陽平,,,,,s,iek,5,陽入,,,,,s/ts,ieʔ,4/23,陽入/陰入,s,ieʔ,5,陽入,,,,,,,,,,,,,,,,,ts,ie,53,陰平,,,,,,,,,ts,iɛ,42/44,陽入/陽去,ts,iɛ,44,陽去,,,,,,,,,tʃ,iɛ,353,陽上,,,,,ts,it,33,下陰入,ts,it,5,陽入,ts,iʔ,53,陽入,ts,iʔ,5,上陰入,,,,,s/ts,iʔ,24,陽入
22767,g,iat,3,陽入,g,iat,12,陽入,g,iɛt,5,陽入,g,iap/iat,14,陽入,,,,,,,,,ŋ,iek,5,陽入,ŋ,iek,4,陽入,ŋ,iak,5,陽入,ŋ,iak,5,陽入,ŋ,iak,5,陽入,ŋ,iak,5,陽入,ŋ,iak,5,陽入,,,,,,,,,n,iek,2,陽入,k,ieʔ/ɛʔ,4,陽入,k,iaʔ/ɛʔ,4,陽入,ŋ,iek,5,陽入,,,,,ŋ,ieʔ,4,陽入,ŋ,ieʔ,5,陽入,ŋ,iek,2,陽入,ŋ,ik,2,陽入,ŋ,ɛk,5,陽入,ŋ,i,35,陰入,ŋ,ie,214,陰入,ŋ,ie,214,陰入,ŋ,ie,41,陽入,ŋ,iɛ,42,陽入,ŋ,iɛ,42,陽入,0,iɛ,212,入聲,ŋ,e,54,陽去,ŋ,iɛ,213,入聲,n,iap,12,陽入,ŋ,it,55,陽入,ŋ,it,5,陽入,ŋ,it,53,陽入,,,,,ŋ,ie,5,陽入,g,iat,24,陽入
22776,g,iat,3,陽入,,,,,,,,,g,iat,14,陽入,,,,,,,,,,,,,,,,,,,,,ŋ,iak,5,陽入,,,,,,,,,,,,,,,,,,,,,,,,,k,ɛʔ,4,陽入,,,,,,,,,,,,,,,,,,,,,ŋ,iek,2,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,iɛ,212,入聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,iat,24,陽入
22779,b,iat,3,陽入,b,iat,12,陽入,b,iɛt,5,陽入,b,iat,14,陽入,,,,,,,,,m,ik,5,陽入,m,ik,4,陽入,m,ik,5,陽入,m,ik,5,陽入,m,ik,5,陽入,m,iak,5,陽入,m,ik,5,陽入,m,ek,5,陽入,m,it,1,陽入,m,iek,2,陽入,p,ɛʔ,4,陽入,m/p,ai/ɛʔ,13/4,陽平/陽入,m,iek,5,陽入,m,iek,5,陽入,m,ieʔ,4,陽入,m,ieʔ,5,陽入,m,iek,2,陽入,m,ik,2,陽入,m,ɛk,5,陽入,m,i,5,陽入,m,ie,42,陽平,m,ie,4,陽入,m,ie,41,陽入,m,iɛ,42,陽入,m,iɛ,42,陽入,m,ie,53,陽上,m,e,54,陽去,m,ɛ,353,陽上,m,iat,12,陽入,m,iɛt/it,55/33,陽入/下陰入,,,,,m,it,53,陽入,m,iʔ,5,陽入,m,ie,5,陽入,b,iat,24,陽入
22787,p,iʔ,5,陰入,p,iʔ,32,陰入,,,,,p,iʔ,32,陰入,,,,,,,,,,,,,,,,,,,,,p,iʔ,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,p,e,21,陽去,p,e,11,陽去,p,iek,2,陰入,p,iɛk,13,陰入,,,,,p,ieʔ,22,陰入,p,iek,5,陰入,,,,,p,ik,2,陰入,,,,,p,ie,214,陰入,p,ie,214,陰入,,,,,,,,,p,iɛ,24,陰入,,,,,pʰ,i,54,陽去,p,i,33/213,去聲/入聲,p,i,42,陰入,p,it,33,下陰入,,,,,,,,,p,iʔ,2,陰入,p,ie,5,陽入,,,,
22789,,,,,,,,,,,,,,,,,,,,,,,,,p,iʔ,2,陰入,,,,,p,iʔ,2,陰入,,,,,p,iʔ,2,陰入,p,iʔ,2,陰入,p,iʔ,2,陰入,,,,,p,ia,5,陰入,p,iek,2,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,it,2,陰入,p,it/iʔ,21,陰入,,,,,,,,,,,,
22791,,,,,p,iat,32,陰入,,,,,p,iat,32,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,iɛk,13,陰入,,,,,p,ieʔ,22,陰入,p,ie,35,陰去,,,,,,,,,,,,,,,,,p,ie,214,陰入,,,,,,,,,,,,,,,,,pʰ,i,54,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22793,ts/ts,əʔ/uat,3/3,陽入/陽入,ts,uat,12,陽入,ts,eʔ/uat,5,陽入,ts,ɛʔ/uat,14,陽入,,,,,,,,,ts,oʔ,5,陽入,ts,oʔ,4,陽入,ts,oʔ,5,陽入,ts,oʔ,5,陽入,ts,oʔ,5,陽入,ts,uak,5,陽入,ts,oʔ,5,陽入,,,,,ts,it,1,陽入,ts,iek,2,陽入,ts,ø/yøʔ,52/4,陰去/陽入,ts,œʔ,4,陽入,ts,uok,5,陽入,ts,yok,5,陽入,ts,uɔʔ,4,陽入,ts,uoʔ,5,陽入,ts,uok,2,陽入,ts,uk,2,陽入,ts,ɔk,5,陽入,l,y,5,陽入,dz,ye,42,陽平,t/ts,ui/ye,214/4,陰入/陽入,ts,œ,45/224,陽去/陰入,ts,yɛ,42,陽入,ts,uɛ/yɛ,42,陽入,ts,ie,53,陽上,tsʰ,ø,54,陽去,ts/tsʰ,ɛ/uɛ,353,陽上,ɬ,uɐt,12,陽入,ts,iɛt/it,55/33,陽入/下陰入,ts,it/iet,2/5,陰入/陽入,ts,it,53,陽入,ts,oʔ,5,陽入,tsʰ,yø,55,陰平,ts,eʔ/uat,55/24,陰入/陽入
22795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,uɛ,213,入聲,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22797,s/s,əʔ/uat,5/5,陰入/陰入,s,eʔ/uat,32,陰入,s,eʔ/uat,32,陰入,s,ɛʔ/uat,32,陰入,,,,,,,,,s,oʔ,2,陰入,s,oʔ,21,陰入,s,oʔ,2,陰入,s,oʔ,1,陰入,s,oʔ,2,陰入,s,eʔ,2,陰入,s,oʔ/eʔ,2,陰入,s,eʔ,3,陰入,ɬ,oi,55,陰平乙,s,oi,55,陽去,ɬ,ø/yøʔ,21/2,陽去/陰入,ɬ,ø/œʔ,11/21,陽去/陰入,s,uok,2,陰入,s,uɔk,13,陰入,s,uɔʔ,23,陰入,s,uoʔ,22,陰入,s,uok,5,陰入,s,uk,5,陰入,s,uk,2,陰入,s,y,35,陰入,s,ye,214,陰入,s,ye,214,陰入,s,œ,224,陰入,s,yɛ,24,陰入,s,yɛ,24,陰入,s,iɛ,212,入聲,s,ø,31/5,上聲/入聲,s,ɛ,213,入聲,ɬ,iɛ,42,陰入,s,iɛt/it,11/33,上陰入/下陰入,s,iet,2,陰入,s,it,21,陰入,s,oʔ,2,陰入,s,yø,51,上,s,eʔ/uat,55,陰入
22798,,,,,,,,,,,,,,,,,,,,,,,,,s,oʔ,2,陰入,,,,,s,oʔ,2,陰入,,,,,s,oʔ,2,陰入,s,eʔ,2,陰入,s,eʔ/oʔ,2,陰入,s,eʔ,3,陰入,ɬ,oi,55,陰平乙,s,oi,55,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,iɛ,42,陰入,s,iɛt/it,11/33,上陰入/下陰入,s,iet,2,陰入,s,it,21,陰入,s,oʔ,2,陰入,,,,,,,,
22802,0,iat,5,陰入,0,uat,12,陽入,0,iɛt,5,陽入,,,,,,,,,,,,,z,uek/uaʔ,5,陽入,z,uek,4,陽入,z,uak/uaʔ,5,陽入,z,uaʔ/uak,5,陽入,z,uaʔ/uak,5,陽入,0,iak,5,陽入,,,,,,,,,z,ui,55,陰平乙,0,iek,2,陽入,0,yøʔ,4,陽入,0,œʔ,4,陽入,0,yø/yøk,324/5,陽去/陽入,,,,,0,yɔʔ/yɔ,4/242,陽入/陽去,0,yo/yoʔ,41/5,陽去/陽入,0,yøʔ,2,陽入,j,ik,2,陽入,0,ø,332,陽去,j,y,5,陽入,l,ye,214,陰入,j,ye,4,陽入,0,œ,224,陰入,0,yɛ,24,陰入,0,yɛ,24,陰入,0,ye,53,陽上,v,ø,54,陽去,0,yɛ,213,入聲,ʔ,iɐt,12,陽入,0,it,33,下陰入,0,it,2,陰入,0,it,53,陽入,z,uaʔ,5,陽入,0/v,yø/a,5,陽入,0,iat,55,陰入
22804,0,iat,5,陰入,0,uat,12,陽入,0,uat/iɛt,5,陽入,0,uat,14,陽入,,,,,,,,,,,,,l,uek,21,陰入,,,,,l,uak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,0,yøʔ,4,陽入,0,œʔ,4,陽入,0,yø/yøk,324/5,陽去/陽入,,,,,0,yɔʔ/yɔ,23/242,陰入/陽去,0,yo/yoʔ,41/5,陽去/陽入,0,yøʔ,5,陰入,j,ik,5,陰入,0,ø,332,陽去,j,y,5,陽入,l,ye,214,陰入,j,ye,4,陽入,0,œ,224,陰入,0,yɛ,24,陰入,0,yɛ,24,陰入,0,ye,53,陽上,,,,,0,yɛ,213,入聲,ʔ,iɐt,12,陽入,0,it,33,下陰入,,,,,,,,,z,uaʔ,5,陽入,v,a,5,陽入,0,iat,55,陰入
22811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,əu,35,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22817,s/s/s,əʔ/uat/ue,5/5/31,陰入/陰入/去聲,s,ue/ueʔ/uat,32,陰入,s,eʔ/uat,32,陰入,s,uɛ/uɛʔ/uat,32,陰入,,,,,,,,,,,,,s,ueʔ,21,陰入,,,,,s,ueʔ,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,uoi/yøʔ,52/21/2,陰去/陽去/陰入,ɬ,ue/œʔ,11/21,陽去/陰入,s,uoi/uok,21/2,陰去/陰入,s,uɔk,13,陰入,s,uɔʔ,23,陰入,s,uoʔ,22,陰入,s,uɛ/uok,35/5,陰去/陰入,s,uoi/uk,35/5,陰去/陰入,s,ui/uk,35/2,陰去/陰入,s,y,35,陰入,s,ye,214,陰入,s,ye,214,陰入,s,œ,224,陰入,s,yɛ,24,陰入,s,yɛ,33/24,陰去/陰入,ʃ,yɛ,212,入聲,s,ø,5,入聲,ʃ,yɛ,33/213,去聲/入聲,ɬ,uat,42,陰入,s,iɛt/it,11/33,上陰入/下陰入,,,,,,,,,s,ueʔ,2,陰入,s,yø,21/51,陰入/上,s,eʔ/uat,55,陰入
22818,ts,uat,5,陰入,ts,uat,32,陰入,,,,,ts,uat,32,陰入,,,,,,,,,,,,,,,,,,,,,tsʰ,uak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,ts/tsʰ,uoʔ/yøʔ,2,陰入,,,,,ts,uok,2,陰入,,,,,,,,,ts,uoʔ,22,陰入,ts,uok,5,陰入,ts,uk,5,陰入,,,,,ts,y,35,陰入,ts,ye,214,陰入,ts,ye,214,陰入,,,,,,,,,ts,yɛ,24,陰入,tʃ,yɛ,212,入聲,,,,,tʃ,yɛ,213,入聲,ɬ,iɛ,42,陰入,ts,it,33,下陰入,,,,,,,,,kʰ,uʔ,2,陰入,,,,,ts,uat,55,陰入
22830,tsʰ,əʔ,5,陰入,,,,,,,,,s,uɛʔ,32,陰入,,,,,,,,,,,,,,,,,,,,,tsʰ,oi/uak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,uoi,21,陽去,tsʰ,ue,11,陽去,tsʰ,uok,2,陰入,,,,,,,,,tsʰ,uoʔ,22,陰入,tsʰ,uok,5,陰入,tsʰ,uk,5,陰入,,,,,tsʰ,y,35,陰入,tsʰ,ye,214,陰入,tsʰ,ye,214,陰入,,,,,,,,,tsʰ,yɛ,24,陰入,tʃʰ,yɛ,212,入聲,,,,,tʃʰ,yɛ,213,入聲,,,,,,,,,,,,,,,,,,,,,tsʰ,yø,51,上,tsʰ,eʔ,55,陰入
22831,t,uat,5,陰入,t,uat,32,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,uak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,t,yøʔ,2,陰入,,,,,ts,uok,2,陰入,,,,,,,,,,,,,ts,uok,5,陰入,ts,uk,5,陰入,,,,,t,y,35,陰入,,,,,ts,ɔ,4,陽入,,,,,,,,,tsʰ,yɛ,24,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22840,t,uaʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,uak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,t,yøʔ,2,陰入,,,,,ts,uok,2,陰入,,,,,,,,,ts,uoʔ,22,陰入,ts,uok,5,陰入,,,,,,,,,t,y,35,陰入,ts,ye,214,陰入,t,ye,214,陰入,,,,,,,,,tsʰ,yɛ,24,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22846,l,uat,5,陰入,l,iat/uat,12,陽入,l,uat,32,陰入,l,uat,32,陰入,,,,,,,,,l,uek,2,陰入,l,uek,21,陰入,l,uak,2,陰入,l,uak,1,陰入,l,uak,2,陰入,l,uak,2,陰入,l,uaʔ,5,陽入,,,,,l,et,5,陰入,l,iek,5,陰入,l,ɛʔ,2,陰入,l,ɛʔ,21,陰入,l,uoʔ,2,陰入,,,,,l,uɔʔ,23,陰入,l,uoʔ,22,陰入,l,uoʔ,5,陰入,l,uk,5,陰入,,,,,l,i,35,陰入,l,ye,42,陽平,l,ye,21,上聲,l,œ,224,陰入,l,yɛ,24,陰入,l,yɛ,24,陰入,l,uɛ,212,入聲,l,e,54,陽去,l,ɛ,213,入聲,l,uɐt,42,陰入,l,it,33,下陰入,l,it/iet,2,陰入,l,it,21,陰入,l,uaʔ,5,陽入,l,ie,5,陽入,l,uat,55,陰入
22847,,,,,,,,,,,,,,,,,,,,,,,,,l,uek,2,陰入,,,,,l,uak,2,陰入,,,,,l,uak,2,陰入,l,uak,2,陰入,l,uaʔ,2,陰入,,,,,l,et,5,陰入,l,iek,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,uɐt,42,陰入,l,it,33,下陰入,l,it/iet,2,陰入,l,it,21,陰入,l,uaʔ,5,陽入,,,,,,,,
22848,l,uaʔ,3,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,uoʔ,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,uaʔ,34,陽入
22859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,ɛʔ,2,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pʰ,ie,5,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22863,p/p,at/iat,3/3,陽入/陽入,p,at,12,陽入,p,iɛt,5,陽入,p,at/iat,14,陽入,,,,,,,,,p,ak/iek,5,陽入,p,iek,4,陽入,p,iak/ak,5,陽入,,,,,p,ak/iak,5,陽入,p,iak/ak,5,陽入,p,ak,2,陰入,p/p,ak/it,5/5,陽入/陽入,p,it,1,陽入,p,iek,2,陽入,p,ɛʔ,2,陰入,p,ɛʔ,21,陰入,p,eik/iek,2,陰入,,,,,p,ieʔ,4,陽入,p,ieʔ,5,陽入,p,iek,2,陽入,p,ik,2,陽入,p,ɛk,5,陽入,,,,,,,,,pʰ,ie,4,陽入,,,,,pʰ,iɛ,24,陰入,,,,,,,,,,,,,p,ɛ,353,陽上,p,iat,12,陽入,p,iɛt/it,55/33,陽入/下陰入,p,it/iet,2,陰入,p,it,21,陰入,p,iaʔ,5,陽入,p,ie,5,陽入,p,iat,55,陰入
22865,,,,,,,,,,,,,t,iat,14,陽入,,,,,,,,,,,,,,,,,,,,,tʰ,iak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,t,ɛʔ,4,陽入,t,ɛʔ,4,陽入,,,,,,,,,,,,,t,ieʔ,5,陽入,t,iek,5,陰入,t,ik,2,陽入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,iat,12,陽入,tsʰ,it,33,下陰入,,,,,,,,,tʰ,iaʔ,2,陰入,,,,,,,,
22868,tʰ,iat,5,陰入,tʰ,iat,32,陰入,,,,,tʰ,ɛʔ/iat,32,陰入,,,,,,,,,,,,,,,,,,,,,tʰ,iak,1,陰入,,,,,,,,,,,,,,,,,,,,,,,,,t,ɛʔ,2,陰入,,,,,tʰ,aʔ/iek,2,陰入,,,,,,,,,,,,,t,iek,5,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,iɛ,212,入聲,tsʰ,e,5,入聲,tʃʰ,iɛ,213,入聲,,,,,,,,,,,,,,,,,,,,,tʰ,ie,5,陽入,,,,
22874,p,iat,5,陰入,p,iat,32,陰入,p,iɛt,5,陽入,p,iat,32,陰入,,,,,,,,,,,,,p,iek,4,陽入,,,,,p,iak,5,陽入,,,,,,,,,p,ak/iak,5,陽入,,,,,,,,,,,,,p,ɛʔ,4,陽入,p,ɛʔ,4,陽入,p,iek,5,陽入,p,iɛk,13,陰入,p,ieʔ,4,陽入,p,ieʔ,22,陰入,p,iek,5,陰入,,,,,p,ek,2,陰入,pʰ/β,i,5,陽入,b/p,ie,42/53,陽平/陰平,,,,,p/pʰ,ie,45/224,陽去/陰入,p/pʰ,iɛ,44/24,陽去/陰入,p/pʰ,iɛ,44/24,陽去/陰入,p,ie,53,陽上,pʰ,e,54,陽去,,,,,p,iat,12,陽入,p,ɛt/it,55/33,陽入/下陰入,,,,,,,,,p,iaʔ,5,陽入,,,,,p,at/iat,34/24,陽入
22880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,i,35,陰入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
