# 晉語
id,太原_聲母,太原_韻母,太原_調值,太原_調類,婁煩_聲母,婁煩_韻母,婁煩_調值,婁煩_調類,清徐_聲母,清徐_韻母,清徐_調值,清徐_調類,文水_聲母,文水_韻母,文水_調值,文水_調類,太谷_聲母,太谷_韻母,太谷_調值,太谷_調類,祁縣_聲母,祁縣_韻母,祁縣_調值,祁縣_調類,平遙_聲母,平遙_韻母,平遙_調值,平遙_調類,孝義_聲母,孝義_韻母,孝義_調值,孝義_調類,臨縣_聲母,臨縣_韻母,臨縣_調值,臨縣_調類,離石_聲母,離石_韻母,離石_調值,離石_調類,汾陽_聲母,汾陽_韻母,汾陽_調值,汾陽_調類,嵐縣_聲母,嵐縣_韻母,嵐縣_調值,嵐縣_調類,石樓_聲母,石樓_韻母,石樓_調值,石樓_調類,隰縣_聲母,隰縣_韻母,隰縣_調值,隰縣_調類,汾西_聲母,汾西_韻母,汾西_調值,汾西_調類,沁縣_聲母,沁縣_韻母,沁縣_調值,沁縣_調類,平順_聲母,平順_韻母,平順_調值,平順_調類,長治_聲母,長治_韻母,長治_調值,長治_調類,長子_聲母,長子_韻母,長子_調值,長子_調類,高平_聲母,高平_韻母,高平_調值,高平_調類,陵川_聲母,陵川_韻母,陵川_調值,陵川_調類,朔州_聲母,朔州_韻母,朔州_調值,朔州_調類,代縣_聲母,代縣_韻母,代縣_調值,代縣_調類,五寨_聲母,五寨_韻母,五寨_調值,五寨_調類,五台_聲母,五台_韻母,五台_調值,五台_調類,忻州_聲母,忻州_韻母,忻州_調值,忻州_調類,天鎮_聲母,天鎮_韻母,天鎮_調值,天鎮_調類,大同_聲母,大同_韻母,大同_調值,大同_調類,山陰_聲母,山陰_韻母,山陰_調值,山陰_調類,平定_聲母,平定_韻母,平定_調值,平定_調類,和順_聲母,和順_韻母,和順_調值,和順_調類,晉城_聲母,晉城_韻母,晉城_調值,晉城_調類,陽城_聲母,陽城_韻母,陽城_調值,陽城_調類
13079,k,uɤ,53,上聲,k,uəɯ,213,上聲,k,uɤɯ,53,上聲,k,uəi,423,上聲,k,ye,323,上聲,k,o,21,上聲,k/k,uə/uei,53/53,上聲/上聲,k/k,uE/uɤ,312/312,上聲/上聲,k,u,312,上聲,k,uɤ,312,上聲,k,u,312,上聲,k,uE,213,上聲,k,uə,413,上聲,k,uə,31,上聲,k,u,33,上聲,k,uo,213,陰平上,k,uʌ,424,上聲,k,uə,535,上聲,k,uə,324,上聲,k,uə,535,上聲,k,uə,213,上聲,k,uo,312,陰平上,k,uɤ,213,陰平上,k,uə,213,陰平上,k,uə,214,陰平上,k,uɛ,313,陰平上,k,uʌ,54,上聲,k,uo,54,上聲,k,uə,52,上聲,k,uo,53,上聲,k,uɤ,35,上聲,k,uʌ,213,陽平上,k,uə,31,上聲
13085,l,uɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13105,s,uɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13106,s,uɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13117,t,uɤ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13126,t,uɤ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13131,tʰ,uɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13143,ts,uɤ,45,去聲,ts/ts,uei/uəɯ,54/54,去聲/去聲,ts,uɤɯ,35,去聲,tɕ/ts,yəi/uəi,35/35,去聲/去聲,ts,uo,45,去聲,ts,o,35,去聲,tɕ/ts,yE/uə,35/35,去聲/去聲,tɕ/ts,uE/uɤ,53/53,去聲/去聲,ts,ʮ,53,去聲,ts,uɤ,53,去聲,ts,u,55,去聲,ts,uE,52,去聲,tʂ,uə,52,去聲,tsʰ,uə,55,去聲,tsʰ,u,53,陽去,ts,uo,55,去聲,ts,uʌ,53,陽去,ts,uə,53,陽去,ts,uə,53,陽去,tʂ,uə,42,去聲,tʂ,uə,24,去聲,ts,uo,53,去聲,ts,uɤ,53,去聲,ts,uə,53,去聲,ts,uə,52,去聲,ts,uɛ,53,去聲,ts,uʌ,24,去聲,ts,uo,24,去聲,ts,uə,335,去聲,ts,uo,24,去聲,ts,uɤ,44,去聲,tʂ,uʌ,53,去聲,ts,uə,53,去聲
13162,p,ɤ,45/53,去/上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13169,x,uɤ,53,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13176,x,uɤ,53,上聲,x,uəɯ,213,上聲,x,uɤɯ,53,上聲,x,uəi,423,上聲,x,ye,323,上聲,x,o,21,上聲,x/x,uə/uei,53/53,上聲/上聲,x/x,uE/uɤ,312/312,上聲/上聲,x,u,312,上聲,x,uɤ,312,上聲,x,u,324,陰平,x,uE,213,上聲,x,uə,413,上聲,x,uə,31,上聲,x,u,33,上聲,x,uo,213,陰平上,x,uʌ,424,上聲,x,uə,535,上聲,x,uə,324,上聲,x,uə,535,上聲,x,uə,213,上聲,x,uo,312,陰平上,x,uɤ,213,陰平上,x,uə,213,陰平上,x,uə,214,陰平上,x,uɛ,313,陰平上,x,uʌ,54,上聲,x,uo,54,上聲,x,uə,52,上聲,x,uo,53,上聲,x,uɤ,35,上聲,x,uʌ,213,陽平上,x,uə,31,上聲
13178,kʰ,uɤ,53/11,上/平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13181,p,a,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13185,m,a,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13192,ts,ɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13195,0,ie,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13197,0,ie,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13200,0,ia,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13208,tɕ,ia,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13210,tɕ,ia,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13215,s,a,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13216,0,ia,53,上聲,ŋ,a,213,上聲,0/ŋ,iɒ/ɒ,53/53,上聲/上聲,ŋ,a,423,上聲,0,iɒ,323,上聲,0/ŋ,ia/a,21/21,上聲/上聲,ŋ,ɑ,53,上聲,0/n,ia/ia,312/312,上聲/上聲,n,iA,312,上聲,n,iA,312,上聲,0/ŋ,iA/a,312/312,上聲/上聲,0/ȵ,iA/iA,213/213,上聲/上聲,n,ia,413,上聲,n,ia,31,上聲,n,iɑ,33,上聲,0,ia,213,陰平上,0,ia,424,上聲,0,iɑ,535,上聲,0,ia,324,上聲,0,iɑ,535,上聲,0,iɑ,213,上聲,0,iɑ,312,陰平上,0,ia,213,陰平上,0,ia,213,陰平上,0,iA,214,陰平上,0/ŋ,iɑ/ɑ,313/313,陰平上/陰平上,0,ia,54,上聲,0,ia,54,上聲,0,iA,52,上聲,0,iɑ,53,上聲,0,ia,35,上聲,0,iɑ,213,陽平上,0,iɑ,31,上聲
13226,ɕ,ie,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13232,tɕʰ,ie,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13236,s,ɤ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13243,s,ɤ,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13248,tɕ,ie,53,上聲,tɕ,iei,213,上聲,tɕ,ie,53,上聲,tɕ,i,423,上聲,tɕ,ie,323,上聲,tɕ,i,21,上聲,tɕ,iE,53,上聲,tɕ,iE,312,上聲,ts/ts,iA/iɛ,312/312,上聲/上聲,tɕ,iɛi,312,上聲,tɕ,iæe,324,陰平,tɕ,iE,213,上聲,ts,ɛi,413,上聲,tɕ,iæ,31,上聲,tɕ/tɕ,i/iɑ,33/33,上聲/上聲,tɕ,iɛ,213,陰平上,tɕ,ie,424,上聲,tɕ,iE,535,上聲,tɕ,iɛ,324,上聲,ts,ie,535,上聲,tɕ,ie,213,上聲,tɕ,iɛ,312,陰平上,tɕ,iɛ,213,陰平上,tɕ,iɛ,213,陰平上,tɕ,iɛ,214,陰平上,tɕ,iɛ,313,陰平上,tɕ,iæ,54,上聲,tɕ,iɛ,54,上聲,tɕ,iE,52,上聲,tɕ,ie,53,上聲,tɕ,i,35,上聲,tɕ,ie,213,陽平上,tɕ,ie,31,上聲
13251,p,a,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13263,k,ua,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13271,v,a,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13274,z,ɤ,53,上聲,ʐ,əɯ,213,上聲,z,ɤɯ,53,上聲,z,əi,423,上聲,z,ɤ,323,上聲,ʐ,ɯ,21,上聲,ʐ,ʅE,53,上聲,ʐ,E,312,上聲,ʐ,A,312,上聲,0,iɛi,312,上聲,0/ʐ,i/ɯ,324/324,陰平/陰平,z,E,213,上聲,ʐ/ʐ,a/ə,413/413,上聲/上聲,ʐ,ə,31,上聲,z,ɑ,33,上聲,0,iɛ,213,陰平上,0,ie,424,上聲,0,iE,535,上聲,0,iɛ,324,上聲,ʐ,ə,535,上聲,0,ie,213,上聲,ʐ,ə,312,陰平上,ʐ,ɤ,213,陰平上,z,ɤ,213,陰平上,z,ə,214,陰平上,ʐ,ɛ,313,陰平上,ʐ,ʌ,54,上聲,ʐ,ɤ,54,上聲,ʐ,ʅʌr,52,上聲,ʐ,ɤ,53,上聲,ʐ,ɤ,35,上聲,ʐ,ʌ,213,陽平上,ʐ,ʅe,31,上聲
13302,s,a,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13305,0,iɒ̃,53,上聲,0,ia,213,上聲,0,iɒ,53,上聲,0/0,iaŋ/iʊ,423/423,上聲/上聲,0,iɒ,323,上聲,0/0,ia/iɑ̃,21/21,上聲/上聲,0/0,iɑŋ/yə,53/53,上聲/上聲,0/0,iaŋ/iE,312/312,上聲/上聲,0,iɔ̃,312,上聲,0,iɒ,213,上聲,0,iÃ,312,上聲,0,yo,213,上聲,0/0,iaŋ/iə,413/413,上聲/上聲,0,iɑŋ,31,上聲,0/0,i/iɑ̃,33/33,上聲/上聲,0,iɔ̃,213,陰平上,0,iɑŋ,424,上聲,0,iɑŋ,535,上聲,0,iaŋ,213,陰平,0,iɒ̃,535,上聲,0,iɑŋ,213,上聲,0,iɒ,312,陰平上,0,iɒ̃,213,陰平上,0,iɒ̃,213,陰平上,0,iæ̃,214,陰平上,0/0,iɑ̃/iɛ,313/313,陰平上/陰平上,0,iɑ,54,上聲,0,iɒ,54,上聲,0,iɒ,52,上聲,0,iɑŋ,53,上聲,0,iɒ,35,上聲,0,iɒ̃,213,陽平上,0,iɑ̃ŋ,31,上聲
13307,0,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13312,ɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13313,ɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13315,ɕ,iɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13324,tɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13326,tɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13328,tɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13330,l,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13353,0,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13360,tɕʰ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13363,ɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13365,ts,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369,s,ɒ̃/uɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13377,ɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13382,ɕ,iɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13389,tsʰ,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13397,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13398,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13399,ts,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13412,s,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13419,f,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13420,f,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13424,v,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13436,f,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13439,v,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13443,v,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13449,ts,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13450,s,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13461,t,ɒ̃,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13477,k,uɒ̃,53,上聲,k,uəɯ,213,上聲,k,uɒ,53,上聲,k,uɑŋ,423,上聲,k,uɒ,323,上聲,k,uɑ̃,21,上聲,k/k,uɑŋ/uə,53/53,上聲/上聲,k/k,uaŋ/uɤ,312/312,上聲/上聲,k,uo,312,上聲,k,uɤ,213,陰平,k,uÃ,312,上聲,k,uo,213,上聲,k,uaŋ,413,上聲,k,uɑŋ,31,上聲,k,uɑ̃,33,上聲,k,uɔ̃,213,陰平上,k,uɑŋ,424,上聲,k,uɑŋ,535,上聲,k,uaŋ,324,上聲,k,uɒ̃,535,上聲,k,uɑŋ,213,上聲,k,uɒ,312,陰平上,k,uɒ̃,213,陰平上,k,ɒ̃,213,陰平上,k,uæ̃,214,陰平上,k,uɑ̃,313,陰平上,k,ɑ,54,上聲,k,uɒ,31,陰平,k,uɒ,52,上聲,k,uɑŋ,53,上聲,k,uɒ,35,上聲,k,uɒ̃,213,陽平上,k,uɑ̃ŋ,31,上聲
13479,p,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13508,m,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13515,m,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13518,t,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13523,l,ɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13540,kʰ,ɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13550,x,uɒ̃,45/53,去/上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13565,x,uɒ̃,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
