# 晉語
id,太原_聲母,太原_韻母,太原_調值,太原_調類,婁煩_聲母,婁煩_韻母,婁煩_調值,婁煩_調類,清徐_聲母,清徐_韻母,清徐_調值,清徐_調類,文水_聲母,文水_韻母,文水_調值,文水_調類,太谷_聲母,太谷_韻母,太谷_調值,太谷_調類,祁縣_聲母,祁縣_韻母,祁縣_調值,祁縣_調類,平遙_聲母,平遙_韻母,平遙_調值,平遙_調類,孝義_聲母,孝義_韻母,孝義_調值,孝義_調類,臨縣_聲母,臨縣_韻母,臨縣_調值,臨縣_調類,離石_聲母,離石_韻母,離石_調值,離石_調類,汾陽_聲母,汾陽_韻母,汾陽_調值,汾陽_調類,嵐縣_聲母,嵐縣_韻母,嵐縣_調值,嵐縣_調類,石樓_聲母,石樓_韻母,石樓_調值,石樓_調類,隰縣_聲母,隰縣_韻母,隰縣_調值,隰縣_調類,汾西_聲母,汾西_韻母,汾西_調值,汾西_調類,沁縣_聲母,沁縣_韻母,沁縣_調值,沁縣_調類,平順_聲母,平順_韻母,平順_調值,平順_調類,長治_聲母,長治_韻母,長治_調值,長治_調類,長子_聲母,長子_韻母,長子_調值,長子_調類,高平_聲母,高平_韻母,高平_調值,高平_調類,陵川_聲母,陵川_韻母,陵川_調值,陵川_調類,朔州_聲母,朔州_韻母,朔州_調值,朔州_調類,代縣_聲母,代縣_韻母,代縣_調值,代縣_調類,五寨_聲母,五寨_韻母,五寨_調值,五寨_調類,五台_聲母,五台_韻母,五台_調值,五台_調類,忻州_聲母,忻州_韻母,忻州_調值,忻州_調類,天鎮_聲母,天鎮_韻母,天鎮_調值,天鎮_調類,大同_聲母,大同_韻母,大同_調值,大同_調類,山陰_聲母,山陰_韻母,山陰_調值,山陰_調類,平定_聲母,平定_韻母,平定_調值,平定_調類,和順_聲母,和順_韻母,和順_調值,和順_調類,晉城_聲母,晉城_韻母,晉城_調值,晉城_調類,陽城_聲母,陽城_韻母,陽城_調值,陽城_調類
412,n,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,k,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,ts,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,s,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,ts,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,ts,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,l,uŋ,11,平聲,l,uə̃,22,平聲,l,uʌ̃,11,平聲,l/l,uəŋ/yəŋ,22/22,平聲/平聲,l,ũ,22,平聲,l,ũm,33,平聲,l,uŋ,13,平聲,l,uŋ,11,平聲,l,uəŋ,44,陽平,l,uəŋ,44,陽平,l,uəŋ,22,陽平,l,uəŋ,55,陽平,l,uŋ,44,陽平,l,yəŋ,24,陽平,l/l,əŋ/yəŋ,35/35,陽平/陽平,l,uəŋ,33,陽平,l,yŋ,22,陽平,l,yŋ,24,陽平,l,uŋ,24,陽平,n,ioŋ,33,平聲,0,yŋ,53,陽平,l,uə̃,35,陽平,l,uəŋ,22,陽平,l,uə̃,44,陽平,l,yəŋ,33,陽平,l,uəŋ,31,陽平,l,uəɣ,22,陽平,l,uəɣ,313,陽平,l,uə̃,313,平聲,l,uəŋ,44,陽平,l,uəŋ,22,陽平,l,ioŋ,213,陽平上,l,uə̃ŋ,13,陽平
454,tsʰ,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,s,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,tsʰ,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0,yuŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,0,yuŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,f,əŋ,11,平聲,f,̃ə̃,22,平聲,f,ʌ̃,11,平聲,x,uəŋ,22,平聲,f,̃ə̃,22,平聲,x,̃ũm,33,平聲,x,uŋ,13,平聲,x,uŋ,11,平聲,f,əŋ,24,陰平,x,uəŋ,213,陰平,f,əŋ,324,陰平,f,əŋ,324,陰平,x,uŋ,214,陰平,x,uəŋ,41,陰平,f,əŋ,22,陰平,f,əŋ,213,陽平上,f,əŋ,313,陰平,f,əŋ,213,陰平,f,əŋ,213,陰平上,f,əŋ,33,平聲,f,əŋ,33,陰平,f,ə̃,312,陰平上,f,əŋ,213,陰平上,f,̃ə̃,213,陰平上,f,əŋ,214,陰平上,f,əŋ,313,陰平上,f,ɤɣ,31,陰平,f,əɣ,31,陰平,f,ə̃,313,平聲,x,əŋ,313,陰平,x,əŋ,31,陰平,f,oŋ,33,陰平,f,uə̃n,11,陰平
516,ɕ,yuŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,ɕ,yuŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,ɕ,yuŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,n,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,tsʰ,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,tsʰ,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,f,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,f,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,f,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,f,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,f,əŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,ts,uŋ,45,去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,ts,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,z,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,k,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,k,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,s,uŋ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,tɕ,iɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,tsʰ,uɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,p,ɒ̃,11,平聲,p,əɯ,22,平聲,p,ɒ,11,平聲,p/p,aŋ/ʊ,22/22,平聲/平聲,p,uo,22,平聲,p,ɑ̃,33,平聲,p,ɑŋ,13,平聲,p,aŋ,11,平聲,p,uo,24,陰平,p,ɤ,213,陰平,p,ɔ,324,陰平,p,uo,324,陰平,p,aŋ,214,陰平,p,æ,41,陰平,p,ɑ̃,22,陰平,p,ɔ̃,213,陰平上,p,ɑŋ,313,陰平,p,ɑŋ,213,陰平,p,aŋ,213,陰平,p,ɒ,33,平聲,p,ɑŋ,33,陰平,p,ɒ,312,陰平上,p,ɒ̃,213,陰平上,p,ɒ̃,213,陰平上,p,æ̃,214,陰平上,p,ɑ̃,313,陰平上,p,ɑ,31,陰平,p,ɒ,31,陰平,p,ɒ,313,平聲,p,ɑŋ,313,陰平,p,ɒ,31,陰平,p,ɒ̃,33,陰平,p,ɑ̃,11,陰平
713,k,ɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,s/tsʰ,uɒ̃,45/11,去聲/平聲,f,uəɯ,22,平聲,s/tsʰ/tsʰ,uɒ/uɒ/uɒ,11/11/35,平聲/平聲/去聲,s/s/tsʰ,ʊ/uaŋ/ʊ,22/22/22,平聲/平聲/平聲,tsʰ,uɒ,45,去聲,s/tsʰ,uɑ̃/o,33/33,平聲/平聲,s/tsʰ,uɑŋ/uə,13/13,平聲/平聲,s/tsʰ,uaŋ/uɤ,11/11,平聲/平聲,s,ɥə,24,陰平,s,uɤ,213,陰平,tʂʰ,uÃ,324,陰平,s,uo,324,陰平,ʂ/ʂ,uaŋ/uə,214/214,陰平/陰平,s,uæ,41,陰平,s/s,u/uɑ̃,22/22,陰平/陰平,tsʰ,uɔ̃,213,陰平上,ʂ/tʂ,uɑŋ/uɑŋ,313/313,陰平/陰平,s,uɑŋ,213,陰平,s/s/tsʰ,uaŋ/uaŋ/uaŋ,45/213/213,陰去/陰平/陰平,ʂ,uɒ̃,33,平聲,ʂ/tʂʰ,uɑŋ/uɑŋ,33/313,陰平/陰平,ʂ,uɒ,312,陰平上,ʂ,uɒ̃,213,陰平上,s,ɒ̃,213,陰平上,s,uæ̃,214,陰平上,s/s,uɑ̃/uɛ,313/313,陰平上/陰平上,ʂ,ɑ,31,陰平,ʂ,uɒ,31,陰平,ʂ,uɒ,313,平聲,s,uɑŋ,313,陰平,s/tsʰ,uɒ/uɒ,31/31,陰平/陰平,ʂ,uɒ̃,33,陰平,ʂ,uɑ̃ŋ,11,陰平
732,pʰ,̃ɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,tɕʰ,iɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,ts,uɒ̃,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,ts,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,ts,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,ts,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,0,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,v,ei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,tsʰ,uei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,tsʰ,uei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,tsʰ,uei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,pʰ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,p,ei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,s,uei,11,平聲,s,uei,22,平聲,ɕ,y,11,平聲,s,ue,22,平聲,ɕ/s,y/uei,22/22,平聲/平聲,s,uei,33,平聲,ɕ/s,y/uei,13/13,平聲/平聲,ɕ/s,y/uei,11/11,平聲/平聲,ɕ,y,44,陽平,s,u,44,陽平,s,uei,22,陽平,ɕ/s,y/uei,55/55,陽平/陽平,s,uei,44,陽平,ɕ/s,y/uei,24/24,陽平/陽平,s,uei,35,陽平,s,uei,33,陽平,ʂ,uei,22,陽平,s,uei,24,陽去,s,uei,24,陽平,ʂ,uei,33,平聲,ʂ,uEi,53,陽平,s,uei,35,陽平,s,uei,22,陽平,s,uei,44,陽平,s,uei,33,陽平,s,uei,31,陽平,s,uɛe,22,陽平,s,uɛe,313,陽平,s,uei,313,平聲,s,uei,44,陽平,s,uei,22,陽平,ʂ,uɛe,213,陽平上,s,uæ,13,陽平
918,s,uei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,kʰ,uei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,tɕʰ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,tɕʰ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,ɕ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,0,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,0,i,45/11,去/平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,pʰ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,pʰ,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,s,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,0,ɚ,11,平聲,0,ər,22,平聲,0,ai,11,平聲,0,e,22,平聲,0,ɐr,22,平聲,0,l̩,33,平聲,0,ər,13,平聲,0,ər,11,平聲,0,ər,44,陽平,0/z,ər/ɿ,44/44,陽平/陽平,0,ɤ,22,陽平,0,ər,55,陽平,0,ər,44,陽平,0/z,ər/ɿ,24/24,陽平/陽平,0,ər,35,陽平,0,ər,33,陽平,0,l̩,22,陽平,0,ər,24,陽平,0,l̩,24,陽平,0,l̩,33,平聲,l,ə,53,陽平,0,ər,35,陽平,0,ər,22,陽平,0,ər,44,陽平,0,ər,33,陽平,0,ər,31,陽平,0,ər,22,陽平,0,ər,313,陽平,0,ər,313,平聲,0,ər,44,陽平,0,l̩,22,陽平,0,ər,33,陰平,0,ər,13,陽平
1022,l,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,l,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,p,ei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,pʰ,i,53,上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,s,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,s,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,m,i,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,tsʰ,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,ts,ɿ,11,平聲,tʂ,ʅ,22,平聲,ts,ɿ,11,平聲,ts,ɿ,22,平聲,ts,ɿ,22,平聲,ts,ɿ,33,平聲,tʂ,ʅ,13,平聲,tʂ,ʅ,11,平聲,tʂ,ei,24,陰平,tʂ,ʅər,213,陰平,tʂ,ʅ,324,陰平,ts,ɿ,324,陰平,tʂ,ʅ,214,陰平,tʂ,ʅ,41,陰平,ts,ɿ,22,陰平,ts,ɿ,213,陰平上,tɕ,i,313,陰平,ts,ɿ,213,陰平,ts,ɿ,213,陰平,tʂ,ʅ,33,平聲,tɕ,i,33,陰平,tʂ,ʅ,312,陰平上,tʂ,ʅ,213,陰平上,ts,ɿ,213,陰平上,ts,ɿ,214,陰平上,tʂ,ʅ,313,陰平上,tʂ,ʅ,31,陰平,tʂ,ʅ,31,陰平,tʂ,ʅ,313,平聲,tʂ,ʅ,313,陰平,tʂ,ʅ,31,陰平,tʂ,ʅ,33,陰平,tʂ,ʅ,11,陰平
1196,ts,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,tsʰ,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,tsʰ,ɿ,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,v,ei,11,平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
